R=2000," Q=[2000, 10, 100]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,phi_Gyro_intArd
4.268280029296875,0.009052038192749023,3.9,3.889558024776598,0.1202,-0.11952203401900628,-0.0,0.04447049583041052,0.0,0.1198,0.1202,-0.0,0.02,0.11,0.12,1.03,12.67
4.3171751499176025,0.017779111862182617,3.9,3.8765621261662657,0.1197,-0.1181918101026214,-0.01,0.04583595160657925,0.0,0.1192,0.1197,-0.01,0.01,0.09,0.1,0.99,12.65
4.348511457443237,0.008931159973144531,3.9,3.8765621261662657,0.1186,-0.11646534927497297,-0.02,0.05350517075462498,0.0,0.1179,0.1186,-0.02,0.01,0.08,0.09,0.96,12.61
4.398645401000977,0.01888585090637207,3.9,3.8765621261662657,0.1175,-0.11510682272206928,-0.02,0.05174296865077528,0.0,0.1167,0.1175,-0.02,0.01,0.12,0.12,1.0,12.55
4.42890739440918,0.008975028991699219,3.9,3.936897111838148,0.1171,-0.1136633882596091,-0.0,0.04823804748993743,0.0,0.1165,0.1171,-0.0,0.01,0.11,0.1,0.99,12.53
4.478733539581299,0.018620014190673828,3.9,3.936897111838148,0.117,-0.11202183534151713,0.0,0.0399255582982363,0.0,0.1165,0.117,0.0,0.02,0.11,0.1,0.97,12.54
4.509162664413452,0.008883953094482422,3.9,3.8844719115128936,0.1168,-0.11043688769646283,-0.0,0.0108292476230476,0.0,0.1164,0.1168,-0.0,-0.0,0.11,0.11,0.99,12.54
4.558718681335449,0.01827096939086914,3.9,3.8844719115128936,0.1168,-0.10921987432615327,0.0,0.004362684679411033,0.0,0.1164,0.1168,0.0,0.01,0.12,0.11,1.01,12.55
4.589456796646118,0.00883793830871582,3.9,3.8844719115128936,0.1168,-0.10899345323400264,-0.0,0.0031596032015250852,0.0,0.1164,0.1168,-0.0,-0.0,0.11,0.12,0.98,12.54
4.638783693313599,0.017993927001953125,3.9,3.854989485984585,0.1166,-0.10899345323400264,-0.0,-0.007525761431051992,0.0,0.1161,0.1166,-0.0,0.01,0.11,0.12,0.96,12.53
4.670162677764893,0.009195089340209961,3.9,3.854989485984585,0.1163,-0.10899345323400264,-0.0,-0.0060229144877980145,0.0,0.1159,0.1163,-0.0,0.02,0.12,0.12,1.01,12.52
4.719366550445557,0.018220901489257812,3.9,3.854989485984585,0.116,-0.10950290069134153,-0.01,0.009690367869435326,0.0,0.1155,0.116,-0.01,0.0,0.11,0.12,1.0,12.5
4.750222444534302,0.00889897346496582,3.9,3.901353812031154,0.1157,-0.11043688769646283,-0.01,0.03427246052612015,0.0,0.1152,0.1157,-0.01,0.01,0.11,0.11,0.95,12.47
4.79961371421814,0.018113136291503906,3.9,3.901353812031154,0.1149,-0.11043688769646283,-0.02,0.04941047378383345,0.0,0.1143,0.1149,-0.02,0.02,0.1,0.11,0.97,12.44
4.830420732498169,0.008759021759033203,3.9,3.901353812031154,0.1143,-0.10953120332786036,-0.02,0.04751722987110274,0.0,0.1137,0.1143,-0.02,0.01,0.12,0.12,1.03,12.4
4.879904747009277,0.018077850341796875,3.9,3.8586341493652148,0.1138,-0.10834249259406963,-0.01,0.01595008648020632,0.0,0.1132,0.1138,-0.01,0.02,0.11,0.11,1.0,12.37
4.911464691162109,0.009460926055908203,3.9,3.8586341493652148,0.1133,-0.10681415022205297,-0.01,0.0103606345915441,0.0,0.1128,0.1133,-0.01,0.01,0.1,0.1,0.96,12.35
4.960456609725952,0.018258094787597656,3.9,3.8586341493652148,0.1128,-0.10613488694560112,-0.01,0.009265307080406267,0.0,0.1123,0.1128,-0.01,0.01,0.12,0.12,0.99,12.32
4.991683721542358,0.009311914443969727,3.9,3.910061231263341,0.1125,-0.10613488694560112,-0.0,0.019192762539457453,0.0,0.1121,0.1125,-0.0,0.01,0.12,0.12,0.99,12.31
5.040201663970947,0.01764392852783203,3.9,3.910061231263341,0.1122,-0.10616318958211995,-0.01,0.03197664037071293,0.0,0.1117,0.1122,-0.01,0.01,0.11,0.11,0.98,12.28
5.072193622589111,0.009469985961914062,3.9,3.910061231263341,0.1114,-0.1057952553073752,-0.02,0.04507778437295956,0.0,0.1108,0.1114,-0.02,-0.0,0.1,0.11,1.0,12.25
5.122936487197876,0.020036935806274414,3.9,3.9027321722957917,0.1104,-0.10491787357529156,-0.02,0.04251067332605471,0.0,0.1098,0.1104,-0.02,-0.0,0.1,0.11,1.0,12.19
5.152185440063477,0.009109020233154297,3.9,3.9027321722957917,0.1093,-0.1032763206571996,-0.03,0.05035522973219926,0.0,0.1086,0.1093,-0.03,0.0,0.1,0.11,0.99,12.13
5.201281785964966,0.0180361270904541,3.9,3.877319871926351,0.1083,-0.10169137301214529,-0.03,0.037758337714501315,0.0,0.1075,0.1083,-0.03,-0.0,0.1,0.1,0.96,12.07
5.2322328090667725,0.00882101058959961,3.9,3.877319871926351,0.1073,-0.10033284645924159,-0.02,0.024118594089448348,0.0,0.1066,0.1073,-0.02,0.02,0.12,0.12,0.99,12.01
5.281479597091675,0.017885923385620117,3.9,3.877319871926351,0.1067,-0.0989743199063379,-0.01,0.008498664454418306,0.0,0.1061,0.1067,-0.01,0.0,0.13,0.12,1.01,11.97
5.3127546310424805,0.008974075317382812,3.9,3.8846027877417817,0.1065,-0.09826675399336722,-0.0,-0.002996417506979987,0.0,0.106,0.1065,-0.0,0.01,0.11,0.1,0.96,11.95
5.362913608551025,0.018959999084472656,3.9,3.8846027877417817,0.1062,-0.09818184608381074,-0.0,-0.0019683029886373715,0.0,0.1059,0.1062,-0.0,0.03,0.1,0.1,0.95,11.93
5.392996788024902,0.008783102035522461,3.9,3.8846027877417817,0.1061,-0.09860638563159316,-0.0,0.0007806119812941992,0.0,0.1057,0.1061,-0.0,0.01,0.12,0.12,1.02,11.92
5.443838834762573,0.01942586898803711,3.9,3.866033310347318,0.106,-0.0993988594541203,-0.0,-0.0012329757961024868,0.0,0.1057,0.106,-0.0,0.02,0.12,0.11,1.02,11.91
5.47354793548584,0.00896000862121582,3.9,3.866033310347318,0.1059,-0.09954037263671445,-0.0,1.4921880304719082e-05,0.0,0.1056,0.1059,-0.0,0.01,0.1,0.1,0.96,11.91
5.523800849914551,0.019042015075683594,3.9,3.866033310347318,0.106,-0.09962528054627093,0.0,-3.3213144086552404e-05,0.0,0.1058,0.106,0.0,0.0,0.12,0.11,0.99,11.91
5.5539469718933105,0.009021997451782227,3.9,3.9234833504156246,0.1062,-0.1000215174575345,0.0,0.02225348995191878,0.0,0.1061,0.1062,0.0,0.02,0.12,0.11,1.0,11.92
5.603039026260376,0.01789402961730957,3.9,3.9234833504156246,0.1066,-0.10016303064012863,0.0,0.021080170602978066,0.0,0.1065,0.1066,0.0,0.0,0.11,0.1,0.97,11.94
5.634778022766113,0.009473800659179688,3.9,3.9234833504156246,0.1068,-0.09962528054627093,0.0,0.017241278792746617,0.0,0.1067,0.1068,0.0,0.0,0.1,0.1,0.99,11.95
5.683308839797974,0.01782393455505371,3.9,3.884234720824031,0.107,-0.09880450408722494,0.0,-0.0027394621843819245,0.0,0.1069,0.107,0.0,-0.0,0.1,0.1,1.0,11.97
5.714454889297485,0.00879216194152832,3.9,3.884234720824031,0.1071,-0.09869129354114964,0.0,-0.003834173595116952,0.0,0.107,0.1071,0.0,0.02,0.11,0.11,0.99,11.97
5.763501882553101,0.017581939697265625,3.9,3.8533307056099515,0.1073,-0.09888941199678142,0.0,-0.014983397477187022,0.0,0.1071,0.1073,0.0,0.0,0.12,0.12,0.96,11.98
5.794877767562866,0.008771896362304688,3.9,3.8533307056099515,0.1076,-0.09968188581930858,0.0,-0.012296360871975942,0.0,0.1075,0.1076,0.0,0.0,0.1,0.1,0.98,11.99
