Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az
0.011691093444824219,0.011691093444824219,3,0.0,0.001958491421994418,0.02901020243179764,-0.0,-0.03601223351852548,0.0,0.0226,0.0226,-0.0,0.01,0.13,0.13,0.99
0.04925680160522461,0.009064912796020508,3,0.0,0.00297740407518414,0.02872717606660937,-0.0,0.0022130644663129057,0.0,0.0069,0.007,-0.0,-0.01,0.07,0.06,1.0
0.08937263488769531,0.008991003036499023,3,0.0,0.004592601331664814,0.027878096971044562,-0.0,0.06429184119167282,0.0,0.007,0.0071,-0.0,-0.09,0.11,0.11,0.99
0.13033485412597656,0.009765148162841797,3,0.0,0.0048267014004058605,0.032604637269688666,0.0,0.055323447758202415,0.0,0.007,0.007,0.0,-0.12,0.02,0.01,0.99
0.16975975036621094,0.008984088897705078,3,0.0,0.004693894480618146,0.03990671749154602,0.01,0.10639972014783178,0.0,0.0072,0.0071,0.01,-0.11,-0.03,-0.03,0.99
0.20995664596557617,0.008992910385131836,3,0.0,0.005411486063408874,0.04842581108371294,0.02,0.18399571173978505,0.0,0.0079,0.0076,0.02,-0.13,-0.0,-0.01,0.99
0.2501535415649414,0.008996009826660156,3,0.0,0.006966720171239367,0.056293944035946834,0.03,0.2945660950483973,0.0,0.0091,0.0087,0.03,-0.1,0.03,0.01,0.99
0.2905235290527344,0.009180068969726562,3,0.0,0.007650219368670777,0.06509606399330202,0.02,0.20392316725251974,0.0,0.01,0.0096,0.02,-0.13,0.0,0.01,0.99
0.3314356803894043,0.009000062942504883,3,0.0,0.009317146384990068,0.0766152370564646,0.03,0.3050432171988279,0.0,0.0113,0.0109,0.03,-0.08,0.04,0.03,1.0
0.37154364585876465,0.008913040161132812,3,0.0,0.010115384189515195,0.08151159317422166,0.02,0.2330560195612697,0.0,0.0123,0.0119,0.02,-0.04,0.01,0.01,1.0
0.4117085933685303,0.008897781372070312,3,0.0,0.011745333733521818,0.09218168714181943,0.03,0.33597238059932144,0.0,0.0131,0.0127,0.03,-0.07,0.04,0.03,1.0
0.4519345760345459,0.008940935134887695,3,0.0,0.01305111373711625,0.10333292593023725,0.03,0.3423051536076478,0.0,0.0143,0.0139,0.03,-0.05,0.02,0.01,1.0
0.4928886890411377,0.009725093841552734,3,0.0,0.014337307040656765,0.11666346773060475,0.03,0.33984982589454693,0.0,0.0157,0.0153,0.03,-0.03,0.02,0.02,1.0
0.5326557159423828,0.009306907653808594,3,0.0,0.014572112507900081,0.1284373645224368,0.0,0.055879783286397644,0.0,0.0163,0.016,0.0,-0.03,0.03,0.05,1.0
0.5729398727416992,0.008968114852905273,3,0.0,0.01549690675611072,0.1359092605634071,0.01,0.14491537218899056,0.0,0.0174,0.0171,0.01,-0.06,0.05,0.05,1.0
0.6131227016448975,0.008962869644165039,3,0.0,0.015564413164366318,0.14134336677502188,-0.0,0.044274020915032186,0.0,0.0177,0.0176,-0.0,-0.06,0.02,0.04,1.0
0.6533846855163574,0.009025096893310547,3,0.0,0.015088456965680654,0.14530573588765763,-0.01,-0.07074431058258004,0.0,0.0172,0.0173,-0.01,-0.1,0.01,0.02,0.99
0.6935827732086182,0.009010076522827148,3,0.0,0.015677623250373054,0.14779636790131442,-0.01,-0.05847435036695106,0.0,0.0167,0.0168,-0.01,-0.07,0.08,0.08,0.99
0.7435817718505859,0.018826961517333984,3,0.0,0.016474463901317477,0.14957943400200052,0.03,0.2958872186167857,0.0,0.0186,0.0184,0.03,-0.07,-0.01,-0.03,1.0
