Time (s),Phi,Gx (deg/s),Ax (mg),Ay (mg),Az (mg),Phi_gyro
0.0157320499420166,0.01477641149779341,-0.0017100667986111734,0.00488,0.014457,0.996435,0.014790563064639916
0.029721975326538086,0.014675659294051544,-0.0052224383263889534,0.00549,0.014152,0.9971059999999999,0.014715271520879996
0.043415069580078125,0.014668181843932877,0.0011914575069443822,0.005246,0.014152,0.996252,0.014732220011188358
0.0556640625,0.014616538656464518,-0.0020154904097222925,0.004697,0.014091,0.996862,0.01470595998809263
0.06787419319152832,0.014580651073150654,-0.001099219576388949,0.0048189999999999995,0.014091,0.9961909999999999,0.014693066191186453
0.07961511611938477,0.01458086150616778,-0.002168202215277845,0.0046359999999999995,0.015006,0.9961909999999999,0.014667949642401791
0.09129905700683594,0.014541463409250992,-0.002320914020833398,0.0050019999999999995,0.014274,0.9952759999999999,0.014639124031743318
0.10543012619018555,0.014517531843783056,-0.0027790494375000696,0.004575,0.014701,0.996374,0.014602784995183332
0.1187281608581543,0.014496982072073051,0.00042789847916660517,0.0053679999999999995,0.013969,0.997289,0.01460808406334932
0.13145804405212402,0.014520588978716794,0.0018023047291666067,0.0059169999999999995,0.014457,0.997045,0.014632849562168858
0.14510703086853027,0.014457444968884611,-0.006291420965277836,0.004697,0.014761999999999999,0.995764,0.014550437021095465
0.15899419784545898,0.014403864994098263,-0.00690226818750006,0.005429,0.01525,0.997228,0.014450167202090318
0.17132306098937988,0.014366462141261017,-0.001099219576388949,0.005795,0.013847,0.995825,0.014437108560405712
0.18169713020324707,0.014351537081992317,-0.005069726520833401,0.0053679999999999995,0.015127999999999999,0.995459,0.014377758138589372
0.19382119178771973,0.014369541727381143,-0.0014046431875000681,0.0050019999999999995,0.014945,0.996069,0.014362440466157173
0.20718908309936523,0.01438335813176176,-0.002168202215277845,0.005429,0.015127999999999999,0.9968009999999999,0.01433458310312886
0.2216801643371582,0.014330330618845458,-0.0032371848541667275,0.0060999999999999995,0.014091,0.996069,0.01429128870091231
0.23458003997802734,0.014286567875887614,-0.004306167493055624,0.0050019999999999995,0.01464,0.997655,0.01422717827183901
0.24837112426757812,0.014330211849078513,0.000886033895833277,0.00488,0.014884,0.9968009999999999,0.01423922927616669
0.25990915298461914,0.014345386263027686,0.002413151951388831,0.0060999999999999995,0.014029999999999999,0.99613,0.014268197082887537
0.2735781669616699,0.014313946188225804,0.00027518667361105253,0.005307,0.013603,0.996862,0.014271976262362051
0.2841651439666748,0.014292033160859008,-0.000641084159722291,0.004941,0.013969,0.9968009999999999,0.01426476283056647
0.2983560562133789,0.01426932864474863,-0.00018294874305561926,0.004331,0.013847,0.9977159999999999,0.014262671547367683
0.31137704849243164,0.014311664487792915,0.003176710979166608,0.005612,0.014152,0.996923,0.014311173848201112
0.3224160671234131,0.014275981979493818,-0.002626337631944503,0.005124,0.014091,0.996252,0.014282496620497112
0.33742809295654297,0.014293140480467524,0.002107728340277712,0.005063,0.014029999999999999,0.997838,0.014311962979323002
0.35283613204956055,0.014253528726854049,-0.0012519313819445016,0.005246,0.013786,0.996313,0.014294329457706272
0.363314151763916,0.014256861170727088,-0.0009465077708333963,0.0046359999999999995,0.014518,0.996374,0.014281199588810169
0.3773961067199707,0.014253648688451134,-0.001099219576388949,0.00549,0.014395999999999999,0.997228,0.014268453077699665
0.38949108123779297,0.014256340123521737,0.0010387457013888296,0.004575,0.014029999999999999,0.998143,0.014281739836809046
0.4028279781341553,0.014191391367440942,-0.00338989665972228,0.005063,0.013786,0.997167,0.014236121794539171
0.4138071537017822,0.014152500013660368,-0.0024736258263889505,0.00549,0.013969,0.99674,0.01420454318343373
0.4283881187438965,0.014143606693968323,-0.003084473048611175,0.005429,0.014579,0.995825,0.014169583943525303
0.44323301315307617,0.014167765060501861,0.001649592923611054,0.005246,0.014091,0.997228,0.014195780836990537
0.4581751823425293,0.014102065414055658,-0.003848032076388952,0.0057339999999999995,0.013908,0.996374,0.014137691140349398
0.4693281650543213,0.014087205640920093,-0.0035426084652778467,0.005429,0.014579,0.996252,0.01409412714035748
0.4831080436706543,0.014068995088602917,-0.0009465077708333963,0.0059169999999999995,0.013908,0.996984,0.014082236172519068
0.49686717987060547,0.014073173115254608,0.0005806102847221578,0.004697,0.013969,0.9964959999999999,0.014089368274314612
0.5118939876556396,0.014038687307560988,-0.00338989665972228,0.005673,0.014395999999999999,0.99613,0.014033198185557564
0.5267360210418701,0.013953519830237227,-0.004917014715277848,0.0051849999999999995,0.013603,0.995459,0.013963267688913603
0.5409300327301025,0.013962542809939261,-0.0014046431875000681,0.005429,0.014457,0.997228,0.013944216294057506
0.5534501075744629,0.01394558668758908,-0.001862778604166726,0.005124,0.014091,0.9968009999999999,0.013917286127283506
0.5669460296630859,0.01397433548807006,0.00042789847916660517,0.004697,0.014395999999999999,0.997655,0.013922122233466179
0.5808870792388916,0.013985618627188572,-0.0012519313819445016,0.005124,0.014518,0.996984,0.013903138073101447
0.592562198638916,0.013978213630574728,-0.0027790494375000696,0.005795,0.014457,0.995764,0.01386736355216092
0.6063661575317383,0.014017473742065367,-0.002168202215277845,0.0051849999999999995,0.01525,0.996862,0.013839300964075133
0.6195530891418457,0.014001130754531209,-0.002168202215277845,0.0059169999999999995,0.014213,0.996252,0.013809056890491757
0.632716178894043,0.014021081466399542,-0.0009465077708333963,0.0055509999999999995,0.014579,0.996923,0.013797341941382853
0.6455321311950684,0.014032175185302932,-0.00338989665972228,0.004758,0.015067,0.997533,0.013752079513424739
0.6597411632537842,0.01399326241753142,-0.003848032076388952,0.005673,0.014274,0.996618,0.013695905436389499
0.6707479953765869,0.013950964615942389,-0.004153455687500057,0.005124,0.014029999999999999,0.996984,0.013647272728252747
0.6841001510620117,0.013954989796613424,-0.003848032076388952,0.0055509999999999995,0.014884,0.99613,0.013599429945106954
0.6969351768493652,0.01390792113732552,-0.004458879298611176,0.0053679999999999995,0.013969,0.9958859999999999,0.013546168590722598
0.7105140686035156,0.013853028354269686,-0.004306167493055624,0.005612,0.013908,0.99613,0.013485598120964611
0.7232420444488525,0.013834063242143271,-0.003084473048611175,0.0055509999999999995,0.014213,0.997045,0.013444534361503828
0.7355320453643799,0.013835414050896312,-0.002626337631944503,0.004758,0.014395999999999999,0.99735,0.013414428845307039
0.7495231628417969,0.013898131676198305,-0.0014046431875000681,0.005124,0.015433,0.9974109999999999,0.013394331244616137
0.7624640464782715,0.013943424409412241,-0.002626337631944503,0.005124,0.015372,0.996008,0.013361268338436249
0.773212194442749,0.013904858892770652,-0.0052224383263889534,0.006161,0.014335,0.996069,0.013297153048571531
0.7879481315612793,0.013908097503391557,-0.0024736258263889505,0.006344,0.014457,0.9961909999999999,0.01326866182245324
0.8016760349273682,0.01393323823248641,-0.0009465077708333963,0.005063,0.01464,0.996374,0.013253866094247871
0.8156790733337402,0.01392367251061728,-0.004306167493055624,0.0048189999999999995,0.014823,0.997533,0.013195104617620274
0.8281559944152832,0.013959069101467953,-0.0015573549930556208,0.0053679999999999995,0.014945,0.99674,0.013176108046042554
0.841698169708252,0.013990605620406302,-0.0027790494375000696,0.00549,0.01525,0.9955809999999999,0.013137873376633665
0.8537499904632568,0.014024548860017862,0.00042789847916660517,0.004758,0.014518,0.996679,0.013143362404079715
0.866549015045166,0.014047923070940278,-0.0012519313819445016,0.0053679999999999995,0.014701,0.9961909999999999,0.013129473360494737
0.8782610893249512,0.014011152699974851,-0.003084473048611175,0.0044529999999999995,0.014091,0.9971059999999999,0.013086404912406112
0.889315128326416,0.013983022331166734,-0.0036953202708333993,0.0048189999999999995,0.014213,0.997167,0.013044104755611742
0.9015181064605713,0.013959735660523285,-0.004611591104166729,0.005612,0.014395999999999999,0.99674,0.012995443571518217
0.9129621982574463,0.013921316118638926,-0.0027790494375000696,0.005612,0.013786,0.996862,0.012961919824708316
0.9260029792785645,0.014006663554830259,0.002413151951388831,0.0055509999999999995,0.015006,0.996557,0.01299201414765708
