Time,delta,AngRef,angVelref,Realized,Ref_diff
3.578329802,0.009990831,0.004634,-0.032990123,-0.002830264,-3.28E-05
3.588882923,0.009962528,0.0046014,-0.03302855,-0.002830264,-3.26E-05
3.598880768,0.00987762,0.004569,-0.032781949,-0.008490791,-3.24E-05
3.609230995,0.009849318,0.0045368,-0.03281793,-0.002830264,-3.22E-05
3.619345903,0.009821015,0.0045048,-0.032852576,-0.002830264,-3.20E-05
3.629672766,0.009736107,0.004473,-0.032603313,-0.008490791,-3.18E-05
3.639987946,0.009651199,0.0044414,-0.032352592,-0.008490791,-3.16E-05
3.65028882,0.009594594,0.0044099,-0.032243385,-0.005660527,-3.15E-05
3.660461903,0.009509686,0.0043787,-0.031990516,-0.008490791,-3.12E-05
3.670458794,0.009481383,0.0043477,-0.032019422,-0.002830264,-3.10E-05
3.680883884,0.00933987,0.0043168,-0.03148204,-0.014151318,-3.09E-05
3.69093585,0.009283265,0.0042862,-0.031367101,-0.005660527,-3.06E-05
3.701308966,0.009254962,0.0042557,-0.031393648,-0.002830264,-3.05E-05
3.711386919,0.00922666,0.0042255,-0.031418243,-0.002830264,-3.02E-05
3.721850872,0.009170054,0.0041954,-0.031301331,-0.005660527,-3.01E-05
