Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az
0.010528802871704102,0.010528802871704102,3,2.6218004727908806,0.0022259943035764338,-0.02100055629696961,0.0,0.177085383545576,0.0,0.0023,0.0023,0.0,0.0,0.01,0.01,1.0
0.04926896095275879,0.009015083312988281,3,2.6218004727908806,-0.07018055246478244,-0.012906002252585097,0.11,-1.059532219079633,0.0,-0.0669,-0.0697,0.11,0.0,-0.28,-0.22,0.98
0.08940291404724121,0.00896906852722168,3,2.5670675941804166,-0.06882161890273174,-0.010613488694560112,0.07,-1.2582951245675031,0.0,-0.0655,-0.0674,0.07,0.0,-0.28,-0.25,0.97
0.12958073616027832,0.008960962295532227,3,2.5670675941804166,-0.06269516008685372,-0.033906558549554704,0.1,-0.8215576144234634,0.0,-0.0632,-0.0649,0.1,-0.02,-0.01,-0.03,1.0
0.16975665092468262,0.008941888809204102,3,2.5670675941804166,-0.06176835402302384,-0.06243561616053229,0.03,-0.9899416378555475,0.0,-0.0614,-0.0626,0.03,-0.02,-0.05,-0.0,1.0
0.21001458168029785,0.008992910385131836,3,2.5670675941804166,-0.06358838675856653,-0.09611575361793638,-0.01,-1.0427374209834441,0.0,-0.0622,-0.0624,-0.01,0.05,-0.1,-0.07,1.0
0.2502596378326416,0.009047985076904297,3,2.5670675941804166,-0.06897380471026625,-0.13565453683473766,-0.08,-1.301074552905217,0.0,-0.0655,-0.065,-0.08,-0.08,-0.22,-0.16,0.98
0.2904164791107178,0.009018898010253906,3,2.5917982039930587,-0.06864948647821861,-0.176325425512292,-0.02,-0.7331287478889309,0.0,-0.0681,-0.0673,-0.02,0.02,0.0,-0.04,1.0
0.33180761337280273,0.00905609130859375,3,2.5917982039930587,-0.06775886954280913,-0.2190341040192019,-0.02,-0.46238256613405265,0.0,-0.0668,-0.0665,-0.02,0.01,0.0,-0.01,1.0
0.3719496726989746,0.00898289680480957,3,2.5917982039930587,-0.06767158670803117,-0.25042172791858097,-0.01,-0.2266671499772969,0.0,-0.0684,-0.0679,-0.01,-0.02,0.13,0.08,1.0
0.4120807647705078,0.008919000625610352,3,2.5917982039930587,-0.06664768375251809,-0.2749884164169228,0.04,0.19376260723622965,0.0,-0.0659,-0.0661,0.04,0.03,0.05,-0.01,1.0
0.45218777656555176,0.008857965469360352,3,2.3690201447353396,-0.06896294256809438,-0.2910077086865789,0.05,0.07899785806400567,0.0,-0.0655,-0.066,0.05,-0.04,-0.15,-0.19,0.98
0.49274682998657227,0.008892059326171875,3,2.3690201447353396,-0.07076082207378559,-0.28806423448862084,0.02,-0.14728096115702474,0.0,-0.0665,-0.067,0.02,-0.02,-0.21,-0.2,0.98
0.5330767631530762,0.0090179443359375,3,2.3690201447353396,-0.06906591891094119,-0.2784130354357009,0.05,0.007867845370903848,0.0,-0.0657,-0.0663,0.05,0.14,-0.15,-0.17,0.98
0.5732169151306152,0.008964061737060547,3,2.3690201447353396,-0.06394621607548114,-0.2711109552138435,0.1,0.37331943214329144,0.0,-0.0633,-0.0644,0.1,-0.09,0.03,-0.03,1.0
0.613584041595459,0.009129047393798828,3,2.3690201447353396,-0.06003373015949687,-0.26530891472748397,0.09,0.38790526578226636,0.0,-0.0589,-0.0604,0.09,0.14,-0.0,-0.01,0.99
0.6536209583282471,0.008976936340332031,3,2.3690201447353396,-0.05652522247814448,-0.2538746495738779,0.12,0.5800779213530649,0.0,-0.0547,-0.0564,0.12,-0.03,-0.05,-0.09,1.0
0.693713903427124,0.008892059326171875,3,1.7671723811333646,-0.05068850467953207,-0.23655343602435577,0.13,0.31008344718391656,0.0,-0.0494,-0.0514,0.13,-0.01,-0.07,-0.09,1.0
0.7342057228088379,0.009190797805786133,3,1.7671723811333646,-0.04722191499142231,-0.21529815599871674,0.11,0.18738740003412557,0.0,-0.0455,-0.0474,0.11,0.03,-0.1,-0.1,0.99
0.7742938995361328,0.009087085723876953,3,1.7671723811333646,-0.044826762441492835,-0.19656181062325329,0.09,0.04090681637138338,0.0,-0.0433,-0.0449,0.09,-0.06,-0.09,-0.09,0.99
0.8143677711486816,0.008960962295532227,3,1.7671723811333646,-0.041331019447788296,-0.17991986035018304,0.09,0.08251778075663951,0.0,-0.0409,-0.0422,0.09,0.0,-0.02,-0.04,1.0
