R=1," Q=[10, -9, -9, 10]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,potential
0.00847,0.00786,0.00000,0.00446,0.04141,0.00216,0.00000,0.03514,-0.02098,0.99790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07925,-0.01904,0.00000,0.00488
0.01697,0.00601,0.00000,0.00313,0.04141,-0.00074,0.00000,0.03617,-0.02190,0.99826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07636,-0.01851,0.00000,0.00488
0.02750,0.00600,0.00000,0.00190,0.04141,-0.00059,0.00000,0.03581,-0.02135,0.99851,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07121,-0.01740,0.00000,0.00474
0.04053,0.00866,0.00000,0.00077,0.04141,-0.00166,0.00000,0.03739,-0.02025,0.99729,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06754,-0.01665,0.00000,0.00503
0.05068,0.00845,0.00000,-0.00036,0.04141,-0.00089,0.00000,0.02623,-0.02159,0.99711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06226,-0.01550,0.00000,0.00503
0.06075,0.00816,0.00000,-0.00141,0.04141,-0.00196,0.00000,0.01507,-0.02092,0.99985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05891,-0.01482,0.00000,0.00518
0.07147,0.00851,0.00000,-0.00233,0.04141,-0.00044,0.00000,0.02416,-0.01982,1.00314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05382,-0.01369,0.00000,0.00459
0.08180,0.00825,0.00000,-0.00305,0.04141,-0.00044,0.00000,0.06771,-0.01677,1.00186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05086,-0.01306,0.00000,0.00503
0.09188,0.00797,0.00000,-0.00379,0.04141,-0.00044,0.00000,0.05905,-0.01757,0.99338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04787,-0.01242,0.00000,0.00841
0.10259,0.00849,0.00000,-0.00461,0.04141,0.00140,0.00000,0.03471,-0.02037,0.98564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04288,-0.01130,0.00000,0.00547
0.11244,0.00797,0.00000,-0.00574,0.04141,0.00109,0.00000,0.01952,-0.02684,0.98289,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03856,-0.01039,0.00000,0.00488
0.12323,0.00840,0.00000,-0.00681,0.04141,-0.00150,0.00000,0.03825,-0.02660,0.98808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03644,-0.01001,0.00000,0.00459
0.13473,0.00954,0.00000,-0.00766,0.04138,0.00445,0.00000,0.04514,-0.02452,0.99723,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02774,-0.00797,0.00000,0.00238
0.14367,0.00828,0.00000,-0.00816,0.04138,0.00506,0.00000,0.04483,-0.01891,1.00571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02517,-0.00741,0.00000,0.00459
0.15366,0.00794,0.00000,-0.00837,0.04138,0.00323,0.00000,0.02904,-0.01299,1.00040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02590,-0.00762,0.00000,0.00297
0.16463,0.00855,0.00000,-0.00920,0.04138,0.00537,0.00000,0.00549,-0.02593,0.99924,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02067,-0.00644,0.00000,0.00488
0.17292,0.00648,0.00000,-0.01046,0.04135,0.00415,0.00000,0.00122,-0.03495,0.99607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01656,-0.00560,0.00000,0.00341
0.18290,0.00609,0.00000,-0.01123,0.04129,0.00720,0.00000,0.01006,-0.02721,0.99979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01067,-0.00424,0.00000,0.01091
