R=1," Q=[10, -9, -9, 10]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,potential
0.00883,0.00823,0.00000,-0.12747,0.04438,-0.00432,0.00000,0.03581,-0.03465,0.99955,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.44910,0.09334,0.00000,-0.00041
0.01712,0.00616,0.00000,-0.12293,0.04438,-0.00218,0.00000,0.03593,-0.03636,0.99912,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.43246,0.08985,0.00000,0.00003
0.02719,0.00588,0.00000,-0.11870,0.04438,-0.00111,0.00000,0.03440,-0.03794,0.99863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.41609,0.08639,0.00000,0.00150
0.03779,0.00610,0.00000,-0.11471,0.04438,-0.00386,0.00000,0.02959,-0.03806,0.99686,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.39741,0.08233,0.00000,0.00253
0.04826,0.00622,0.00000,-0.11073,0.04438,-0.00127,0.00000,0.02898,-0.03489,0.99924,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.38344,0.07942,0.00000,-0.00011
0.05812,0.00588,0.00000,-0.10702,0.04438,-0.00264,0.00000,0.04032,-0.03617,0.99973,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.36712,0.07590,0.00000,0.00268
0.06876,0.00615,0.00000,-0.10377,0.04438,-0.00218,0.00000,0.05295,-0.04148,0.99961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.35421,0.07316,0.00000,-0.00026
0.07912,0.00616,0.00000,-0.10042,0.04438,0.00316,0.00000,0.05252,-0.03751,0.99625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.34523,0.07140,0.00000,-0.00026
0.09136,0.00804,0.00000,-0.09703,0.04438,0.00087,0.00000,0.02721,-0.03257,0.99302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.32939,0.06795,0.00000,-0.00232
0.10214,0.00821,0.00000,-0.09389,0.04438,0.00057,0.00000,0.03392,-0.03416,0.99442,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.31630,0.06515,0.00000,-0.00070
