Time;delta;angVelref;Realized
0.777004003525;  0.0;  0.1; 0.0
0.817530870438;  0.000283026365188;  0.1; 0.00707565912971
0.857994794846;  0.00359443483789;  0.1; 0.0827852118176
0.898458957672;  0.0073586854949;  0.1; 0.0941062664251
0.938894987106;  0.0112644493345;  0.1; 0.09764409599
0.97932100296;  0.0151985158106;  0.1; 0.0983516619029
1.01975679398;  0.0188778585581;  0.1; 0.0919835686862
1.06021881104;  0.0226138065785;  0.1; 0.0933987005121
1.10066795349;  0.0264912677816;  0.1; 0.096936530077
1.14114379883;  0.0303970316212;  0.1; 0.09764409599
1.18155288696;  0.0341329796417;  0.1; 0.0933987005121
1.22197294235;  0.0379538355717;  0.1; 0.095521398251
1.26238179207;  0.0417180862288;  0.1; 0.0941062664251
1.30279898643;  0.0455389421588;  0.1; 0.095521398251
1.34319782257;  0.0493597980888;  0.1; 0.095521398251
1.38359999657;  0.0531806540189;  0.1; 0.095521398251
1.42401981354;  0.0570298125854;  0.1; 0.096228964164
1.46443986893;  0.060822365879;  0.1; 0.0948138323381
1.50487279892;  0.064586616536;  0.1; 0.0941062664251
1.54528880119;  0.0684357751025;  0.1; 0.096228964164
1.58568882942;  0.072171723123;  0.1; 0.0933987005121
1.62611293793;  0.0759925790531;  0.1; 0.095521398251
1.66653180122;  0.0797851323466;  0.1; 0.0948138323381
1.70693993568;  0.0836342909131;  0.1; 0.096228964164
1.74734187126;  0.0873985415701;  0.1; 0.0941062664251
1.78772997856;  0.0912760027732;  0.1; 0.096936530077
1.82814002037;  0.0950968587033;  0.1; 0.095521398251
1.86854982376;  0.0989177146333;  0.1; 0.095521398251
1.90896081924;  0.102738570563;  0.1; 0.095521398251
1.94941496849;  0.106531123857;  0.1; 0.0948138323381
1.98980379105;  0.110351979787;  0.1; 0.095521398251
2.03020095825;  0.11414453308;  0.1; 0.0948138323381
2.07064080238;  0.117993691647;  0.1; 0.096228964164
2.11109900475;  0.121701337031;  0.1; 0.0926911345992
2.15152692795;  0.125578798234;  0.1; 0.096936530077
2.19195795059;  0.129371351528;  0.1; 0.0948138323381
2.23239994049;  0.133192207458;  0.1; 0.095521398251
2.27281498909;  0.137013063388;  0.1; 0.095521398251
2.31327486038;  0.140833919318;  0.1; 0.095521398251
2.353703022;  0.144598169975;  0.1; 0.0941062664251
2.39410686493;  0.148419025905;  0.1; 0.095521398251
2.43450593948;  0.152268184471;  0.1; 0.096228964164
2.47490787506;  0.156089040401;  0.1; 0.095521398251
2.51532101631;  0.159881593695;  0.1; 0.0948138323381
2.55571699142;  0.163702449625;  0.1; 0.095521398251
2.59635996819;  0.167523305555;  0.1; 0.095521398251
2.63685178757;  0.171344161485;  0.1; 0.095521398251
2.67734980583;  0.175221622688;  0.1; 0.096936530077
2.71778082848;  0.178957570709;  0.1; 0.0933987005121
2.7582449913;  0.182750124002;  0.1; 0.0948138323381
2.79865884781;  0.186627585205;  0.1; 0.096936530077
2.83907485008;  0.190420138499;  0.1; 0.0948138323381
2.8794670105;  0.194240994429;  0.1; 0.095521398251
2.91986680031;  0.198061850359;  0.1; 0.095521398251
2.96025800705;  0.201854403652;  0.1; 0.0948138323381
3.00066399574;  0.205646956946;  0.1; 0.0948138323381
3.0410618782;  0.209496115512;  0.1; 0.096228964164
3.08149886131;  0.213288668806;  0.1; 0.0948138323381
3.12190198898;  0.217081222099;  0.1; 0.0948138323381
3.16230988503;  0.220902078029;  0.1; 0.095521398251
3.20272493362;  0.224722933959;  0.1; 0.095521398251
3.24312496185;  0.228487184616;  0.1; 0.0941062664251
3.28355789185;  0.23236464582;  0.1; 0.096936530077
3.32400083542;  0.236157199113;  0.1; 0.0948138323381
3.36463880539;  0.239949752407;  0.1; 0.0948138323381
3.40531301498;  0.243855516246;  0.1; 0.09764409599
3.4458398819;  0.247676372176;  0.1; 0.095521398251
3.4862639904;  0.251497228106;  0.1; 0.095521398251
3.52672696114;  0.2552897814;  0.1; 0.0948138323381
3.56715083122;  0.259138939966;  0.1; 0.096228964164
3.60758399963;  0.262903190623;  0.1; 0.0941062664251
3.64801001549;  0.266724046553;  0.1; 0.095521398251
3.68842101097;  0.270544902483;  0.1; 0.095521398251
3.7288339138;  0.274337455777;  0.1; 0.0948138323381
3.76925802231;  0.278130009071;  0.1; 0.0948138323381
3.80966591835;  0.281950865001;  0.1; 0.095521398251
3.85006284714;  0.285743418294;  0.1; 0.0948138323381
3.89759302139;  0.290469958593;  0.1; 0.118163507466
3.93807291985;  0.29414930134;  0.1; 0.0919835686862
3.97849798203;  0.297856946724;  0.1; 0.0926911345992
4.0189409256;  0.301677802654;  0.1; 0.095521398251
4.05934786797;  0.305498658584;  0.1; 0.095521398251
4.09975385666;  0.309347817151;  0.1; 0.096228964164
4.1401758194;  0.313112067808;  0.1; 0.0941062664251
4.1805768013;  0.316989529011;  0.1; 0.096936530077
4.22100090981;  0.320810384941;  0.1; 0.095521398251
4.26146578789;  0.324602938234;  0.1; 0.0948138323381
