R=1," Q=[0.1, 0.01, 0, 0.01, 0.01, 0, 0, 0, 0.1]"," MassCenterhAndb=[0.5195, 0.4964]",Description = try P 20 no delay no predictor no D
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k
0.01990,0.01941,0.00000,0.88258,-0.04582,0.02264,0.00000,0.20374,0.16378,0.97801,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.51332,-0.74649,0.00000
0.04306,0.01860,0.00000,0.84242,-0.04582,0.02416,0.00000,0.20258,0.15409,0.96990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.34805,-0.71118,0.00000
0.06760,0.01983,0.00000,0.80448,-0.04582,0.01546,0.00000,0.20228,0.16147,0.96502,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.20078,-0.68003,0.00000
0.09049,0.01911,0.00000,0.76852,-0.04582,0.01515,0.00000,0.20130,0.16525,0.97508,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.05424,-0.64877,0.00000
0.11654,0.02092,0.00000,0.73410,-0.04582,0.00889,0.00000,0.20039,0.16275,0.97685,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.91921,-0.62015,0.00000
0.13983,0.01908,0.00000,0.70133,-0.04582,0.00935,0.00000,0.20154,0.16055,0.97405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78503,-0.59151,0.00000
0.16267,0.01880,0.00000,0.66985,-0.04582,0.00278,0.00000,0.20191,0.15622,0.97069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.66224,-0.56551,0.00000
0.18507,0.01841,0.00000,0.63997,-0.04582,-0.00241,0.00000,0.20240,0.15903,0.97051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.54479,-0.54060,0.00000
0.20923,0.02004,0.00000,0.61151,-0.04693,-0.00806,0.00000,0.20118,0.16098,0.97521,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.43188,-0.51663,0.00000
0.21825,0.00536,0.00000,0.58395,-0.05012,-0.00959,0.00000,0.20880,0.15091,0.97447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.31583,-0.49174,0.00000
0.22733,0.00426,0.00000,0.55826,-0.05111,-0.00943,0.00000,0.20661,0.15781,0.97124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.20933,-0.46896,0.00000
0.23735,0.00387,0.00000,0.53409,-0.05194,-0.01081,0.00000,0.20606,0.16263,0.96844,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.11063,-0.44790,0.00000
0.24825,0.00458,0.00000,0.51123,-0.05250,-0.01294,0.00000,0.20783,0.16513,0.96807,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.01831,-0.42824,0.00000
0.25768,0.00383,0.00000,0.48955,-0.05273,-0.01524,0.00000,0.20813,0.16635,0.96941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.93146,-0.40977,0.00000
0.26834,0.00429,0.00000,0.46877,-0.05281,-0.01462,0.00000,0.20960,0.16324,0.97228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.84598,-0.39151,0.00000
0.27811,0.00387,0.00000,0.44860,-0.05295,-0.01493,0.00000,0.21118,0.15457,0.97301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.76371,-0.37395,0.00000
0.28879,0.00420,0.00000,0.42927,-0.05332,-0.01524,0.00000,0.21234,0.15152,0.97362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.68451,-0.35705,0.00000
0.29909,0.00432,0.00000,0.41087,-0.05397,-0.01417,0.00000,0.21393,0.15055,0.97447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.60747,-0.34054,0.00000
0.30871,0.00376,0.00000,0.39334,-0.05468,-0.01646,0.00000,0.21539,0.14969,0.97264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.53685,-0.32551,0.00000
0.31807,0.00299,0.00000,0.37690,-0.05528,-0.01890,0.00000,0.21405,0.15415,0.97203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.47095,-0.31149,0.00000
0.32951,0.00423,0.00000,0.36175,-0.05567,-0.01707,0.00000,0.21149,0.16372,0.97045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.40691,-0.29775,0.00000
0.33933,0.00386,0.00000,0.34723,-0.05576,-0.01630,0.00000,0.21374,0.16031,0.96898,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.34684,-0.28490,0.00000
0.34996,0.00432,0.00000,0.33320,-0.05576,-0.01493,0.00000,0.21618,0.15549,0.96837,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.28837,-0.27239,0.00000
0.35964,0.00380,0.00000,0.31978,-0.05581,-0.01371,0.00000,0.21728,0.15348,0.97039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.23245,-0.26042,0.00000
0.37072,0.00471,0.00000,0.30702,-0.05598,-0.01524,0.00000,0.21649,0.15366,0.97075,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18141,-0.24957,0.00000
0.38077,0.00459,0.00000,0.29460,-0.05624,-0.01432,0.00000,0.21734,0.14774,0.97149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.12955,-0.23846,0.00000
0.39068,0.00432,0.00000,0.28281,-0.05652,-0.01401,0.00000,0.21667,0.14799,0.97405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.08071,-0.22801,0.00000
0.40042,0.00388,0.00000,0.27164,-0.05669,-0.01707,0.00000,0.21557,0.14927,0.97460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.03754,-0.21889,0.00000
