R=1," Q=[0.1, 0.01, 0, 0.01, 0.01, 0, 0, 0, 0.1]"," MassCenterhAndb=[0.5195, 0.4964]",Description = try P 30 no delay no predictor no D
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k
0.00539,0.00480,0.00000,-0.43095,-0.04494,-0.00985,0.00000,0.21069,0.13084,0.97521,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.81887,0.39016,0.00000
0.01514,0.00437,0.00000,-0.40743,-0.04494,-0.01245,0.00000,0.21094,0.12804,0.97515,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.72059,0.36911,0.00000
0.02481,0.00386,0.00000,-0.38513,-0.04494,-0.01214,0.00000,0.21033,0.12688,0.97527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.62985,0.34976,0.00000
0.03541,0.00428,0.00000,-0.36406,-0.04494,-0.01046,0.00000,0.21075,0.12468,0.97655,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.54530,0.33177,0.00000
0.04483,0.00351,0.00000,-0.34374,-0.04494,-0.00909,0.00000,0.20856,0.13017,0.97545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.46355,0.31437,0.00000
0.05604,0.00454,0.00000,-0.32436,-0.04494,-0.00955,0.00000,0.20990,0.13237,0.97752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.38405,0.29739,0.00000
0.06552,0.00384,0.00000,-0.30605,-0.04494,-0.00741,0.00000,0.20892,0.12962,0.97630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.31114,0.28190,0.00000
0.07615,0.00427,0.00000,-0.28866,-0.04494,-0.00741,0.00000,0.20716,0.12944,0.97637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.24017,0.26676,0.00000
0.08646,0.00441,0.00000,-0.27231,-0.04494,-0.00619,0.00000,0.20941,0.12560,0.97539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.17451,0.25279,0.00000
0.09581,0.00358,0.00000,-0.25669,-0.04494,-0.00756,0.00000,0.20667,0.12773,0.97545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.10952,0.23888,0.00000
0.10580,0.00337,0.00000,-0.24180,-0.04494,-0.00726,0.00000,0.20905,0.12889,0.97820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.04903,0.22598,0.00000
0.11652,0.00391,0.00000,-0.22790,-0.04494,-0.00649,0.00000,0.20960,0.12365,0.97551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.99296,0.21404,0.00000
0.12704,0.00426,0.00000,-0.21442,-0.04494,-0.00405,0.00000,0.21197,0.12883,0.97576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.94006,0.20283,0.00000
0.13684,0.00387,0.00000,-0.20138,-0.04494,-0.00283,0.00000,0.20429,0.13267,0.97264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.88790,0.19174,0.00000
0.14756,0.00442,0.00000,-0.18946,-0.04494,-0.00496,0.00000,0.21106,0.12468,0.97881,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.83736,0.18089,0.00000
0.15726,0.00394,0.00000,-0.17804,-0.04494,-0.00481,0.00000,0.20606,0.12596,0.97551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.79087,0.17097,0.00000
