Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az
0.010622978210449219,0.010622978210449219,3,0.0,0.000936282149939361,-0.0063680932167360675,-0.0,0.057753119161493546,0.0,0.011,0.011,-0.0,0.26,0.06,0.06,0.96
0.0491490364074707,0.008965015411376953,3,0.0,0.0043242206384985615,-0.006396395853254895,-0.0,0.1814727914069475,0.0,0.063,0.063,-0.0,0.36,0.21,0.21,0.91
0.08932304382324219,0.008950948715209961,3,0.0,0.005186011752326328,-0.006396395853254895,0.0,0.21291673755701385,0.0,0.0636,0.0635,0.0,0.25,0.06,0.06,0.97
0.1295320987701416,0.008964061737060547,3,0.0,0.00573286026252026,-0.006396395853254895,-0.0,0.23286945560072592,0.0,0.0638,0.0638,-0.0,0.27,0.04,0.05,0.96
0.16969609260559082,0.008949041366577148,3,0.0,0.006278073470210815,-0.006424698489773721,0.0,0.25286735673851185,0.0,0.064,0.064,0.0,0.3,0.04,0.04,0.95
0.2098710536956787,0.008924007415771484,3,0.0,0.006029268670964003,-0.006424698489773721,-0.0,0.24378928133965322,0.0,0.0629,0.0629,-0.0,0.26,-0.01,0.0,0.97
0.2501332759857178,0.008989095687866211,3,0.0,0.008000221823353693,-0.006424698489773721,0.0,0.3157029316356933,0.0,0.0633,0.0632,0.0,0.32,0.13,0.13,0.94
0.29033923149108887,0.009004831314086914,3,0.0,0.00928237021338223,-0.006424698489773721,0.0,0.36248434337871216,0.0,0.063,0.063,0.0,0.27,0.09,0.08,0.96
0.33057427406311035,0.009042024612426758,3,0.0,0.010223735640983916,-0.006424698489773721,-0.0,0.39683169662719014,0.0,0.0629,0.0628,-0.0,0.25,0.07,0.07,0.97
0.3706331253051758,0.008897066116333008,3,0.0,0.011006661756308518,-0.006424698489773721,-0.0,0.42539811627893365,0.0,0.0631,0.0631,-0.0,0.28,0.06,0.07,0.96
0.41094112396240234,0.009005069732666016,3,0.0,0.011466200516442718,-0.006453001126292548,0.0,0.44227003633827333,0.0,0.063,0.063,0.0,0.27,0.04,0.04,0.96
0.45123815536499023,0.009103059768676758,3,0.0,0.012541325987022697,-0.006453001126292548,-0.0,0.481497857162889,0.0,0.063,0.063,-0.0,0.26,0.08,0.08,0.96
0.491199254989624,0.008877038955688477,3,0.0,0.013445023826276234,-0.006453001126292548,-0.0,0.51447084300305,0.0,0.063,0.063,-0.0,0.27,0.07,0.07,0.96
0.5315923690795898,0.00906991958618164,3,0.0,0.014954635156404484,-0.006453001126292548,0.0,0.5695516353324652,0.0,0.0631,0.0631,0.0,0.26,0.11,0.11,0.96
0.5719285011291504,0.008953094482421875,3,0.0,0.015822133358117295,-0.006453001126292548,0.0,0.6012038145000826,0.0,0.0631,0.0631,0.0,0.27,0.07,0.07,0.96
0.6125352382659912,0.009023904800415039,3,0.0,0.016521083507684897,-0.006509606399330202,0.0,0.6269159250274369,0.0,0.0632,0.0632,0.0,0.27,0.06,0.06,0.96
0.652677059173584,0.008966922760009766,3,0.0,0.0173650849841285,-0.006509606399330202,0.0,0.6577107853480471,0.0,0.0634,0.0634,0.0,0.26,0.07,0.07,0.96
0.6930379867553711,0.009145975112915039,3,0.0,0.01819642643842545,-0.006509606399330202,-0.0,0.6880437227638481,0.0,0.0632,0.0632,-0.0,0.26,0.07,0.07,0.96
0.7330458164215088,0.008962869644165039,3,0.0,0.018859762191788428,-0.006509606399330202,-0.0,0.7122466802711678,0.0,0.0632,0.0632,-0.0,0.26,0.06,0.06,0.96
0.7731671333312988,0.008904218673706055,3,0.0,0.019357410481049844,-0.006509606399330202,-0.0,0.7304042427687731,0.0,0.0631,0.0631,-0.0,0.26,0.05,0.05,0.96
0.8134911060333252,0.009034872055053711,3,0.0,0.020158867052892975,-0.006509606399330202,0.0,0.7596467783232634,0.0,0.0631,0.0631,0.0,0.27,0.07,0.07,0.96
0.8535809516906738,0.008935928344726562,3,0.0,0.02094830177615846,-0.006509606399330202,0.0,0.7884506758444363,0.0,0.0633,0.0633,0.0,0.27,0.07,0.07,0.96
0.8938150405883789,0.008984088897705078,3,0.0,0.02157035939945544,-0.006537909035849029,0.0,0.8112523790027947,0.0,0.0634,0.0634,0.0,0.26,0.06,0.06,0.96
0.9340939521789551,0.009053945541381836,3,0.0,0.021559258809006866,-0.006537909035849029,0.0,0.8108473546730025,0.0,0.0633,0.0633,0.0,0.27,0.02,0.02,0.96
0.9745888710021973,0.009018898010253906,3,0.0,0.022172152076811124,-0.006537909035849029,-0.0,0.8332098304508937,0.0,0.0633,0.0633,-0.0,0.27,0.06,0.06,0.96
1.0146980285644531,0.00893712043762207,3,0.0,0.022775851945598318,-0.006537909035849029,-0.0,0.8552368690921165,0.0,0.0632,0.0632,-0.0,0.26,0.06,0.06,0.96
1.0548231601715088,0.008867025375366211,3,0.0,0.023214758888552584,-0.006537909035849029,-0.0,0.8712511515066163,0.0,0.0632,0.0632,-0.0,0.26,0.05,0.05,0.96
1.0950334072113037,0.008884191513061523,3,0.0,0.023958355234283173,-0.006537909035849029,0.0,0.8983825561792476,0.0,0.0632,0.0632,0.0,0.27,0.07,0.06,0.96
1.1352136135101318,0.008869171142578125,3,0.0,0.024690797634827802,-0.006537909035849029,0.0,0.9251069897817893,0.0,0.0632,0.0632,0.0,0.27,0.07,0.07,0.96
