Time (s),Steering Angle (rad),Reference Steering Rate (rad/s),Measured Steering Rate (rad/s)
0.003943920135498047,0.0,2.72109277918353,0.0
0.006665945053100586,0.0,2.6831839030677647,0.0
0.010457038879394531,8.490790955648089e-05,2.598448678096025,0.042453954778240446
0.013889074325561523,0.0014434344624601754,2.4897570471826933,0.6792632764518473
0.01767897605895996,0.0037642506570039866,2.336508486125549,1.1604080972719057
0.020987987518310547,0.005915251032434836,2.17503625975301,1.0755001877154247
0.023468017578125,0.007641711860083281,2.0375776952413194,0.8632304138242227
0.026267051696777344,0.009113448959062282,1.9081512732165098,0.7358685494895005
0.02962803840637207,0.010981422969304863,1.7016901266354565,0.9339870051212904
0.03226208686828613,0.012962607525622751,1.461207711572371,0.990592278158944
0.034422874450683594,0.014292831442007619,1.298763136664603,0.6651119581924337
0.036746978759765625,0.015566450085354832,1.1193831480609537,0.6368093216736065
0.03995490074157715,0.01715139773040914,0.8643485811641337,0.792473822527155
0.042150020599365234,0.018255200554643393,0.6818646512800411,0.5519014121171256
0.04540705680847168,0.019274095469321163,0.40944227463917454,0.5094474573388852
0.047883033752441406,0.020406200930074243,0.19576154877323979,0.5660527303765397
0.0499880313873291,0.020943951023931956,0.013857904700261258,0.26887504692885666
0.05467486381530762,0.021510003754308494,-0.3849027871983809,0.28302636518826896
0.057168006896972656,0.021538306390827322,-0.5983432088971565,0.014151318259414056
0.059519052505493164,0.02136849057171436,-0.7948431658514903,-0.08490790955648087
0.06163501739501953,0.02100055629696961,-0.9678563015530532,-0.18396713737237577
0.06392097473144531,0.020377898293555415,-1.1490633742494287,-0.3113290017070971
0.06697392463684082,0.019359003378877644,-1.368620953174503,-0.5094474573388852
0.0715188980102539,0.01771745046078568,-1.7020858339318463,-0.8207764590459823
0.07383394241333008,0.016189108088769024,-1.855970578435693,-0.7641711860083278
0.0780329704284668,0.014689068353271195,-2.1026915487063382,-0.7500198677489146
0.08150506019592285,0.01267958116043448,-2.282187331897672,-1.004743596418357
0.08400487899780273,0.011236146697974306,-2.3949354030479717,-0.7217172312300874
0.08630704879760742,0.0100757386007024,-2.485139142746532,-0.5802040486359529
0.08958792686462402,0.008688909411279878,-2.5904428101295194,-0.693414594711261
0.0927739143371582,0.007585106587045627,-2.6668086978394308,-0.5519014121171256
0.0955510139465332,0.00690584331059378,-2.7089666935465813,-0.33963163822592346
0.09776496887207031,0.006085066851547798,-2.732511055441525,-0.41038822952299114
0.1004018783569336,0.005405803575095951,-2.7400871753545815,-0.33963163822592346
0.10294604301452637,0.004669935025606449,-2.7308197980436977,-0.3679342747447507
0.1050710678100586,0.004047277022192256,-2.707393376393154,-0.31132900170709665
0.10725998878479004,0.003368013745740409,-2.671979041992141,-0.33963163822592346
0.10933804512023926,0.002490632013656773,-2.626533083075652,-0.43869086604181795
0.11178708076477051,0.0014151318259413483,-2.559047409670721,-0.5377500938577124
0.11385297775268555,0.00048114482082005843,-2.4895804419807495,-0.466993502560645
0.11633491516113281,-0.00045284218430123146,-2.3930961233273256,-0.466993502560645
0.11856794357299805,-0.0011321054607530787,-2.2936491137315906,-0.3396316382259236
0.12137603759765625,-0.001726460827648445,-2.1544048690419992,-0.29717768344768314
0.12380099296569824,-0.002603842559732081,-2.018064873389341,-0.43869086604181795
0.12592291831970215,-0.003594434837891025,-1.8897207679706447,-0.495296139079472
0.12824606895446777,-0.0046982376621252766,-1.7398058748257519,-0.5519014121171258
0.130295991897583,-0.0056888299402842206,-1.6000263795561922,-0.495296139079472
0.13276004791259766,-0.006820935401037299,-1.423364139538431,-0.5660527303765392
0.13495492935180664,-0.0077549224061585886,-1.2705621788182602,-0.46699350256064476
0.13705086708068848,-0.008745514684317533,-1.0952101025578758,-0.495296139079472
0.13971185684204102,-0.009877620145070612,-0.8835946257871702,-0.5660527303765397
0.1418299674987793,-0.01100972560582369,-0.7078605245633,-0.5660527303765388
0.14412689208984375,-0.01211352843005794,-0.5151449618803376,-0.5519014121171256
0.1461789608001709,-0.013075818071698058,-0.34061124285153443,-0.4811448208200588
0.1486649513244629,-0.014066410349857002,-0.12838543695123103,-0.495296139079472
0.15097308158874512,-0.01483058153586533,0.05215714199128893,-0.3820855930041639
0.15309906005859375,-0.015509844812317177,0.2539181587233034,-0.33963163822592346
0.15540599822998047,-0.01593438436009958,0.44990552128522115,-0.21226977389120216
0.15753698348999023,-0.01613250281573137,0.6303777526117957,-0.09905922781589492
0.15987801551818848,-0.016019292269656062,0.8240515085004593,0.05660527303765449
0.1619579792022705,-0.015594752721873658,0.9938161477309482,0.21226977389120216
0.16444802284240723,-0.014689068353271195,1.190555142940139,0.4528421843012316
0.16650605201721191,-0.013670173438593424,1.3478294270413946,0.5094474573388852
0.16891098022460938,-0.012424857431765038,1.5237064794657262,0.6226580034141933
0.1711409091949463,-0.011321054607530787,1.6791273117624779,0.5519014121171256
0.1732170581817627,-0.010245554419815362,1.817462624561961,0.5377500938577124
0.1756749153137207,-0.009311567414694072,1.9694655409038335,0.46699350256064476
0.1777510643005371,-0.008519093592166916,2.0899448100256297,0.39623691126357796
0.18039202690124512,-0.00783983031571507,2.2290255712073725,0.33963163822592346
0.18246698379516602,-0.007245474948819703,2.329059486536237,0.297177683447683
0.18489885330200195,-0.006679422218443164,2.4317398403702284,0.28302636518826985
0.18734192848205566,-0.00605676421502897,2.5212135225300933,0.31132900170709665
0.1894218921661377,-0.005405803575095951,2.586351590973085,0.32548031996650983
0.19188499450683594,-0.0046982376621252766,2.648357193034265,0.3537829564853371
0.19393086433410645,-0.004047277022192256,2.6882002664843108,0.3254803199665103
0.1964409351348877,-0.00316989529010862,2.7216761900354522,0.43869086604181795
0.19932985305786133,-0.0021226977389120225,2.7392351529184844,0.5235987755982988
0.20146989822387695,-0.0011887107337907325,2.737760931159674,0.466993502560645
0.2077350616455078,0.00016981581911296178,2.6638321497965585,0.6792632764518471
0.21296286582946777,0.0025189346501756,2.5220937749750574,1.174559415531319
0.21623492240905762,0.004075579658711083,2.3985685271963924,0.7783225042677416
0.21989893913269043,0.005519014121171259,2.2310244932729577,0.7217172312300878
0.22310495376586914,0.0071605670392632225,2.059358022215085,0.8207764590459818
0.22620105743408203,0.008632304138242225,1.8743321160189574,0.7358685494895014
0.22989892959594727,0.010330462329371843,1.6300759948249004,0.8490790955648087
0.2349550724029541,0.012424857431765038,1.2739868767045528,1.0471975511965976
0.2391669750213623,0.014604160443714714,0.9299102642045377,1.089651505974838
0.24262094497680664,0.016189108088769024,0.645379952442583,0.792473822527155
0.24590206146240234,0.018057082099011603,0.3673417937393422,0.9339870051212895
0.24971890449523926,0.019896753472735357,0.040020836154230965,0.9198356868618772
0.25299692153930664,0.021142069479563742,-0.24182990026358023,0.6226580034141924
0.2567009925842285,0.021764727482977936,-0.5565959877639823,0.3113290017070971
0.25995492935180664,0.021538306390827322,-0.8278206314047537,-0.11321054607530724
0.263671875,0.020830740477856647,-1.12604457396959,-0.35378295648533753
0.26693296432495117,0.01978354292666005,-1.364586288242843,-0.5235987755982993
0.2704780101776123,0.018906161194576415,-1.6310327045612234,-0.4386908660418166
0.2739729881286621,0.01811368737204926,-1.8629986076555323,-0.39623691126357796
0.2778029441833496,0.017434424095597412,-2.0907755280876703,-0.33963163822592346
0.28119993209838867,0.01678346345566439,-2.2676943511619148,-0.3254803199665111
0.28495287895202637,0.015821173814024272,-2.432568013681483,-0.4811448208200588
0.28847599029541016,0.014915489445421811,-2.55707124241946,-0.4528421843012307
0.292025089263916,0.014349436715045271,-2.6506847834307115,-0.28302636518826985
0.295712947845459,0.013556962892518117,-2.713216711665649,-0.3962369112635771
0.299548864364624,0.012141831066576769,-2.739623406785682,-0.7075659129706742
0.3028709888458252,0.009934225418108265,-2.731461863171377,-1.1038028242342521
0.30570101737976074,0.008462488319129264,-2.701741758567241,-0.7358685494895005
0.30858302116394043,0.007528501314007973,-2.6491300254256704,-0.4669935025606452
0.3109300136566162,0.006651119581924337,-2.5892064247801083,-0.43869086604181795
0.3130650520324707,0.005802040486359528,-2.517532924696225,-0.42453954778240477
0.31531500816345215,0.0050378693003512,-2.4350613079537,-0.3820855930041639
0.3174159526824951,0.004188790204786391,-2.3464361486319563,-0.4245395477824043
0.31964707374572754,0.003396316382259236,-2.2416204466982648,-0.39623691126357774
