Time (s),Steering Angle (rad),Reference Steering Rate (rad/s),Measured Steering Rate (rad/s)
0.0030639171600341797,0.0,0.21921193633711625,0.0
0.0064389705657958984,0.0,0.21920658442894936,0.0
0.01022791862487793,2.8302636518826966e-05,0.21919589041336388,0.014151318259413483
0.013839960098266602,0.00011321054607530787,0.2191810730152926,0.042453954778240446
0.017634868621826172,0.0002830263651882697,0.21916066982437005,0.0849079095564809
0.02097296714782715,0.00045284218430123146,0.21913851222341704,0.08490790955648089
0.024200916290283203,0.0006509606399330202,0.21911346572250828,0.09905922781589438
0.027861833572387695,0.0009056843686024629,0.2190807360539953,0.12736186433472135
0.03162384033203125,0.0011887107337907325,0.2190423650146642,0.1415131825941348
0.034871816635131836,0.0014434344624601754,0.2190070043530016,0.1273618643347214
0.039032936096191406,0.0017830661006860988,0.218952220024699,0.16981581911296173
0.04209184646606445,0.0020943951023931957,0.2189092982462224,0.15566450085354844
0.04585695266723633,0.0024057241041002923,0.2188524128656038,0.15566450085354833
0.049115896224975586,0.0026887504692885617,0.218799013023065,0.1415131825941347
0.05289888381958008,0.003028382107514485,0.21873246386231052,0.16981581911296173
0.056218862533569336,0.003339711109221582,0.21867005241568827,0.15566450085354833
0.05945396423339844,0.0036227374744098517,0.2186056439035399,0.14151318259413492
0.06307387351989746,0.003962369112635775,0.2185292706824622,0.16981581911296173
0.06637001037597656,0.004273698114342872,0.218455310179751,0.15566450085354855
0.0698540210723877,0.0045850271160499684,0.21837375785241817,0.1556645008535481
0.07370591163635254,0.004924658754275892,0.2182784691289523,0.16981581911296173
0.0769510269165039,0.005235987755982989,0.2181942904338603,0.15566450085354855
0.08022093772888184,0.005490711484652432,0.2181053648695218,0.1273618643347213
0.08386802673339844,0.005802040486359528,0.21800228008651365,0.1556645008535481
0.08748984336853027,0.006113369488066625,0.21789564529859418,0.15566450085354855
0.0908958911895752,0.006453001126292548,0.2177910542854776,0.16981581911296173
0.09474396705627441,0.006849238037556125,0.21767252568325363,0.19811845563178854
0.09781289100646973,0.0071605670392632225,0.2175655232451336,0.15566450085354855
0.10151791572570801,0.007528501314007973,0.21743832495135434,0.18396713737237536
0.10479497909545898,0.00783983031571507,0.21732201473457963,0.1556645008535481
0.10885190963745117,0.008264369863497474,0.2171727032770343,0.21226977389120216
0.11202287673950195,0.008547396228685744,0.21705191220901973,0.14151318259413534
0.11574292182922363,0.008971935776468149,0.21690603796082314,0.21226977389120216
0.11933493614196777,0.009368172687731725,0.21676064153874813,0.1981184556317881
0.12309479713439941,0.009792712235514131,0.21660396276007174,0.21226977389120302
0.12616300582885742,0.010132343873740055,0.21647178238472253,0.16981581911296173
0.12989091873168945,0.010500278148484804,0.21630781117205727,0.1839671373723749
0.13314199447631836,0.010811607150191901,0.21616076381130428,0.15566450085354855
0.13695287704467773,0.011179541424936651,0.21598351225300996,0.1839671373723749
0.14024996757507324,0.011462567790124922,0.2158260345779407,0.14151318259413534
0.14422082901000977,0.011773896791832017,0.21563209187221324,0.15566450085354766
0.1475658416748047,0.012085225793539114,0.2154643560601369,0.15566450085354855
0.15123701095581055,0.012368252158727385,0.21530665288538675,0.14151318259413534
0.1542348861694336,0.01267958116043448,0.21511843312197423,0.15566450085354766
0.15841197967529297,0.013019212798660404,0.21489476276761532,0.16981581911296173
0.1616837978363037,0.013387147073405156,0.2147141325964973,0.18396713737237577
0.1653578281402588,0.013726778711631079,0.21450812927851418,0.16981581911296173
0.16857290267944336,0.014038107713338176,0.2143235890147468,0.15566450085354855
0.17272496223449707,0.014434344624601752,0.21408092136397985,0.1981184556317881
0.1752028465270996,0.01474567362630885,0.21393176859129037,0.15566450085354855
0.18351197242736816,0.015538147448836005,0.21342272246546062,0.39623691126357796
0.18791794776916504,0.01596268699661841,0.21314180537784094,0.21226977389120216
0.19225096702575684,0.016472134453957295,0.21285933907056717,0.2547237286694426
0.19611692428588867,0.01686837136522087,0.21260248845809865,0.1981184556317881
0.19933390617370605,0.01715139773040914,0.21238448368452492,0.14151318259413534
0.20301389694213867,0.017519332005153893,0.21213135632347233,0.18396713737237577
