Time (s),Steering Angle (rad),Reference Steering Rate (rad/s),Measured Steering Rate (rad/s)
0.005322933197021484,0.0,1.0954994378480256,0.0
0.01544189453125,0.0020377898293555416,1.0910179646036582,0.20377898293555416
0.025807857513427734,0.013726778711631079,1.0818598887018038,1.1688988882275537
0.03575491905212402,0.02238738548639213,1.0687442746856963,0.8660606774761052
0.04622292518615723,0.029236623523948256,1.0504624352699061,0.6849238037556126
0.057817935943603516,0.03953878321680127,1.0249729688353406,1.0302159692853017
0.06707501411437988,0.0478597583533364,1.0006521092096647,0.8320975136535125
0.07771587371826172,0.058727970776565955,0.9685405378638365,1.0868212423229557
0.08754396438598633,0.06903013046941897,0.9350328797216076,1.0302159692853017
0.09824585914611816,0.07947380334486612,0.8945240322573401,1.0443672875447145
0.10809898376464844,0.08943633139949321,0.8535967913967232,0.9962528054627092
0.11855602264404297,0.09920074099848852,0.8066414635288967,0.9764409598995313
0.1287829875946045,0.10805946622888135,0.7573139072430735,0.8858725230392828
0.13893699645996094,0.1172295204609813,0.705238766835492,0.9170054232099947
0.1495499610900879,0.12591842987226118,0.6477796572172497,0.8688909411279879
0.1595618724822998,0.1334186285497503,0.5909318768861869,0.7500198677489134
0.17179203033447266,0.14057919558901355,0.5183641618193433,0.7160567039263238
0.18051695823669434,0.14544724907025178,0.46555419127693437,0.4868053481238227
0.1907038688659668,0.14994736827674526,0.40015086723348836,0.4500119206493486
0.20148801803588867,0.1537682242067869,0.3301576745954353,0.3820855930041639
0.21120786666870117,0.15693811949689554,0.2657458929117689,0.31698952901086375
0.22337698936462402,0.1599381989678912,0.1839064832666146,0.3000079470995648
0.23182392120361328,0.16234392307199147,0.12612791227482814,0.2405724104100282
0.25049686431884766,0.16514588408735534,-0.0020310771774241106,0.28019610153638685
0.2571690082550049,0.16585345000032603,-0.0464775583426255,0.07075659129706924
0.26850199699401855,0.1664478053672214,-0.11846879548356981,0.059435536689536606
0.2767508029937744,0.1661647790020331,-0.18204475075960094,-0.028302636518828805
0.29074883460998535,0.16460813399349764,-0.27537377226215515,-0.15566450085354733
0.2980318069458008,0.16316469953103746,-0.32445843078155673,-0.14434344624601747
0.31053996086120605,0.16104200179212544,-0.40563885332195954,-0.21226977389120216
0.3241298198699951,0.15750417222727206,-0.49012708737246374,-0.35378295648533786
0.329509973526001,0.15515505339620944,-0.5239195793154053,-0.23491188310626188
0.34258389472961426,0.14909828918118045,-0.6010860262160027,-0.6056764215028987
0.3498349189758301,0.14406041988082927,-0.6423170634835642,-0.5037869300351189
0.3618319034576416,0.1372677871163108,-0.7048955696134535,-0.6792632764518469
0.374924898147583,0.12696562742345777,-0.7737196876283456,-1.030215969285303
