Time (s),Steering Angle (rad),Reference Steering Rate (rad/s),Measured Steering Rate (rad/s)
0.003490924835205078,0.0008207764590459821,0.5451619106242249,0.41038822952299103
0.007028818130493164,0.0008207764590459821,0.5354291646939321,0.0
0.010951995849609375,0.0014434344624601754,0.5169860199655921,0.31132900170709665
0.014050960540771484,0.0027170531058073885,0.49678094733864064,0.6368093216736066
0.0176999568939209,0.0043869086604181795,0.46719444177017144,0.8349277773053955
0.020964860916137695,0.006424698489773721,0.43525929343960623,1.0188949146777708
0.024702787399291992,0.008434185682610435,0.39328412980451877,1.004743596418357
0.027194976806640625,0.009849317508551784,0.3619687752446096,0.7075659129706742
0.031327009201049805,0.011462567790124922,0.30620265949027947,0.8066251407865691
0.03458285331726074,0.01324563389081102,0.26029824772887705,0.8915330503430491
0.038450002670288086,0.01483058153586533,0.19974521271919052,0.792473822527155
0.041600942611694336,0.015990989633137238,0.14590795403966922,0.5802040486359538
0.04530787467956543,0.017009884547815008,0.0836738630787355,0.5094474573388852
0.048744916915893555,0.017575937278191546,0.024732331495884066,0.28302636518826896
0.05190682411193848,0.017774055733823336,-0.02982257415302378,0.09905922781589492
0.055589914321899414,0.01783066100686099,-0.09264190712239607,0.028302636518826377
0.059291839599609375,0.017774055733823336,-0.15449637753286113,-0.028302636518826377
0.06282401084899902,0.0176325425512292,-0.21180353680399375,-0.07075659129706854
0.06670284271240234,0.017377818822559756,-0.2717374651281468,-0.1273618643347213
0.06978797912597656,0.0168966740017397,-0.3166679772001776,-0.24057241041002853
0.07354497909545898,0.016302318634844333,-0.36703435067009527,-0.297177683447683
0.07677793502807617,0.015368331629723044,-0.4063817155337349,-0.46699350256064476
0.08077788352966309,0.014207923532451138,-0.4492720509820068,-0.5802040486359529
0.0835118293762207,0.013302239163848675,-0.47464093298936416,-0.4528421843012316
0.08790397644042969,0.012000317883982634,-0.5076686935409247,-0.6509606399330206
0.09208798408508301,0.010132343873740055,-0.5303370005775289,-0.9339870051212895
0.09550189971923828,0.008264369863497474,-0.5420977753602803,-0.9339870051212904
0.0993039608001709,0.006254882670660759,-0.547823011277065,-1.004743596418357
0.10256695747375488,0.004528421843012315,-0.5466855087441093,-0.8632304138242223
0.1060948371887207,0.0028868689249203507,-0.538599046449903,-0.8207764590459821
0.10933589935302734,0.0012736186433472134,-0.5255225331256146,-0.8066251407865687
0.11310386657714844,-0.00011321054607530787,-0.5035069090868695,-0.6934145947112607
0.11635994911193848,-0.0013868291894225213,-0.4787211652650811,-0.6368093216736067
0.12059998512268066,-0.002745355742326216,-0.44498283343263106,-0.6792632764518473
0.1243288516998291,-0.006028461578510144,-0.3978336904728921,-1.6415529180919641
0.1275618076324463,-0.0075568039505268,-0.357529531186056,-0.7641711860083278
0.13125300407409668,-0.008773817320836359,-0.30711576860048084,-0.6085066851547797
0.13447999954223633,-0.009821014872032957,-0.2619489729910718,-0.5235987755982993
0.13741683959960938,-0.010896515059748382,-0.2239230879323278,-0.5377500938577124
0.1410048007965088,-0.012000317883982634,-0.155838064919201,-0.5519014121171256
0.14475393295288086,-0.012821094343028616,-0.09303755873338933,-0.41038822952299114
0.1479787826538086,-0.013500357619480463,-0.03783135673624831,-0.33963163822592346
0.15198493003845215,-0.014406041988082926,0.030939834503670712,-0.4528421843012316
0.15522980690002441,-0.0151136079010536,0.08649294797573268,-0.35378295648533664
0.15893292427062988,-0.015821173814024272,0.14877517962660217,-0.35378295648533664
0.16198992729187012,-0.016302318634844333,0.19869819688019635,-0.24057241041003027
0.1659088134765625,-0.016585345000032604,0.25968828726066373,-0.14151318259413534
0.16909480094909668,-0.016528739726994948,0.3067546195221882,0.02830263651882811
0.17333197593688965,-0.01604759490617489,0.36432735307400743,0.24057241041002853
0.17683792114257812,-0.01519851581061008,0.4071316178732497,0.42453954778240516
0.18091392517089844,-0.013981502440300522,0.45060925413593533,0.6085066851547792
0.1834268569946289,-0.012962607525622751,0.4740026997195155,0.5094474573388852
0.18555092811584473,-0.012141831066576769,0.49141836815440254,0.41038822952299114
0.18892693519592285,-0.011179541424936651,0.5142072133919092,0.4811448208200588
0.1931438446044922,-0.00962289641640117,0.5346916067464411,0.778322504267741
0.19561982154846191,-0.008094554044384512,0.5424681673847799,0.7641711860083287
0.19772887229919434,-0.006679422218443164,0.5464541903111096,0.7075659129706742
0.20195889472961426,-0.004500119206493488,0.5471826119732092,1.089651505974838
0.2051849365234375,-0.0028302636518826967,0.5412812522186757,0.8349277773053955
0.20879888534545898,-0.0013019212798660404,0.528084562413872,0.7641711860083281
0.21254491806030273,0.00048114482082005843,0.5072225222846731,0.8915330503430494
0.21577787399291992,0.0020660924658743684,0.48350947797553284,0.792473822527155
0.21946501731872559,0.0037925532935228134,0.4505615883907133,0.8632304138242225
0.22270488739013672,0.005717132576803047,0.41653755833160055,0.9622896416401168
0.2262578010559082,0.007670014496602108,0.3741771712152097,0.9764409598995304
0.2294609546661377,0.009283264778175244,0.3319898651504381,0.8066251407865682
0.23267078399658203,0.010698396604116592,0.28646452660069593,0.7075659129706742
0.2363119125366211,0.01211352843005794,0.23144066512169634,0.7075659129706742
0.24029088020324707,0.013217331254292194,0.16787901398816446,0.5519014121171265
0.24355387687683105,0.014632463080233542,0.11334411299187161,0.7075659129706742
0.2472519874572754,0.015906081723580753,0.05042640089712858,0.6368093216736056
0.2502908706665039,0.0168966740017397,-0.0019785319990765137,0.49529613907947284
0.25417494773864746,0.017660845187748027,-0.06839268807129649,0.3820855930041639
0.2573988437652588,0.01800047682597395,-0.12323990888725603,0.16981581911296173
0.2611429691314697,0.018170292645086912,-0.18497391249799194,0.08490790955648087
0.2644078731536865,0.018226897918124565,-0.23688505932228682,0.028302636518826377
0.2683749198913574,0.01808538473553043,-0.2963338566180409,-0.07075659129706681
0.27159690856933594,0.0176325425512292,-0.3415618127814921,-0.2264210921506162
0.27536487579345703,0.016585345000032604,-0.3896294602178264,-0.5235987755982975
0.2785799503326416,0.01548154217579835,-0.424963636291289,-0.5519014121171265
0.28247594833374023,0.014434344624601752,-0.4639503090612711,-0.5235987755982993
0.28551387786865234,0.013755081348149905,-0.4909150930910141,-0.33963163822592346
0.28827786445617676,0.013047515435179232,-0.510235311966246,-0.35378295648533664
0.2924618721008301,0.01129275197101196,-0.5319980016139598,-0.8773817320836359
0.29608798027038574,0.009453080597288208,-0.543482137959305,-0.9198356868618763
0.29934096336364746,0.007528501314007973,-0.5478407271009909,-0.9622896416401172
0.3030378818511963,0.005858645759397182,-0.5458322849130328,-0.8349277773053955
0.30609679222106934,0.004188790204786391,-0.5385670158972198,-0.8349277773053955
0.3099339008331299,0.0020943951023931957,-0.5225304902461593,-1.0471975511965979
0.3131999969482422,0.00036793427474475054,-0.5028233834082665,-0.8632304138242226
0.3168649673461914,-0.001613250281573137,-0.4744799717743127,-0.9905922781589438
0.32010698318481445,-0.0035661322013721976,-0.4440965167105242,-0.9764409598995303
0.3238239288330078,-0.005773737849840701,-0.4037068170313717,-1.103802824234252
0.32703089714050293,-0.007386988131413838,-0.36450823766093204,-0.8066251407865682
0.33065080642700195,-0.00905684368602463,-0.3156876166108091,-0.8349277773053959
0.33371901512145996,-0.01052858078500363,-0.27091575316221306,-0.7358685494895005
0.3374447822570801,-0.012170133703095595,-0.21358385841250388,-0.8207764590459823
0.3406689167022705,-0.013500357619480463,-0.16137738722263295,-0.6651119581924337
0.3443138599395752,-0.01483058153586533,-0.10045885779533655,-0.6651119581924337
0.34762001037597656,-0.01576456854098662,-0.044064710450506965,-0.46699350256064476
0.3516659736633301,-0.01686837136522087,0.025472068639429784,-0.5519014121171256
0.3548698425292969,-0.017406121459078584,0.08035147973749879,-0.26887504692885666
0.3585469722747803,-0.017519332005153893,0.13992176489068342,-0.05660527303765449
0.361616849899292,-0.017462726732116237,0.19274842693328278,0.02830263651882811
0.36533093452453613,-0.017434424095597412,0.2510378311705591,0.014151318259412321
0.37013888359069824,-0.01715139773040914,0.3214830775070427,0.14151318259413534
0.373884916305542,-0.016217410725287852,0.37139579773082904,0.46699350256064476
0.3772258758544922,-0.015538147448836005,0.4115508278403038,0.33963163822592346
0.3809688091278076,-0.014604160443714714,0.45117669395236637,0.4669935025606456
0.38422679901123047,-0.013472054982961636,0.4806329142200406,0.5660527303765388
0.3878958225250244,-0.01211352843005794,0.5076560138658076,0.6792632764518478
0.39106178283691406,-0.010273857056334188,0.5256968598260933,0.9198356868618763
0.3951859474182129,-0.008405883046091609,0.5412642829951119,0.9339870051212895
0.39960384368896484,-0.005264290392501815,0.5479398570379808,1.5707963267948968
0.40328192710876465,-0.003254803199665101,0.5454531891776815,1.004743596418357
0.40703678131103516,-0.0014717370989790022,0.5354034180112839,0.8915330503430494
0.4101278781890869,0.0005377500938577123,0.5214709513568809,1.004743596418357
0.4138479232788086,0.0022925135580249842,0.4982759433863349,0.8773817320836359
0.41710782051086426,0.0038491585665604675,0.4724071511744098,0.7783225042677416
0.42081189155578613,0.005858645759397182,0.4368768633082599,1.0047435964183573
0.4244070053100586,0.008094554044384512,0.3968136333457967,1.1179541424936648
0.4280109405517578,0.00999083069114592,0.3516084300764055,0.9481383233807036
0.431351900100708,0.012198436339614422,0.3056870435919859,1.1038028242342512
0.435060977935791,0.014123015622894657,0.2507648567524136,0.9622896416401177
0.43872594833374023,0.01565135799491131,0.19307193427446534,0.7641711860083269
0.44249701499938965,0.01686837136522087,0.13367404816420522,0.6085066851547801
0.44600391387939453,0.017462726732116237,0.07172615424366294,0.297177683447683
0.4497718811035156,0.018141990008568084,0.0072317097120779255,0.33963163822592346
0.45295000076293945,0.018764648011982278,-0.047749353753111914,0.3113290017070971
0.45680880546569824,0.019585424471028262,-0.11328869025515877,0.410388229522992
0.46034789085388184,0.019670332380584743,-0.17211384946395852,0.04245395477824043
0.4639108180999756,0.019528819197990606,-0.2289679195553097,-0.07075659129706854
0.467343807220459,0.01930239810583999,-0.28124746182523563,-0.11321054607530724
0.47095584869384766,0.018792950648501106,-0.3326987867928191,-0.2547237286694426
0.47405099868774414,0.017972174189455122,-0.3735564956028508,-0.410388229522992
0.4777548313140869,0.01678346345566439,-0.417552730225455,-0.594355366895366
0.48111891746520996,0.015340028993204215,-0.4526757555231663,-0.7217172312300874
0.48512792587280273,0.013783383984668733,-0.48789359182526243,-0.778322504267741
0.4883768558502197,0.012849396979547442,-0.5107745352549486,-0.4669935025606456
0.49207186698913574,0.011745594155313191,-0.5303198203882351,-0.5519014121171256
0.49534082412719727,0.009736106962476477,-0.5417124106669543,-1.004743596418357
0.497607946395874,0.008151159317422167,-0.5462811734614692,-0.792473822527155
0.5018479824066162,0.00633979058021724,-0.5472875799926639,-0.9056843686024632
0.5056149959564209,0.0041038822952299105,-0.540075961728573,-1.1179541424936648
0.5090727806091309,0.002434026740619119,-0.5268269183965427,-0.8349277773053957
0.5130009651184082,0.00019811845563178876,-0.5042166536157736,-1.1179541424936652
0.5162549018859863,-0.0017830661006860988,-0.4795731176297895,-0.9905922781589438
0.519960880279541,-0.004047277022192256,-0.4456350647672472,-1.1321054607530785
0.5231850147247314,-0.005915251032434836,-0.41108588699355664,-0.93398700512129
0.5268559455871582,-0.007981343498309205,-0.3666513244616213,-1.0330462329371843
0.5302729606628418,-0.009764409598995303,-0.3208863929361635,-0.8915330503430491
0.5340108871459961,-0.011519173063162575,-0.26662588361570094,-0.8773817320836359
