0,0,0
0.0099997,0.38888,0.0019443
0.0099997,0.77775,0.005833
0.0099997,1.1666,0.0097217
0.0099997,1.5555,0.01361
0.0099997,1.9444,0.017499
0.0099997,2.3332,0.021388
0.0099997,2.7221,0.025277
0.0099997,3.111,0.029165
0.0099997,3.4998,0.033054
0.0099997,3.8887,0.036943
0.0099997,4.2776,0.040831
0.0099997,4.6664,0.04472
0.0099997,5.0553,0.048609
0.0099997,5.4442,0.052497
0.0099997,5.8331,0.056386
0,6.2219,0.05833
0,6.6108,0.05833
0,6.9997,0.05833
0,7.3886,0.05833
0,7.7775,0.05833
0,8.1664,0.05833
0,8.5553,0.05833
0,8.9442,0.05833
0,9.333,0.05833
0,9.7219,0.05833
0,10.111,0.05833
0,10.5,0.05833
0,10.889,0.05833
0,11.277,0.05833
0,11.666,0.05833
0,12.055,0.05833
0,12.444,0.05833
0,12.833,0.05833
0,13.222,0.05833
0,13.611,0.05833
0,14,0.05833
0,14.389,0.05833
0,14.777,0.05833
0,15.166,0.05833
0,15.555,0.05833
0,15.944,0.05833
0,16.333,0.05833
0,16.722,0.05833
0,17.111,0.05833
0,17.5,0.05833
0,17.889,0.05833
0,18.277,0.05833
0,18.666,0.05833
0,19.055,0.05833
0,19.444,0.05833
0,19.833,0.05833
0,20.222,0.05833
0,20.611,0.05833
0,21,0.05833
0,21.389,0.05833
0,21.777,0.05833
0,22.166,0.05833
0,22.555,0.05833
0,22.944,0.05833
0,23.333,0.05833
0,23.722,0.05833
0,24.111,0.05833
0,24.5,0.05833
0,24.889,0.05833
0,25.277,0.05833
0,25.666,0.05833
0,26.055,0.05833
0,26.444,0.05833
0,26.833,0.05833
0,27.222,0.05833
0,27.611,0.05833
0,28,0.05833
0,28.389,0.05833
0,28.777,0.05833
0,29.166,0.05833
0,29.555,0.05833
0,29.944,0.05833
0,30.333,0.05833
0,30.722,0.05833
0,31.111,0.05833
0,31.5,0.05833
0,31.889,0.05833
0,32.277,0.05833
0,32.666,0.05833
0,33.055,0.05833
0,33.444,0.05833
0,33.833,0.05833
0,34.222,0.05833
0,34.611,0.05833
0,35,0.05833
0,35.389,0.05833
0,35.777,0.05833
0,36.166,0.05833
0,36.555,0.05833
0,36.944,0.05833
0,37.333,0.05833
0,37.722,0.05833
0,38.111,0.05833
0,38.5,0.05833
-0.0099997,38.889,0.056386
-0.0099997,39.277,0.052497
-0.0099997,39.666,0.048609
-0.0099997,40.055,0.04472
-0.0099997,40.444,0.040831
-0.0099997,40.833,0.036943
-0.0099997,41.222,0.033054
-0.0099997,41.611,0.029165
-0.0099997,42,0.025277
-0.0099997,42.388,0.021388
-0.0099997,42.777,0.017499
-0.0099997,43.166,0.01361
-0.0099997,43.555,0.0097217
-0.0099997,43.944,0.005833
-0.0099997,44.333,0.0019443
0,44.722,-1.236e-17
0,45.111,-1.236e-17
0,45.499,-1.236e-17
0,45.888,-1.236e-17
0,46.277,-1.236e-17
0,46.666,-1.236e-17
0,47.055,-1.236e-17
0,47.444,-1.236e-17
0,47.833,-1.236e-17
