Time (s)	,tdelta (deg)	,Angular velocity (deg/s)
0.0067920684814453125,0.26270265908496226,9.99995985758168
0.017435073852539062,0.26270265908496226,9.99995985758168
0.027074098587036133,0.26270265908496226,9.99995985758168
0.03721117973327637,0.26270265908496226,9.99995985758168
0.04687213897705078,0.29999995018961745,9.99995985758168
0.05702710151672363,0.355135076170412,9.99995985758168
0.06595396995544434,0.42486479432259333,9.99995985758168
0.07581114768981934,0.512432347350914,9.99995985758168
0.08528304100036621,0.6081080071411163,9.99995985758168
0.09520912170410156,0.6875674534075557,9.99995985758168
0.10514116287231445,0.7881079772548869,9.99995985758168
0.11406517028808594,0.8659458021689498,9.99995985758168
0.12284517288208008,0.955134976549647,9.99995985758168
0.13253307342529297,1.0475673936350967,9.99995985758168
0.14229798316955566,1.1432430534252989,9.99995985758168
0.15142512321472168,1.2340538491583724,9.99995985758168
0.16054916381835938,1.3313511303009509,9.99995985758168
0.17005515098571777,1.4351348968530349,9.99995985758168
0.17904996871948242,1.5243240712337318,9.99995985758168
0.18820810317993164,1.619999731023934,9.99995985758168
0.19710302352905273,1.7156753908141364,9.99995985758168
0.20607304573059082,1.8113510506043387,9.99995985758168
0.2151341438293457,1.907026710394541,9.99995985758168
0.22511696815490723,2.0205402050608825,9.99995985758168
0.23431706428527832,2.1178374862034612,9.99995985758168
0.24588418006896973,2.2329726022221794,9.99995985758168
0.25440406799316406,2.318918533898124,9.99995985758168
0.2650330066680908,2.434053649916842,9.99995985758168
0.27681803703308105,2.5427022805260546,9.99995985758168
0.28696513175964355,2.6254049694972466,9.99995985758168
0.2973320484161377,2.725945493344578,9.99995985758168
0.30632901191711426,2.813513046372899,9.99995985758168
0.3174910545349121,2.912431948867854,9.99995985758168
0.326524019241333,3.009729230010432,9.99995985758168
0.3370320796966553,3.0989184043911293,9.99995985758168
0.3453211784362793,3.184864336067074,9.99995985758168
0.35442113876342773,3.2740535104477706,9.99995985758168
0.3651111125946045,3.3924318691712414,9.99995985758168
0.3756861686706543,3.4913507716661965,9.99995985758168
0.3849971294403076,3.5902696741611515,9.99995985758168
0.39495301246643066,3.6956750620656114,9.99995985758168
0.40424394607543945,3.7799993723891796,9.99995985758168
0.41327905654907227,3.893512867055522,9.99995985758168
0.42292213439941406,3.997296633607605,9.99995985758168
0.4325520992279053,4.089729050693054,9.99995985758168
0.4418950080871582,4.185404710483257,9.99995985758168
0.4512319564819336,4.2778371275687075,9.99995985758168
0.4613611698150635,4.3816208941207915,9.99995985758168
0.47109007835388184,4.482161417968122,9.99995985758168
0.481234073638916,4.598918155339216,9.99995985758168
0.49059200286865234,4.681620844310408,9.99995985758168
0.5000560283660889,4.774053261395858,9.99995985758168
0.5090861320495605,4.864864057128931,9.99995985758168
0.5180580615997314,4.957296474214381,9.99995985758168
0.5272409915924072,5.044864027242702,9.99995985758168
0.537290096282959,5.153512657851914,9.99995985758168
0.5464210510253906,5.242701832232612,9.99995985758168
0.5562291145324707,5.330269385260933,9.99995985758168
0.5650680065155029,5.425945045051135,9.99995985758168
0.5747599601745605,5.513512598079455,9.99995985758168
0.5846061706542969,5.609188257869658,9.99995985758168
0.5939481258392334,5.712972024421742,9.99995985758168
0.6027569770812988,5.803782820154815,9.99995985758168
0.612619161605835,5.8962152372402645,9.99995985758168
0.6208140850067139,5.980539547563834,9.99995985758168
0.6303961277008057,6.079458450058787,9.99995985758168
0.6408050060272217,6.1816205952584955,9.99995985758168
0.6501250267028809,6.275674633696322,9.99995985758168
0.6592180728912354,6.368107050781771,9.99995985758168
0.6691751480102539,6.4589178465148445,9.99995985758168
0.678210973739624,6.556215127657423,9.99995985758168
0.6874749660491943,6.640539437980991,9.99995985758168
0.6975929737091064,6.734593476418818,9.99995985758168
0.7068760395050049,6.84324210702803,9.99995985758168
