Time (s),Reference Current (A),Measured Steering Angle (rad)
0.0020220279693603516,0.5999643106253089,0.0
0.006222963333129883,0.5996843255208704,0.0
0.008723974227905273,0.5992332254608579,2.8302636518826966e-05
0.013134956359863281,0.5984029096248065,0.0002547237286694427
0.016863107681274414,0.5971944467343699,0.0007358685494895011
0.0201570987701416,0.5956823087500807,0.0014151318259413483
0.023891925811767578,0.5938376216717707,0.0022925135580249842
0.027107954025268555,0.5920697730173504,0.003311408472702755
0.03076004981994629,0.5899925226942154,0.004443513933455834
0.03382706642150879,0.5873180371512484,0.005943553668953663
0.03757500648498535,0.5842835701578157,0.007698317133120935
0.04077792167663574,0.581400352243351,0.009368172687731725
0.044461965560913086,0.5778339675412226,0.011490870426643748
0.0479280948638916,0.5746314979244995,0.013387147073405156
0.05169796943664551,0.5706467404459903,0.01576456854098662
0.05405902862548828,0.5665841942850783,0.018057082099011603
0.05641889572143555,0.563498539980254,0.019698635017103568
0.0592958927154541,0.5607489518976277,0.021028858933488437
0.06357288360595703,0.5553322281143862,0.023264767218475767
0.06683897972106934,0.5496825851947453,0.025132741228718346
0.07016301155090332,0.5443164513810294,0.02651957041814087
0.07388496398925781,0.5382665474457721,0.0277082811519316
0.0771329402923584,0.53274511792531,0.02852905761097758
0.08167290687561035,0.5261759674173944,0.029264926160467084
0.08510208129882812,0.5182610193965247,0.02994418943691893
0.08780694007873535,0.5127175204124452,0.030368728984701335
0.09203910827636719,0.5045889577482159,0.031047992261153182
0.09642195701599121,0.496472992178984,0.031727255537605026
0.09975910186767578,0.48825259759615114,0.032915966271395765
0.10346293449401855,0.480369399075125,0.0341046770051865
0.10665297508239746,0.4729724636481227,0.03529338773897723
0.11026597023010254,0.46419320011825266,0.03679342747447505
0.11349010467529297,0.45636625780676954,0.03826516457345406
0.11719894409179688,0.4472180745903321,0.04004823067414016
0.12047290802001953,0.4388724801007617,0.0417746915017886
0.12433505058288574,0.4298249830844735,0.04352945496595587
0.12758398056030273,0.4206477492290297,0.045821968523980856
0.1298530101776123,0.4129268500447217,0.047633337261185786
0.1338050365447998,0.4044069684002682,0.04967112709054133
0.13751697540283203,0.3926164830223727,0.052557996015461676
0.14072203636169434,0.3833744218298213,0.05493541748304314
0.1444261074066162,0.37258058505607106,0.05773737849840701
0.14763092994689941,0.3635090253809778,0.06017140523902613
0.15180611610412598,0.35189890027327425,0.06331299789261592
0.15501999855041504,0.34087031354777775,0.06634138000013041
0.1587529182434082,0.3292528188276431,0.0695961831997955
0.16186308860778809,0.3188976927540389,0.07253965739775352
0.16561007499694824,0.30694850253862455,0.07590767114349392
0.16881895065307617,0.2964104502742041,0.07887944797797075
0.17125391960144043,0.2876441955244192,0.08131347471858988
0.17539596557617188,0.2771964733117886,0.08405883046091608
0.1792440414428711,0.2621369649284328,0.08782308111792007
0.18230009078979492,0.2511612328290848,0.0903703184046145
0.18614506721496582,0.23960642768702817,0.09283264778175244
0.1886739730834961,0.22789917937501486,0.09506855606673978
0.1937859058380127,0.21599739912073604,0.09710634589609532
0.1970078945159912,0.20067256616244603,0.09948376736367678
0.2009880542755127,0.18566474524201693,0.1016064651025888
0.20420289039611816,0.17405210688388903,0.10324801802068077
0.20914292335510254,0.15732319090133848,0.10556883421522459
0.21361589431762695,0.14210064436961678,0.10774813722717426
0.21765804290771484,0.12490426521296044,0.11018216396779339
0.22137188911437988,0.11121799560084691,0.11216334852411126
0.22459697723388672,0.09924129504549371,0.11386150671524088
0.2288370132446289,0.0844883800623704,0.11592759918111525
0.23222994804382324,0.07073915385103358,0.11788048110091431
0.23488306999206543,0.06081718104395502,0.11929561292685566
0.23918509483337402,0.045335318378395016,0.12141831066576768
0.24333500862121582,0.02979610214002809,0.12351270576816088
0.24687409400939941,0.016219870630205135,0.12526746923232815
0.24914789199829102,0.005681336520516356,0.1267958116043448
0.25142908096313477,-0.0031476422333692067,0.12789961442857906
0.25589990615844727,-0.01819465660681927,0.12996570689445344
0.25909900665283203,-0.029683888132924587,0.1317204703586207
0.2624509334564209,-0.042857708863244325,0.13372995755145742
0.26613306999206543,-0.056889515836935065,0.13568283947125648
0.26936793327331543,-0.06893142105000184,0.13806026093883794
0.27390289306640625,-0.08574645320683101,0.14103203777331477
0.2771589756011963,-0.09799917950937229,0.14335285396785857
0.2808840274810791,-0.11176202427020412,0.14601330180062833
0.2833249568939209,-0.12226651634104829,0.1479944863569462
0.2860400676727295,-0.13030463222325808,0.14974924982111348
0.2897000312805176,-0.1443560406420405,0.15252290819995853
0.2929799556732178,-0.156231761782174,0.15490032966754
0.2968471050262451,-0.17036444998600672,0.15744756695423442
0.3001890182495117,-0.18232397761890096,0.15976838314877823
0.30243897438049316,-0.1918408924726793,0.16146654133990784
0.30661511421203613,-0.20279217709096622,0.16290997580236802
0.31029605865478516,-0.21819106877676603,0.16576854209076955
0.313507080078125,-0.22950542511752567,0.16746670028189917
0.31720900535583496,-0.24230636359590602,0.16927806901910408
0.320281982421875,-0.25216075029152835,0.1705799902989701
0.3240621089935303,-0.2631947828961599,0.171910214215355
0.32765889167785645,-0.27625301553336207,0.17338195131433398
0.3314979076385498,-0.2893496337647959,0.1745423594116059
0.3353080749511719,-0.3024444652102405,0.1758159780549531
0.3386099338531494,-0.3117003839325357,0.17660845187748028
0.34211301803588867,-0.32486270187546434,0.17765564942867687
0.34581494331359863,-0.33652345915385523,0.17861793907031698
0.3490579128265381,-0.3465804606653653,0.17949532080240063
0.35309290885925293,-0.358219716648943,0.18054251835359722
0.35639190673828125,-0.3687533648048656,0.181561413268275
0.360076904296875,-0.37777316733947064,0.18249540027339628
0.3637399673461914,-0.3887452171484002,0.18371241364370583
0.3679220676422119,-0.4020921860301559,0.18495772965053422
0.3715660572052002,-0.41059361169444053,0.18623134829388144
0.3747539520263672,-0.4204669691404458,0.18730684848159687
0.3782989978790283,-0.430198574315371,0.1882974407597558
0.3814990520477295,-0.43857940389181915,0.18906161194576412
0.38475489616394043,-0.4468433762904357,0.18968426994917834
0.38858509063720703,-0.45586872751838886,0.19019371740651722
0.3922090530395508,-0.4650854569066055,0.1905050464082243
0.3954029083251953,-0.4722503865075174,0.19067486222733726
0.3983280658721924,-0.4787380632331637,0.1907031648638561
0.40212392807006836,-0.4877725724600519,0.19064655959081844
0.40535402297973633,-0.49479019002230784,0.19058995431778078
0.4088170528411865,-0.5020300584561078,0.19053334904474314
0.4125339984893799,-0.5095463048414932,0.1905050464082243
0.41570591926574707,-0.5158456959415574,0.1905050464082243
0.4197700023651123,-0.5227961461289241,0.1905050464082243
0.4220719337463379,-0.5283349383634002,0.1905050464082243
0.42629098892211914,-0.5350617281749375,0.1905050464082243
0.42952990531921387,-0.5404498836892727,0.1905050464082243
0.43329596519470215,-0.5464159903462468,0.19047674377170548
0.43660593032836914,-0.5514654779609018,0.190391835862149
0.439892053604126,-0.5562795254117046,0.19025032267955486
0.443464994430542,-0.5609284543856773,0.1899955989508854
0.4469640254974365,-0.5653575478580074,0.1896559673126595
0.4503970146179199,-0.5698059383306547,0.1891182172188018
0.45427989959716797,-0.573801864423817,0.1884955592153876
0.4575350284576416,-0.5777159351885733,0.18773138802937928
0.46071410179138184,-0.5808535162859793,0.18710873002596506
0.46419310569763184,-0.583979661490534,0.1862879535669191
0.4678640365600586,-0.5870147974598829,0.18560869029046725
0.4713170528411865,-0.5893320801771338,0.18484451910445893
0.47510790824890137,-0.591951359832462,0.18405204528193175
0.4784400463104248,-0.5939503034973127,0.18340108464199875
0.48163890838623047,-0.5955471579008913,0.18286333454814102
0.4853060245513916,-0.5970611125025339,0.18226897918124566
0.48899388313293457,-0.5981533468182055,0.18175953172390677
0.4925379753112793,-0.5991134567236209,0.18119347899353025
0.4949829578399658,-0.5995974897778444,0.18071233417271018
0.497420072555542,-0.5998562451162373,0.1803160972614466
0.5017240047454834,-0.5999949346181912,0.17949532080240063
0.5054919719696045,-0.5998212490549397,0.1787311496163923
0.508842945098877,-0.5992816333152248,0.1776839520651957
