Time (s),Reference Current (A),Measured Steering Angle (rad)
0.00421905517578125,0.5999701523330812,0.0
0.008006095886230469,0.5998570310051469,0.0
0.011255025863647461,0.5996925792791048,8.490790955648089e-05
0.015128135681152344,0.5994145971668328,0.00045284218430123146
0.018429040908813477,0.5991092267962997,0.0009622896416401169
0.02252507209777832,0.5986761236936342,0.001698158191129618
0.025753021240234375,0.5982173635323053,0.0026887504692885617
0.028336048126220703,0.5977768352163528,0.003594434837891025
0.0325779914855957,0.5970636886613492,0.005151079846426508
0.03627896308898926,0.5963294554133334,0.006792632764518472
0.039481163024902344,0.5956290822330139,0.008405883046091609
0.04297614097595215,0.5948891638547155,0.009934225418108265
0.046185970306396484,0.5939740245811369,0.012141831066576769
0.04988598823547363,0.5929968456849187,0.014519252534158233
0.05307602882385254,0.5920443366809819,0.016755160819145565
0.05652809143066406,0.5910412186655678,0.018991069104132896
0.05979204177856445,0.5898144542914282,0.021396793208233185
0.06353497505187988,0.5884803723217928,0.023576096220182863
0.06681108474731445,0.5872538952614756,0.025217649138274827
0.07072615623474121,0.5856923782480431,0.02677429414681031
0.07395505905151367,0.5844038205461201,0.027764886424969253
0.07761597633361816,0.5827827197548572,0.028613965520534062
0.08066797256469727,0.5813182119098238,0.029180018250910603
0.08373212814331055,0.5799783797057304,0.02957625516217418
0.08742499351501465,0.5780511673155458,0.030085702619513065
0.09117698669433594,0.5761103870565946,0.030623452713370778
0.0944211483001709,0.5743717396377069,0.031217808080266144
0.09801912307739258,0.5723712910472042,0.03192537399323682
0.10121798515319824,0.5706122969760008,0.033000874180952246
0.10495805740356445,0.5683919206012784,0.03430279546081828
0.10802006721496582,0.5664325934570371,0.035576414104165496
0.11174511909484863,0.564085878610812,0.03724626965877629
0.11501908302307129,0.5619490945603387,0.03891612521338708
0.11871194839477539,0.5594731952392793,0.04095391504274262
0.12192106246948242,0.5573717424284456,0.0428218890529852
0.12605595588684082,0.5545661297486731,0.04539742897619845
0.12834501266479492,0.5523697650707212,0.04757673198814813
0.13097310066223145,0.5504053751585103,0.04935979808883423
0.13525915145874023,0.5474491263111724,0.0525862986519805
0.13848614692687988,0.5449206690503732,0.055359957030825545
0.1422710418701172,0.5419107148036848,0.05869966814004713
0.14547109603881836,0.5394213259964448,0.06158653706496748
0.14912796020507812,0.5363495800629398,0.06520927453937733
0.15216612815856934,0.533637896115725,0.06849238037556125
0.15590214729309082,0.5303960299586951,0.07236984157864056
0.1591780185699463,0.5274784597111513,0.07576615796089979
0.16286206245422363,0.5241317375524533,0.07933229016227199
0.16605710983276367,0.5211582353416574,0.0820776459045982
0.17004609107971191,0.5174145594256437,0.08530414646774448
0.17323899269104004,0.5144665783067195,0.08779477848140126
0.17699694633483887,0.5108084007052885,0.09048352895068981
0.18006396293640137,0.507587110298331,0.0927760425087148
0.18376803398132324,0.5038320982802384,0.09532327979540922
0.18698906898498535,0.5005113953818531,0.09753088544387772
0.19061613082885742,0.4967022698192265,0.09999321482101567
0.1938309669494629,0.4934653429992686,0.10214421519644652
0.1977701187133789,0.48938180476259363,0.10488957093877274
0.2009899616241455,0.48564275926801365,0.10752171613502365
0.20454812049865723,0.4815119214457946,0.11055009824253813
0.20772814750671387,0.4778798614119472,0.11329545398486435
0.2114269733428955,0.4736651514850582,0.11655025718452945
0.21468806266784668,0.4698590655398366,0.11963524456508158
0.2184741497039795,0.4653817378039481,0.12328628467601027
0.22188806533813477,0.46172470773505375,0.12642787732960006
0.2260589599609375,0.4562165513385821,0.1309846018091312
0.23007917404174805,0.45128093721995344,0.13537151046954937
0.2325890064239502,0.4479423760399656,0.1386263136692145
0.23648500442504883,0.4431730746199299,0.14270189332792557
0.24025607109069824,0.43846468735077665,0.14742843362656965
0.24355506896972656,0.4341405398345991,0.15150401328528076
0.24714899063110352,0.4294447722456372,0.15589092194569892
0.25081610679626465,0.4245836346681951,0.1602778306061171
0.2540309429168701,0.420272322338291,0.1638439628074893
0.2576620578765869,0.4155683466022508,0.16786293719316273
0.26070213317871094,0.411192261012647,0.17120264830238432
0.26443004608154297,0.40608556998934686,0.17479708314027534
0.267855167388916,0.4014917449216467,0.17793867579386513
0.2716491222381592,0.3960031105498219,0.18161801854131265
0.27487802505493164,0.39134464341416136,0.18478791383142126
0.2785630226135254,0.38606332215202,0.18843895394234994
0.28099608421325684,0.3822147616533177,0.191212612321195
0.2850971221923828,0.3776540961769097,0.19446741552086008
0.28813815116882324,0.37208509732851264,0.19854299517957116
0.29185914993286133,0.36654713560620905,0.2026468774748011
0.2950611114501953,0.36172774212700115,0.20632622022224859
0.2986741065979004,0.35623597592274986,0.21048670779051615
0.30185914039611816,0.3516593464590156,0.214109445264926
0.3055860996246338,0.3459631437113954,0.21858126183490065
0.30863499641418457,0.340988282655691,0.22257193358405528
0.31234216690063477,0.3352405720279464,0.22718526333662406
0.31556105613708496,0.33017722695125395,0.23134575090489162
0.3193039894104004,0.32427645915473496,0.23615719911309221
0.3225860595703125,0.3190956201974906,0.2404591998639539
0.326308012008667,0.313076303613461,0.2454687665277863
0.32968711853027344,0.3081670965864753,0.24965755673257267
0.33336305618286133,0.30189702450356243,0.2549501497615933
0.33594202995300293,0.29681985345186307,0.2593087557854927
0.33995604515075684,0.2912151090713448,0.26412020399369324
0.34357404708862305,0.28487907607365864,0.26958261284182683
0.3469419479370117,0.27926057934608556,0.27436575841350863
0.3505561351776123,0.27323021558699917,0.27943193035037867
0.3542671203613281,0.2669756834245826,0.2844697996507298
0.3574850559234619,0.2617742948666978,0.2886302872189974
0.35976600646972656,0.2570050334339029,0.2923096299664449
0.3621201515197754,0.25289251103437765,0.2954229199835159
0.364138126373291,0.24935751970710995,0.2980833678162856
0.3674910068511963,0.2437986942761974,0.30218725011151554
0.3722989559173584,0.2368313387824935,0.3072817246849044
0.37555694580078125,0.23046841568329549,0.3120365676200673
0.37931394577026367,0.22393652484710577,0.3169046211013055
0.382526159286499,0.2182764687215181,0.32115001657912956
0.3860909938812256,0.21295572873049157,0.325168990964803
0.38930511474609375,0.206585751915094,0.32995213653648475
0.3930201530456543,0.20003291083420174,0.33487679529076064
0.39607906341552734,0.1942952107769306,0.33923540131466
0.4000101089477539,0.18755816449189028,0.34430157325153005
0.4033701419830322,0.18124812511428467,0.3490847188232118
0.4070580005645752,0.1745943651139312,0.3540942854870442
0.4102950096130371,0.16876597474723723,0.3585377994205
0.41410207748413086,0.16186244625183846,0.36351906344781354
0.41733217239379883,0.1562881688054832,0.36799088001778824
0.4211759567260742,0.14923033394564336,0.37305705195465827
0.42423200607299805,0.143362150291706,0.3777552896167835
0.42795896530151367,0.13657850967917748,0.38284976419017236
0.43120598793029785,0.1305805489326239,0.3873781860331847
0.43508005142211914,0.12348631238255589,0.3926707790622053
0.4377720355987549,0.11855288136742621,0.3964067270826905
0.44199204444885254,0.1117933736758739,0.4014162937465229
0.44520115852355957,0.10500055059382503,0.40645416304687404
0.4489469528198242,0.09800627347679008,0.4116052428933006
0.4520070552825928,0.09204869873591999,0.41599215155371877
0.4557039737701416,0.08517885505194088,0.4210017182175511
0.4588799476623535,0.07924298633485392,0.42533202160493166
0.4625821113586426,0.07235261955862919,0.4302849829957264
0.4658329486846924,0.06655049810245366,0.4344737732005128
0.46973514556884766,0.05923023211794674,0.4393701293182698
0.4729170799255371,0.05317246925761816,0.44398345907083864
0.4766221046447754,0.04680278572209427,0.4484552756408133
0.479841947555542,0.039946658154062946,0.453238421212495
0.4835669994354248,0.03305836369202991,0.45802156678417677
0.4868199825286865,0.026814008870905248,0.4622952648985197
0.4905731678009033,0.019786561653413783,0.46710671310672025
0.4937911033630371,0.014001846208912434,0.471069082219356
0.497499942779541,0.007051505399653649,0.4758522277910378
0.5005061626434326,0.0009707217938556924,0.48009762326886185
0.5042710304260254,-0.006082638959586875,0.4851071899326942
0.5074939727783203,-0.012132751310998705,0.4895224012296312
0.5110540390014648,-0.0188671000554275,0.4939093098900494
0.5143160820007324,-0.024953394809598482,0.49911699500951356
0.5179791450500488,-0.03190283404079261,0.5042114695829024
0.5211081504821777,-0.03756528445615317,0.5087964966989523
0.5247011184692383,-0.04453448090278277,0.5141739976375295
0.5278971195220947,-0.0505832752075862,0.518843932663136
0.5315861701965332,-0.057452299283675894,0.5240799204191189
0.5351760387420654,-0.06393481618477698,0.5287498554447254
0.5376379489898682,-0.0695697802538957,0.533051856195587
0.5400290489196777,-0.07363640959229793,0.5363915673048086
0.5442640781402588,-0.08121019754149307,0.5419105814259799
0.5479631423950195,-0.08810941112343564,0.5469484507263311
0.5511641502380371,-0.09408252140207773,0.551222148840674
0.5548450946807861,-0.10088214885601739,0.5559769917758369
0.5581049919128418,-0.10699727103839109,0.5599959661615104
0.5618059635162354,-0.1135065106137343,0.564637598550598
0.5649750232696533,-0.11946775657082184,0.5686848755727902
0.5687141418457031,-0.1262424076994787,0.5732416000523214
0.5719130039215088,-0.13245460813221077,0.5774869955301454
0.5756659507751465,-0.13933785809731353,0.5821569305557519
0.5788490772247314,-0.14521782825099672,0.5862042075779441
0.5826380252838135,-0.15205834975811222,0.5908741426035505
0.5858480930328369,-0.15766013715849295,0.5947799064431487
0.5894920825958252,-0.1642826663278598,0.5993649335591986
0.5925321578979492,-0.17009899031338496,0.6034971184909474
0.5961630344390869,-0.17586919663319525,0.6071198559653572
0.5994119644165039,-0.18246783259945615,0.6122992384483026
0.6031191349029541,-0.18908147772336553,0.6170257787469466
0.6063671112060547,-0.19489972476358772,0.6211579636786955
