Time (s),Reference Current (A),Measured Steering Angle (rad)
0.003515005111694336,0.7869454643235948,0.0
0.007946014404296875,0.7366936169428714,0.0
0.01161503791809082,0.630823101216787,0.00016981581911296178
0.01488804817199707,0.5166059809929373,0.0005660527303765394
0.0185391902923584,0.3647965979578155,0.0011887107337907325
0.021806001663208008,0.21143142560403205,0.0019245792832802337
0.025593042373657227,0.024271520853169085,0.00280196101536387
0.028860092163085938,-0.13150731649724023,0.003509526928334544
0.032601118087768555,-0.30958679678911283,0.004245395477824045
0.03559303283691406,-0.45262102339791027,0.004726540298644104
0.03923797607421875,-0.5891322945019286,0.004952961390794719
0.04245400428771973,-0.6861003151289488,0.004868053481238238
0.04617500305175781,-0.7620628236982387,0.004500119206493488
0.04939007759094238,-0.7956578934408971,0.0039057638395981215
0.053092002868652344,-0.7935007998869685,0.003028382107514485
0.05630612373352051,-0.759609010132724,0.0019245792832802337
0.0597231388092041,-0.6840170732713937,0.00048114482082005843
0.06296706199645996,-0.5863631608625911,-0.0011038028242342517
0.06667399406433105,-0.44562334241786417,-0.0030566847440333124
0.0698850154876709,-0.3030705259283084,-0.004981264027313546
0.07354617118835449,-0.12623690068572954,-0.007217172312300876
0.07718110084533691,0.056054584798914,-0.009368172687731725
0.07943916320800781,0.1882773616319338,-0.010953120332786037
0.08209514617919922,0.3155526791167327,-0.012085225793539114
0.08629798889160156,0.47845173118269896,-0.013387147073405156
0.0902550220489502,0.6213839846563269,-0.01389659453074404
0.09352517127990723,0.7120740712129882,-0.013755081348149905
0.09723114967346191,0.7769353311735326,-0.013217331254292194
0.1004180908203125,0.7989823528099148,-0.012424857431765038
0.10416913032531738,0.7864435586195423,-0.01120784406145548
0.10720109939575195,0.740747510427776,-0.009877620145070612
0.11084914207458496,0.6537046751661911,-0.008151159317422167
0.11405014991760254,0.5478503903898829,-0.0063680932167360675
0.11776113510131836,0.3987587655640268,-0.0041038822952299105
0.12104606628417969,0.2480737338075492,-0.0020377898293555416
0.12491297721862793,0.07673667120159032,0.0002830263651882697
0.12906098365783691,-0.12460589623008911,0.0022925135580249842
0.13228797912597656,-0.2977746722761172,0.003594434837891025
0.13598299026489258,-0.4591069756466814,0.004047277022192256
0.13904309272766113,-0.5827649441593276,0.0039057638395981215
0.14271807670593262,-0.6923280468990025,0.003368013745740409
0.1459641456604004,-0.7593725556870292,0.002603842559732081
0.14965105056762695,-0.7967775687874227,0.0014151318259413483
0.15285897254943848,-0.7957765294037289,0.00016981581911296178
0.15656399726867676,-0.7551584448084762,-0.0016415529180919641
0.15883898735046387,-0.6967125279744966,-0.003226500563146274
0.16299915313720703,-0.5849949371657873,-0.005547316757690085
0.16623902320861816,-0.4632413726315112,-0.0077549224061585886
0.16991901397705078,-0.30167696622272655,-0.010415370238928323
0.17313909530639648,-0.14545626846900692,-0.012622975887396828
0.17716217041015625,0.036488888605523954,-0.014887186808902985
0.17974519729614258,0.20226505763919014,-0.016274015998325505
0.18230915069580078,0.3149534911426659,-0.01686837136522087
0.186568021774292,0.4913250728084835,-0.01717970036692797
0.19003510475158691,0.6155123903077359,-0.017038187184333833
0.19372916221618652,0.7164650929873447,-0.016641950273070256
0.19692707061767578,0.771032358359566,-0.016104200179212543
0.20062017440795898,0.7993636157418876,-0.015141910537572427
0.20367717742919922,0.7890682069980903,-0.013981502440300522
0.2071390151977539,0.7534667183373696,-0.012736186433472135
0.2103590965270996,0.6666792503598502,-0.010924817696267209
0.2140660285949707,0.5477840150463846,-0.008604001501723397
0.21729207038879395,0.4184201718458959,-0.006481303762811376
0.22095799446105957,0.2613132182185718,-0.004132184931748737
0.22413301467895508,0.10285553575833058,-0.0020377898293555416
0.22774004936218262,-0.08404102153209508,-0.00011321054607530787
0.23123908042907715,-0.25423621034955385,0.0011321054607530787
0.23495197296142578,-0.423649765349331,0.0018396713737237529
0.23816299438476562,-0.5516254921180973,0.0021226977389120225
0.24186015129089355,-0.6696135161435723,0.0020943951023931957
0.24505615234375,-0.7439350604662868,0.0018962766467614067
0.2487809658050537,-0.7904792821087888,0.0013019212798660404
0.25196003913879395,-0.7990590458681595,0.0003962369112635775
0.2554171085357666,-0.7703179986690799,-0.0009905922781589438
0.2585921287536621,-0.7115675896003015,-0.002603842559732081
0.2622201442718506,-0.6117354932462735,-0.004641632389087622
0.2654991149902344,-0.4925800906800274,-0.006707724854961991
0.2691981792449951,-0.3350557735224108,-0.00905684368602463
0.2724001407623291,-0.18914382638612376,-0.011349357244049613
0.27622413635253906,0.00040027309513626695,-0.01361356816555577
0.27945709228515625,0.161688944549233,-0.015255121083647735
0.2832491397857666,0.34870507859820143,-0.016528739726994948
0.28679609298706055,0.4964593629450746,-0.01715139773040914
0.290585994720459,0.6322487993304406,-0.017491029368635065
0.2938361167907715,0.7188459817307957,-0.017491029368635065
0.29763102531433105,0.7814735764904387,-0.01709479245737149
0.30084800720214844,0.7997744475039359,-0.016387226544400814
0.3045351505279541,0.782729765665482,-0.015028699991497118
0.3075430393218994,0.7340235590054837,-0.013443752346442808
0.3111450672149658,0.6446912933613372,-0.011377659880568441
0.31434106826782227,0.5361700563061068,-0.009311567414694072
0.31802797317504883,0.38768365953307415,-0.0067643301279996446
0.3212289810180664,0.23786373188945525,-0.004358606023899353
