Time (s),Reference Current (A),Measured Steering Angle (rad)
0.0034050941467285156,0.7881046305819657,0.0
0.006617069244384766,0.7453629883763773,0.0
0.011001110076904297,0.6493345785076903,0.00011321054607530787
0.014760971069335938,0.5271960766228977,0.00045284218430123146
0.018140077590942383,0.3954045995094775,0.0010755001877154247
0.021939992904663086,0.2108072187023438,0.0019245792832802337
0.02502894401550293,0.05179073425771044,0.0027736583788450426
0.02754998207092285,-0.09443549708216212,0.003537829564853371
0.029855012893676758,-0.20230679884792868,0.0041038822952299105
0.03326702117919922,-0.3107908873558325,0.004669935025606449
0.03713107109069824,-0.49476602766678424,0.005547316757690085
0.04053902626037598,-0.6273494161644686,0.006113369488066625
0.04413795471191406,-0.7176002860592097,0.0063680932167360675
0.04743599891662598,-0.7790785365359143,0.006396395853254895
0.05246400833129883,-0.7969071248280962,0.006085066851547798
0.057292938232421875,-0.7445776342206166,0.004952961390794719
0.06269502639770508,-0.6100191786948268,0.003311408472702755
0.06708812713623047,-0.4351282503411118,0.002009487192836715
0.07089114189147949,-0.25608988298052265,-0.0003962369112635775
0.07441115379333496,-0.09611800548332455,-0.002009487192836715
0.0767221450805664,0.05283830522877132,-0.0034246190187780627
0.0791010856628418,0.1732411311686664,-0.004302000750861699
0.08338093757629395,0.3552032229122031,-0.005235987755982989
0.08709216117858887,0.511487561003393,-0.0055756193942089124
0.09028100967407227,0.6193485143980264,-0.005490711484652432
0.09390902519226074,0.7182443126594529,-0.005122777209907681
0.09695315361022949,0.7736263624603134,-0.0043869086604181795
0.10089993476867676,0.7998413657665763,-0.003339711109221582
0.10421609878540039,0.7843525291083174,-0.0020660924658743684
0.1079261302947998,0.726385239000863,-0.0004245395477824045
0.11349010467529297,0.6039630980137518,0.0019528819197990608
0.11750006675720215,0.4322602126525823,0.004783145571681757
0.120758056640625,0.26155786492303273,0.007217172312300876
0.12480497360229492,0.07057909393531281,0.00942477796076938
0.12802410125732422,-0.0983686067186426,0.010839909786710728
0.13165593147277832,-0.2765680079720652,0.01166068624575671
0.13486504554748535,-0.4191614868625016,0.011972015247463807
0.1384871006011963,-0.5587473160867068,0.011830502064869672
0.14182400703430176,-0.6657610226128143,0.011321054607530787
0.14534902572631836,-0.7491681876157251,0.010613488694560112
0.14855504035949707,-0.7902295541670541,0.009481383233807034
0.1523139476776123,-0.7997584663828134,0.008320975136535128
0.15637612342834473,-0.755604381732503,0.0059718563054724895
0.16003799438476562,-0.676617896228557,0.0038491585665604675
0.16370797157287598,-0.5602908181528571,0.0015000397354978292
0.16697907447814941,-0.43170745285603984,-0.0007075659129706742
0.17014098167419434,-0.2967866777520519,-0.0028868689249203507
0.17381501197814941,-0.11963388877171066,-0.004952961390794719
0.17740893363952637,0.040702418697918144,-0.006198277397623106
0.1806180477142334,0.22691242745132986,-0.006877540674074953
0.1843280792236328,0.39702041619335393,-0.00690584331059378
0.18741106986999512,0.5165346038310158,-0.00662281694540551
0.19101905822753906,0.6277908964076323,-0.006141672124585451
0.1941969394683838,0.7237561256000475,-0.005349198302058296
0.19781708717346191,0.7768998917627663,-0.004358606023899353
0.20089411735534668,0.7999677068864373,-0.003028382107514485
0.20493197441101074,0.7784089671803832,-0.0010188949146777708
0.20818710327148438,0.7208120828090855,0.0011038028242342517
0.21137404441833496,0.6375349405039987,0.003226500563146274
0.21507811546325684,0.5094686262492713,0.005773737849840701
0.2187941074371338,0.3601364454964207,0.008207764590459821
0.22197198867797852,0.20901243527227092,0.01072669924063542
0.22544097900390625,0.029299669390781397,0.012424857431765038
0.2286820411682129,-0.13165153289470952,0.013783383984668733
0.23267602920532227,-0.31365085860795094,0.014519252534158233
0.23594212532043457,-0.46492428223882487,0.014943792081940637
0.24000000953674316,-0.6137464912940855,0.014972094718459466
0.24341607093811035,-0.7094194440010624,0.014689068353271195
0.24584698677062988,-0.7612497774801525,0.014207923532451138
0.2501211166381836,-0.7981554264091684,0.01316072598125454
0.2536170482635498,-0.7925276129882206,0.011915409974426153
0.25704002380371094,-0.7444100833005853,0.009792712235514131
0.2608771324157715,-0.6669851308063409,0.00783983031571507
0.2641611099243164,-0.5437727098635733,0.005349198302058296
0.2679300308227539,-0.3916797064934144,0.002745355742326216
0.2711350917816162,-0.24281089799818822,0.0006226580034141933
0.2748079299926758,-0.07052656880630168,-0.0009622896416401169
0.27799296379089355,0.09084061155134587,-0.0022925135580249842
0.28147411346435547,0.2682454741893902,-0.0029434741979580043
0.28508901596069336,0.4299322214303615,-0.003311408472702755
0.28882503509521484,0.5752346565359792,-0.0032831058361839282
0.29202795028686523,0.6752473675055192,-0.003028382107514485
0.2957029342651367,0.7551434110848654,-0.0024057241041002923
0.29890894889831543,0.7927188822954796,-0.0013019212798660404
0.3026139736175537,0.7987662679078883,0.00014151318259413484
