R=1," Q=[0.1, 0.01, 0, 0.01, 0.01, 0, 0, 0, 0.1]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 50 Hz D0.95 delay 1
Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,phi_Gyro_intArd,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,delta_stack,x_stack
0.012068986892700195,0.011641979217529297,4,0.0,0.0209,0.02417045158707823,0.0,0,0.0,0.0209,0.0209,0.0,0.0,0.02,0.02,1.0,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12205323195201626,-0.02732135785799043,0,[[0. 0.]],"[[0.]
 [0.]]"
0.03010702133178711,0.009467124938964844,4,0.0,0.021,0.02417045158707823,0.0,0,0.0,0.021,0.021,0.0,0.01,0.02,0.02,1.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12246143133167761,-0.027408451631522373,0,[[0. 0.]],"[[0.]
 [0.]]"
0.05053591728210449,0.009711980819702148,4,0.0,0.0211,0.02417045158707823,0.0,0,0.0,0.0211,0.0211,0.0,0.01,0.02,0.02,1.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12286963071133893,-0.027495545405054316,0,[[0. 0.]],"[[0.]
 [0.]]"
0.07149386405944824,0.010298013687133789,4,0.0,0.0212,0.02417045158707823,0.0,0,0.0,0.0212,0.0212,0.0,0.01,0.02,0.02,1.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12327783009100025,-0.027582639178586256,0,[[0. 0.]],"[[0.]
 [0.]]"
0.09064888954162598,0.009287118911743164,4,0.0,0.0213,0.02417045158707823,0.0,0,0.0,0.0213,0.0213,0.0,0.01,0.02,0.02,1.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12368602947066158,-0.027669732952118203,0,[[0. 0.]],"[[0.]
 [0.]]"
0.11137890815734863,0.009833812713623047,4,0.0,0.0214,0.02417045158707823,0.0,0,0.0,0.0214,0.0214,0.0,0.01,0.02,0.02,1.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409422885032292,-0.02775682672565014,0,[[0. 0.]],"[[0.]
 [0.]]"
0.13133001327514648,0.00960993766784668,4,0.0,0.0216,0.02417045158707823,0.0,0,0.0,0.0216,0.0216,0.0,0.01,0.02,0.02,1.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12491062760964558,-0.02793101427271403,0,[[0. 0.]],"[[0.]
 [0.]]"
0.1511540412902832,0.009229183197021484,4,0.0,0.0217,0.02417045158707823,0.0,0,0.0,0.0217,0.0217,0.0,0.01,0.02,0.02,1.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253188269893069,-0.02801810804624597,0,[[0. 0.]],"[[0.]
 [0.]]"
0.1729600429534912,0.010807037353515625,4,0.0,0.0218,0.02417045158707823,0.0,0,0.0,0.0218,0.0218,0.0,0.01,0.02,0.02,1.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12572702636896824,-0.02810520181977791,0,[[0. 0.]],"[[0.]
 [0.]]"
0.19146394729614258,0.009119987487792969,4,0.0,0.0219,0.02417045158707823,0.0,0,0.0,0.022,0.0219,0.0,0.01,0.02,0.02,1.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12613522574862956,-0.028192295593309852,0,[[0. 0.]],"[[0.]
 [0.]]"
0.21186089515686035,0.009334087371826172,4,0.0,0.0221,0.024085543677521748,0.0,0,0.0,0.0221,0.0221,0.0,0.01,0.02,0.02,1.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12682256281613913,-0.028334450028465723,0,[[0. 0.]],"[[0.]
 [0.]]"
0.2320389747619629,0.009332895278930664,4,0.0,0.0222,0.023915727858408786,0.0,0,0.0,0.0223,0.0222,0.0,0.01,0.02,0.02,1.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12697263881217422,-0.028357477578181637,0,[[0. 0.]],"[[0.]
 [0.]]"
0.254518985748291,0.01164698600769043,4,0.0,0.0224,0.02360439885670169,0.0,0,0.0,0.0224,0.0224,0.0,0.01,0.02,0.02,1.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12731581136818215,-0.028414210381582806,0,[[0. 0.]],"[[0.]
 [0.]]"
0.2726409435272217,0.009621858596801758,4,0.0,0.0224,0.02320816194543811,0.0,0,0.0,0.0224,0.0224,0.0,0.01,0.02,0.02,1.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267135234730543,-0.028264722526012073,0,[[0. 0.]],"[[0.]
 [0.]]"
0.29286885261535645,0.009572029113769531,4,0.0,0.0226,0.022727017124618054,0.0,0,0.0,0.0226,0.0226,0.0,0.01,0.02,0.03,1.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126798572645436,-0.028257389105597212,0,[[0. 0.]],"[[0.]
 [0.]]"
0.31253695487976074,0.00906515121459961,4,0.0,0.0226,0.02221756966727917,0.0,0,0.0,0.0226,0.0226,0.0,0.01,0.02,0.03,1.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12602420249455734,-0.02806519043414913,0,[[0. 0.]],"[[0.]
 [0.]]"
0.33359599113464355,0.009933948516845703,4,0.0,0.0227,0.021623214300383803,-0.0,0,0.0,0.0226,0.0227,-0.0,0.01,0.02,0.03,1.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1255289700315269,-0.027928052424324976,0,[[0. 0.]],"[[0.]
 [0.]]"
0.3532710075378418,0.009407997131347656,4,0.0,0.0227,0.02105716157000726,-0.0,0,0.0,0.0226,0.0227,-0.0,0.02,0.02,0.03,1.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12466855875277286,-0.027714498344938217,0,[[0. 0.]],"[[0.]
 [0.]]"
0.3736908435821533,0.009649038314819336,4,0.0,0.0227,0.020462806203111895,-0.0,0,0.0,0.0226,0.0227,-0.0,0.01,0.02,0.03,1.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1237651269100811,-0.02749026656158212,0,[[0. 0.]],"[[0.]
 [0.]]"
0.3941948413848877,0.009956121444702148,4,0.0,0.0226,0.019698635017103568,-0.0,0,0.0,0.0224,0.0226,-0.0,0.01,0.02,0.02,1.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219537230410177,-0.027114874780878057,0,[[0. 0.]],"[[0.]
 [0.]]"
0.41509294509887695,0.010567188262939453,4,0.0,0.0224,0.018877858558057587,-0.01,0,0.0,0.0222,0.0224,-0.01,0.01,0.02,0.02,0.99,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12884075454377988,-0.02879270127776617,0,[[0. 0.]],"[[0.]
 [0.]]"
0.45017004013061523,0.021589040756225586,4,0.0,0.0223,0.018255200554643393,-0.01,0,0.0,0.0221,0.0223,-0.01,0.02,0.04,0.04,0.99,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12748610275748912,-0.028470698016908793,0,[[0. 0.]],"[[0.]
 [0.]]"
0.4651029109954834,0.009241819381713867,4,0.0,0.0223,0.017858963643379817,-0.0,0,0.0,0.0221,0.0223,-0.0,0.05,0.04,0.04,1.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11817443750916708,-0.026159542702275267,0,[[0. 0.]],"[[0.]
 [0.]]"
0.48498988151550293,0.00894308090209961,4,0.0,0.022,0.016472134453957295,-0.01,0,0.0,0.0218,0.022,-0.01,0.04,0.0,0.01,1.03,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12355120909042981,-0.027536721346244675,0,[[0. 0.]],"[[0.]
 [0.]]"
0.5055320262908936,0.009326934814453125,4,0.0,0.0212,0.014943792081940637,-0.03,0,0.0,0.0209,0.0212,-0.03,0.03,-0.03,-0.01,1.05,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353812583068916,-0.03058671006177049,0,[[0. 0.]],"[[0.]
 [0.]]"
0.5261309146881104,0.009731054306030273,4,0.0,0.0204,0.014406041988082926,-0.04,0,0.0,0.02,0.0204,-0.04,0.03,-0.04,-0.02,1.05,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14000764990797882,-0.03184875095716033,0,[[0. 0.]],"[[0.]
 [0.]]"
0.5460929870605469,0.009480953216552734,4,0.0,0.0186,0.014151318259413483,-0.07,0,0.0,0.0178,0.0186,-0.07,0.03,-0.06,-0.02,1.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1584010080582181,-0.03666996607504973,0,[[0. 0.]],"[[0.]
 [0.]]"
0.5660068988800049,0.009192943572998047,4,0.0,0.017,0.013443752346442808,-0.08,0,0.0,0.016,0.017,-0.08,0.04,-0.05,-0.02,0.97,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15950368123838846,-0.03717119055836801,0,[[0. 0.]],"[[0.]
 [0.]]"
0.5925748348236084,0.015592098236083984,4,0.0,0.0145,0.013273936527329847,-0.1,0,0.0,0.0132,0.0145,-0.1,0.01,-0.04,-0.0,0.95,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16645932806961738,-0.03925311491437903,0,[[0. 0.]],"[[0.]
 [0.]]"
0.6273829936981201,0.0220029354095459,4,0.0,0.0126,0.013273936527329847,-0.11,0,0.0,0.0111,0.0126,-0.11,-0.01,-0.03,-0.0,0.95,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1674129172092463,-0.039760000676334936,0,[[0. 0.]],"[[0.]
 [0.]]"
0.6603939533233643,0.017666101455688477,4,0.0,0.0085,0.013273936527329847,-0.13,0,0.0,0.0066,0.0085,-0.13,-0.03,-0.04,-0.01,0.98,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16809549734952023,-0.04051249087965091,0,[[0. 0.]],"[[0.]
 [0.]]"
0.6901519298553467,0.013655900955200195,4,0.0,0.0038,0.013273936527329847,-0.14,0,0.0,0.0017,0.0038,-0.14,-0.02,-0.03,-0.01,1.01,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15761950385863194,-0.03858075098271244,0,[[0. 0.]],"[[0.]
 [0.]]"
0.7072548866271973,0.010584115982055664,4,0.0,-0.002,0.013273936527329847,-0.15,0,0.0,-0.0043,-0.002,-0.15,-0.01,-0.0,0.0,1.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142653317191469,-0.03569097957692261,0,[[0. 0.]],"[[0.]
 [0.]]"
0.7271490097045898,0.010298013687133789,4,0.0,-0.0043,0.013273936527329847,-0.14,0,0.0,-0.0066,-0.0043,-0.14,-0.01,-0.0,0.0,0.98,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12455535410606426,-0.031526155326625144,0,[[0. 0.]],"[[0.]
 [0.]]"
0.7468149662017822,0.00978398323059082,4,0.0,-0.0077,0.013273936527329847,-0.14,0,0.0,-0.01,-0.0077,-0.14,-0.01,-0.0,-0.0,0.96,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11067657519757906,-0.02856496702653912,0,[[0. 0.]],"[[0.]
 [0.]]"
0.7681789398193359,0.010944843292236328,4,0.0,-0.0099,0.013273936527329847,-0.14,0,0.0,-0.0121,-0.0099,-0.14,-0.01,-0.0,-0.01,0.98,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10169618884502983,-0.0266489040088364,0,[[0. 0.]],"[[0.]
 [0.]]"
