Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,CurrentReading,MotorRPM,phi_Gyro_intArd
3.3861589431762695,0.01011204719543457,3.9,3.8581660859433375,0.08524615058581035,0.010839909786710728,0.01,0,0.0,0.1046,0.1047,0.01,0.04,0.11,0.1,0.99,3.94,14303.3,11.96
3.4260947704315186,0.009868860244750977,3.9,3.8581660859433375,0.08538623412554004,0.010839909786710728,0.0,0,0.0,0.1049,0.1049,0.0,0.04,0.11,0.11,1.01,3.97,14232.97,11.98
3.466326951980591,0.009930133819580078,3.9,3.8937532160303254,0.08524832484743423,0.010839909786710728,0.0,0,0.0,0.1051,0.1052,0.0,0.01,0.09,0.1,0.99,3.91,14285.71,11.99
3.5062878131866455,0.009715795516967773,3.9,3.8937532160303254,0.08497200570708484,0.010839909786710728,-0.0,0,0.0,0.1047,0.105,-0.0,0.0,0.08,0.09,0.98,3.97,14263.74,11.99
3.547069549560547,0.010321855545043945,3.9,3.8937532160303254,0.08459664067212132,0.010839909786710728,-0.01,0,0.0,0.1042,0.1046,-0.01,0.01,0.1,0.11,0.99,3.93,14298.9,11.96
3.586869239807129,0.009950876235961914,3.9,3.868652035804262,0.08435133320003116,0.010839909786710728,-0.01,0,0.0,0.1036,0.104,-0.01,0.01,0.11,0.11,1.01,3.91,14417.58,11.93
3.6268465518951416,0.009755134582519531,3.9,3.868652035804262,0.08358118395401315,0.010839909786710728,-0.02,0,0.0,0.103,0.1035,-0.02,0.01,0.1,0.11,1.0,3.9,14285.71,11.9
3.667025566101074,0.009758949279785156,3.9,3.9188325799063586,0.08297995700176793,0.010839909786710728,-0.02,0,0.0,0.1022,0.1027,-0.02,0.02,0.11,0.11,0.99,3.88,14325.27,11.85
3.707275867462158,0.009837150573730469,3.9,3.9188325799063586,0.08263167138035547,0.010839909786710728,-0.01,0,0.0,0.1016,0.1021,-0.01,0.03,0.1,0.1,0.99,4.01,14360.44,11.82
3.747799873352051,0.010167121887207031,3.9,3.9188325799063586,0.08174427133465235,0.010839909786710728,-0.02,0,0.0,0.1011,0.1016,-0.02,-0.0,0.09,0.09,0.99,3.84,14268.13,11.79
3.7874958515167236,0.009690999984741211,3.9,3.886255858957541,0.08087382059426933,0.010839909786710728,-0.02,0,0.0,0.1002,0.1007,-0.02,0.02,0.09,0.09,0.99,3.97,14514.29,11.75
