Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az
0.010116100311279297,0.010116100311279297,3,0.0,0.0013319950002999787,-0.004217092841305218,0.0,0.06422279406715706,0.0,0.0012,0.0012,0.0,0.0,0.01,0.01,1.0
0.04909324645996094,0.008907079696655273,3,0.0,-0.0093575,-0.0048963561177570655,0.01,-0.24031235528240716,0.0,-0.0095,-0.0096,0.01,0.02,-0.0,-0.01,1.0
0.0894160270690918,0.009035825729370117,3,0.0,-0.008916495000299979,-0.0050378693003512,0.02,-0.1407240218859267,0.0,-0.0089,-0.0091,0.02,0.03,-0.01,-0.01,1.0
0.12968182563781738,0.009112834930419922,3,0.0,-0.00847546000959726,-0.010868212423229554,0.02,-0.10303300481882643,0.0,-0.0083,-0.0086,0.02,0.0,-0.02,-0.03,1.0
0.1696937084197998,0.008932828903198242,3,0.0,-0.008029995000299979,-0.0191042796502082,0.01,-0.13924135531009643,0.0,-0.008,-0.0082,0.01,0.0,-0.01,-0.01,1.0
0.20989274978637695,0.008939027786254883,3,0.0,-0.0071905,-0.025783701868651365,0.02,-0.0008930840511441329,0.0,-0.0073,-0.0076,0.02,0.01,0.0,-0.0,1.0
0.25011491775512695,0.008970022201538086,3,0.0,-0.006355495000299979,-0.03229330826798157,0.03,0.13666226205105683,0.0,-0.0063,-0.0067,0.03,-0.01,-0.01,-0.02,1.0
0.29042696952819824,0.009077072143554688,3,0.0,-0.005618960009597258,-0.03577453255979728,0.03,0.17643256442785243,0.0,-0.0054,-0.0058,0.03,-0.01,-0.02,-0.02,1.0
0.3304789066314697,0.00892496109008789,3,0.0,-0.0042355,-0.03257633463316984,0.03,0.21506246260079107,0.0,-0.0043,-0.0047,0.03,-0.0,-0.0,-0.01,1.0
0.37137508392333984,0.008975028991699219,3,0.0,-0.002111134927146831,-0.02946304461609887,0.05,0.446986619170912,0.0,-0.0026,-0.0031,0.05,-0.0,0.03,0.01,1.0
