R=1," Q=[10, -9, -9, 10]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,pot
4.52318,0.01243,3.72971,0.03562,0.04243,0.01667,0.00000,-0.02391,0.18385,0.99692,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01296,0.00318,0.00000,-0.07000
4.54471,0.01236,3.72971,0.03556,0.04350,0.01392,0.00000,-0.02196,0.02318,0.81356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01334,0.00323,0.00000,-0.06000
4.56654,0.01225,3.72971,0.03143,0.04327,-0.02150,0.00000,-0.02959,-0.04166,1.09153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01483,0.00326,0.00000,-0.08000
4.58845,0.01321,3.92157,0.03765,0.04282,-0.00425,0.00000,-0.01366,0.17452,1.09983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01277,0.00301,0.00000,-0.08000
4.61481,0.01277,3.92157,0.03317,0.04112,0.01576,0.00000,0.01488,-0.05679,0.93800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01083,0.00260,0.00000,-0.07000
4.63818,0.01324,3.92157,0.03488,0.03923,0.02339,0.00000,0.05813,0.06448,1.11087,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01030,0.00259,0.00000,-0.06000
4.66038,0.01179,3.92157,0.03286,0.03846,0.02523,0.00000,-0.03819,-0.01476,0.90408,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00246,0.00000,-0.08000
4.68285,0.01288,3.92157,0.03387,0.03838,0.03714,0.00000,0.04856,0.03050,0.80520,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00929,0.00243,0.00000,-0.07000
4.71063,0.01386,3.92157,0.03783,0.03999,0.02996,0.00000,0.00159,0.10638,1.10215,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01047,0.00272,0.00000,-0.08000
4.73687,0.01223,3.92157,0.04227,0.04339,0.04477,0.00000,-0.02245,0.08076,0.77580,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01086,0.00294,0.00000,-0.06000
4.75972,0.01307,3.92157,0.03852,0.04610,0.01423,0.00000,-0.01275,-0.03483,0.90951,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01250,0.00301,0.00000,-0.08000
4.78295,0.01348,4.17244,0.03859,0.04828,-0.01066,0.00000,0.09034,0.05527,1.23690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01218,0.00271,0.00000,-0.09000
4.80441,0.01273,4.17244,0.03421,0.04984,0.02263,0.00000,-0.02544,-0.04947,0.83198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01051,0.00237,0.00000,-0.07000
4.82446,0.01280,4.17244,0.02972,0.05004,0.00323,0.00000,0.02855,-0.04923,0.86522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01096,0.00227,0.00000,-0.08000
4.84548,0.01292,4.17244,0.03087,0.05063,-0.03342,0.00000,0.03196,0.07808,1.17669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01280,0.00253,0.00000,-0.08000
4.86763,0.01141,4.17244,0.03271,0.05242,-0.01585,0.00000,0.02434,0.07479,1.00125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01249,0.00256,0.00000,-0.08000
4.89121,0.01138,4.17244,0.02978,0.05290,-0.02288,0.00000,0.09961,-0.01580,1.01205,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01259,0.00247,0.00000,-0.07000
4.91635,0.01318,4.17244,0.02977,0.05394,-0.05067,0.00000,0.01830,0.05606,1.06305,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01400,0.00264,0.00000,-0.07000
4.93453,0.01096,4.17244,0.02905,0.05539,-0.04120,0.00000,0.04069,0.02586,0.83979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01374,0.00258,0.00000,-0.08000
4.95686,0.01349,4.17244,0.02538,0.05709,-0.05388,0.00000,0.04355,-0.02330,1.05603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01421,0.00252,0.00000,-0.06000
4.98100,0.01198,3.68507,0.02475,0.05720,-0.07297,0.00000,0.06484,0.05685,1.21286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02038,0.00378,0.00000,-0.07000
5.00403,0.01227,3.68507,0.02272,0.05610,-0.07419,0.00000,-0.03489,0.01427,0.87907,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01991,0.00363,0.00000,-0.07000
5.02909,0.01393,3.68507,0.01921,0.05349,-0.08106,0.00000,0.05039,-0.01116,0.93806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01924,0.00340,0.00000,-0.08000
5.05338,0.01345,3.68507,0.02018,0.04950,-0.07954,0.00000,0.03501,0.08302,1.08000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01848,0.00334,0.00000,-0.06000
5.07419,0.01335,3.68507,0.02034,0.04642,-0.04808,0.00000,-0.00073,0.03825,0.92366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01587,0.00299,0.00000,-0.07000
5.09891,0.01196,3.68507,0.01257,0.04243,-0.04716,0.00000,0.01775,-0.11431,1.02626,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01374,0.00238,0.00000,-0.06000
5.12367,0.01289,3.68507,0.01417,0.03977,-0.04731,0.00000,-0.03581,0.07168,1.10258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01346,0.00241,0.00000,-0.08000
5.14485,0.01389,3.68507,0.01837,0.03824,-0.01387,0.00000,0.01397,0.09406,0.90402,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01170,0.00235,0.00000,-0.08000
5.16706,0.01243,3.92329,0.01512,0.03679,-0.01601,0.00000,0.01159,-0.04362,1.10874,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00943,0.00175,0.00000,-0.08000
5.18884,0.01308,3.92329,0.01889,0.03648,-0.01921,0.00000,0.02562,0.10998,1.11539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01002,0.00197,0.00000,-0.08000
5.21011,0.01152,3.92329,0.01334,0.03654,-0.01326,0.00000,-0.03471,-0.06869,0.78684,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00902,0.00163,0.00000,-0.07000
5.23249,0.01394,3.92329,0.01283,0.03705,-0.02471,0.00000,0.00732,0.01232,0.90207,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00965,0.00170,0.00000,-0.08000
5.25437,0.01336,3.92329,0.01259,0.03835,-0.03449,0.00000,0.08833,0.02763,1.16900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01037,0.00178,0.00000,-0.08000
5.27605,0.01196,3.92329,0.01336,0.03999,-0.02181,0.00000,-0.06387,0.03373,0.93001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01010,0.00177,0.00000,-0.09000
5.29844,0.01140,3.92329,0.01523,0.04124,-0.02548,0.00000,0.01208,0.05496,0.88926,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01076,0.00192,0.00000,-0.06000
5.31999,0.01341,3.92329,0.01604,0.04214,-0.04960,0.00000,0.05069,0.06076,1.16181,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01230,0.00215,0.00000,-0.08000
5.34360,0.01315,4.20195,0.02069,0.04299,-0.03723,0.00000,0.07198,0.12499,0.99875,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01054,0.00191,0.00000,-0.08000
5.36930,0.01091,4.20195,0.01423,0.04342,-0.02868,0.00000,0.06838,-0.08473,0.90914,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00961,0.00159,0.00000,-0.08000
5.39093,0.01375,4.20195,0.01353,0.04322,-0.06060,0.00000,0.02769,0.02397,1.12142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01090,0.00172,0.00000,-0.08000
5.41192,0.01218,4.20195,0.01183,0.04274,-0.04319,0.00000,0.06185,-0.00256,1.02608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00990,0.00155,0.00000,-0.07000
5.43385,0.01255,4.20195,0.00802,0.04234,-0.05510,0.00000,0.02166,-0.04191,1.00931,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00999,0.00144,0.00000,-0.08000
5.45344,0.01236,4.20195,0.00865,0.04087,-0.06381,0.00000,0.07302,0.05209,1.13930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01019,0.00148,0.00000,-0.08000
5.47393,0.01307,4.20195,0.00536,0.03943,-0.05510,0.00000,0.03074,-0.03495,0.97673,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00926,0.00127,0.00000,-0.07000
5.49456,0.01186,4.20195,0.00345,0.03812,-0.05128,0.00000,0.00464,-0.00970,0.83863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00870,0.00114,0.00000,-0.07000
5.52049,0.01291,3.71656,0.00238,0.03674,-0.06274,0.00000,0.04862,0.01482,1.21457,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01167,0.00166,0.00000,-0.08000
5.54420,0.01381,3.71656,0.00209,0.03592,-0.03418,0.00000,0.01909,0.01171,1.04719,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00968,0.00138,0.00000,-0.07000
5.56444,0.01309,3.71656,0.00166,0.03470,-0.04701,0.00000,-0.04386,0.01037,0.87023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01017,0.00143,0.00000,-0.08000
5.58737,0.01251,3.71656,0.00031,0.03275,-0.05144,0.00000,0.06137,-0.00146,1.09464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00984,0.00133,0.00000,-0.09000
5.61127,0.01160,3.71656,0.00319,0.03085,-0.02792,0.00000,-0.06533,0.06521,0.92067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00845,0.00126,0.00000,-0.08000
5.63182,0.01310,3.71656,-0.00120,0.02915,-0.02746,0.00000,-0.00921,-0.06917,0.92549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00739,0.00094,0.00000,-0.08000
5.65409,0.01333,3.71656,0.00073,0.02726,-0.03739,0.00000,0.02525,0.05960,1.13491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00793,0.00109,0.00000,-0.06000
5.67455,0.01271,3.71656,0.00139,0.02677,-0.00211,0.00000,-0.10632,0.01421,0.95569,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00574,0.00082,0.00000,-0.08000
5.70070,0.01183,3.71656,0.00519,0.02765,0.00782,0.00000,0.02275,0.06887,0.93702,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00590,0.00100,0.00000,-0.06000
5.72368,0.01155,3.90358,0.01202,0.02918,0.01515,0.00000,0.07680,0.16366,1.20011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00608,0.00122,0.00000,-0.08000
5.74402,0.01177,3.90358,0.01133,0.03091,0.03927,0.00000,0.02477,-0.01574,0.92263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00501,0.00106,0.00000,-0.08000
5.76689,0.01353,3.90358,0.00837,0.03161,0.02523,0.00000,0.07655,-0.04618,0.79300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00551,0.00101,0.00000,-0.07000
5.78797,0.01152,3.90358,0.01014,0.03193,0.00339,0.00000,0.00927,0.04642,1.09403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00697,0.00127,0.00000,-0.08000
5.81013,0.01306,3.90358,0.01033,0.03198,0.02324,0.00000,0.09913,0.00543,1.05780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00594,0.00114,0.00000,-0.06000
5.83333,0.01294,3.90358,0.01215,0.03113,0.01698,0.00000,-0.03398,0.03282,0.83777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00636,0.00126,0.00000,-0.07000
5.85443,0.01327,3.90358,0.01241,0.03119,0.02278,0.00000,-0.00189,0.00915,1.08488,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00609,0.00124,0.00000,-0.08000
5.88109,0.01293,3.90358,0.01564,0.03331,0.03103,0.00000,0.06149,0.06283,1.01656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00645,0.00140,0.00000,-0.07000
5.90148,0.01325,4.16208,0.01508,0.03493,0.04935,0.00000,0.05008,-0.01372,0.90683,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00500,0.00109,0.00000,-0.08000
5.91852,0.00929,4.16208,0.01584,0.03594,0.02935,0.00000,0.04349,0.02043,1.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00615,0.00125,0.00000,-0.08000
5.94473,0.01412,4.16208,0.01725,0.03677,0.02492,0.00000,-0.01006,0.03367,1.01656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00662,0.00136,0.00000,-0.09000
5.96615,0.01160,4.16208,0.01368,0.03725,0.01973,0.00000,0.02367,-0.06289,0.99162,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00657,0.00123,0.00000,-0.08000
5.99128,0.01201,4.16208,0.01471,0.03798,-0.00287,0.00000,0.03953,0.03928,1.09953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00781,0.00141,0.00000,-0.08000
6.01373,0.01248,4.16208,0.01638,0.03957,0.01438,0.00000,0.03886,0.04148,0.97014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00746,0.00143,0.00000,-0.08000
6.03375,0.01060,4.16208,0.00859,0.04144,0.00675,0.00000,-0.03178,-0.11828,0.82503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00732,0.00116,0.00000,-0.08000
6.05594,0.01236,4.16208,0.00858,0.04274,-0.01769,0.00000,0.06801,0.01641,1.10807,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00863,0.00131,0.00000,-0.06000
6.08115,0.01289,3.71495,0.00557,0.04534,0.00110,0.00000,-0.07533,-0.05478,1.04871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00995,0.00156,0.00000,-0.07000
6.10610,0.01309,3.71495,0.00229,0.04676,-0.00959,0.00000,0.09766,-0.05203,0.92909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01038,0.00148,0.00000,-0.08000
6.13108,0.01263,3.71495,0.00418,0.04698,-0.02471,0.00000,0.01372,0.05758,1.09458,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01166,0.00173,0.00000,-0.07000
6.15251,0.01036,3.71495,0.00405,0.04644,-0.00165,0.00000,-0.00067,0.00195,0.92080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01010,0.00152,0.00000,-0.08000
6.17435,0.01353,3.71495,-0.00061,0.04492,-0.00593,0.00000,-0.03294,-0.06869,0.78598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00933,0.00122,0.00000,-0.07000
6.20052,0.01183,3.71495,0.00326,0.04217,-0.01814,0.00000,-0.01879,0.09699,1.11410,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01014,0.00149,0.00000,-0.08000
6.22674,0.01221,3.71495,0.00306,0.04110,0.01683,0.00000,-0.09504,-0.00799,0.84839,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00772,0.00116,0.00000,-0.06000
6.24900,0.01335,3.71495,0.00340,0.03994,0.00430,0.00000,-0.04355,0.00756,0.94184,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00832,0.00125,0.00000,-0.07000
6.27083,0.01294,3.91670,0.00526,0.04016,0.02599,0.00000,0.06448,0.03569,1.17663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00659,0.00103,0.00000,-0.08000
6.29333,0.01240,3.91670,0.00139,0.04172,0.04508,0.00000,-0.06917,-0.08150,0.87065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00537,0.00073,0.00000,-0.07000
6.31716,0.01153,3.91670,0.00189,0.04265,0.03729,0.00000,0.09748,-0.00476,0.93897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00602,0.00083,0.00000,-0.07000
6.33925,0.01334,3.91670,0.00028,0.04347,0.01866,0.00000,0.03117,-0.03910,1.04322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00695,0.00089,0.00000,-0.08000
6.35824,0.00965,3.91670,0.00351,0.04438,0.04034,0.00000,-0.00579,0.04362,0.91049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00637,0.00094,0.00000,-0.08000
6.37893,0.01257,3.91670,0.00006,0.04452,0.01835,0.00000,0.00982,-0.06740,0.93001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00713,0.00091,0.00000,-0.08000
6.40307,0.01211,3.91670,0.00096,0.04446,0.01683,0.00000,-0.01006,0.01122,1.11728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00731,0.00096,0.00000,-0.09000
6.42349,0.01150,3.91670,-0.00053,0.04565,0.03943,0.00000,-0.05923,-0.03672,0.84137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00614,0.00076,0.00000,-0.08000
6.45067,0.01385,4.16594,-0.00126,0.04729,0.04095,0.00000,0.11871,-0.03642,1.03127,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00574,0.00064,0.00000,-0.08000
6.47098,0.01087,4.16594,0.00193,0.04998,0.03485,0.00000,0.06753,0.05527,1.14302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00677,0.00087,0.00000,-0.08000
6.49254,0.01298,4.16594,0.00359,0.05383,0.03546,0.00000,-0.03617,0.02123,1.00735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00754,0.00102,0.00000,-0.06000
6.51440,0.01277,4.16594,-0.00173,0.05703,0.01591,0.00000,0.04874,-0.10785,0.98070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00840,0.00094,0.00000,-0.07000
6.53283,0.01111,4.16594,-0.00386,0.05938,-0.01204,0.00000,0.08265,-0.04721,1.17687,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00982,0.00104,0.00000,-0.08000
6.55373,0.01362,4.16594,-0.00909,0.06153,-0.01051,0.00000,-0.00183,-0.09766,0.93428,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00957,0.00084,0.00000,-0.08000
6.57298,0.01088,4.16594,-0.01075,0.06255,-0.02089,0.00000,0.08705,-0.02788,0.81423,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01004,0.00084,0.00000,-0.07000
6.59515,0.01233,4.16594,-0.01361,0.06150,-0.05159,0.00000,0.05557,-0.05094,1.03804,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01095,0.00086,0.00000,-0.09000
6.61530,0.01332,4.16594,-0.01108,0.05935,-0.03189,0.00000,0.02836,0.05307,1.07671,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00997,0.00083,0.00000,-0.08000
6.63464,0.01181,4.16594,-0.01383,0.05754,-0.02838,0.00000,-0.01403,-0.04978,0.91762,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00925,0.00065,0.00000,-0.07000
6.65886,0.01266,3.72265,-0.01043,0.05445,-0.03082,0.00000,0.09668,0.07100,1.04584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01121,0.00107,0.00000,-0.08000
6.68194,0.01383,3.72265,-0.01069,0.05352,-0.02395,0.00000,0.09174,-0.00683,1.10843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01056,0.00097,0.00000,-0.08000
6.70453,0.01236,3.72265,-0.01177,0.05431,-0.00761,0.00000,-0.03434,-0.02355,0.82393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00954,0.00079,0.00000,-0.06000
6.72433,0.01323,3.72265,-0.01884,0.05530,-0.01769,0.00000,-0.00244,-0.13231,0.89414,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00926,0.00046,0.00000,-0.08000
6.74610,0.01202,3.72265,-0.02009,0.05669,-0.04640,0.00000,0.04575,-0.02910,1.12820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01112,0.00066,0.00000,-0.08000
6.76698,0.01192,3.72265,-0.01606,0.05714,-0.03540,0.00000,-0.06576,0.06985,0.93019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01116,0.00083,0.00000,-0.07000
6.78446,0.01072,3.72265,-0.02213,0.05646,-0.05037,0.00000,-0.07046,-0.11139,0.92427,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01100,0.00056,0.00000,-0.08000
6.80519,0.01067,3.72265,-0.02153,0.05392,-0.08457,0.00000,-0.02007,0.02556,1.12252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01270,0.00081,0.00000,-0.08000
6.83008,0.01031,3.88466,-0.01834,0.05137,-0.04014,0.00000,0.01031,0.05948,0.95831,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00927,0.00049,0.00000,-0.08000
6.85150,0.01319,3.88466,-0.02049,0.04851,-0.03678,0.00000,0.02373,-0.04441,0.93489,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00827,0.00028,0.00000,-0.08000
6.87421,0.01379,3.88466,-0.01833,0.04483,-0.03342,0.00000,0.09845,0.03922,1.07018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00769,0.00029,0.00000,-0.07000
6.90073,0.01170,3.88466,-0.01649,0.04424,-0.01692,0.00000,-0.07198,0.02373,0.84711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00693,0.00026,0.00000,-0.08000
6.92077,0.01167,3.88466,-0.01602,0.04511,-0.02257,0.00000,0.02074,0.00067,0.88297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00746,0.00035,0.00000,-0.08000
6.94046,0.01047,3.88466,-0.01777,0.04627,-0.03784,0.00000,0.03941,-0.04282,1.18291,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00827,0.00039,0.00000,-0.06000
6.96440,0.01323,3.88466,-0.01883,0.04761,-0.04487,0.00000,-0.04813,-0.01861,0.99430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00876,0.00041,0.00000,-0.08000
6.98383,0.01272,3.88466,-0.01448,0.04811,-0.04059,0.00000,-0.01092,0.06667,0.80441,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00920,0.00063,0.00000,-0.08000
7.00732,0.01226,4.18425,-0.01737,0.04687,-0.05327,0.00000,0.08699,-0.05337,1.08702,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00821,0.00041,0.00000,-0.07000
7.02851,0.01300,4.18425,-0.01527,0.04509,-0.04991,0.00000,0.00970,0.04673,1.04395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00798,0.00045,0.00000,-0.07000
7.05347,0.01218,4.18425,-0.01715,0.04203,-0.02990,0.00000,0.00464,-0.03660,0.97325,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00641,0.00020,0.00000,-0.08000
7.07783,0.01210,4.18425,-0.01873,0.03940,-0.03876,0.00000,0.01854,-0.03532,1.12917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00622,0.00013,0.00000,-0.08000
7.09477,0.01016,4.18425,-0.01603,0.03764,-0.02273,0.00000,0.02397,0.04044,0.93891,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00550,0.00013,0.00000,-0.08000
