R=1," Q=[10, -9, -9, 10]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,pot
0.00826,0.00748,0.00000,0.03330,-0.03914,-0.00211,0.00000,0.02159,0.05539,0.99406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07829,-0.01470,0.00000,0.00000
0.02304,0.00737,0.00000,0.03446,-0.03914,0.00247,0.00000,0.02379,0.05551,0.99387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07903,-0.01471,0.00000,0.00000
0.03847,0.00799,0.00000,0.03537,-0.03914,0.00018,0.00000,0.02123,0.05222,0.99216,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08473,-0.01600,0.00000,0.00000
0.05239,0.00691,0.00000,0.03615,-0.03914,0.00415,0.00000,0.01214,0.04935,0.98972,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08447,-0.01582,0.00000,0.00000
0.07113,0.00902,0.00000,0.03722,-0.03914,0.00217,0.00000,0.00823,0.05636,0.99546,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09053,-0.01718,0.00000,0.00000
0.08995,0.00890,0.00000,0.03832,-0.03914,0.00705,0.00000,0.01781,0.05691,0.99961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09080,-0.01709,0.00000,0.00000
0.10767,0.00731,0.00000,0.03933,-0.03914,0.00812,0.00000,0.00537,0.05557,0.99399,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09399,-0.01774,0.00000,0.00000
0.12613,0.00812,0.00000,0.04021,-0.03914,0.00293,0.00000,0.01623,0.05551,0.99454,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10207,-0.01962,0.00000,0.00000
0.14491,0.00857,0.00000,0.04142,-0.03914,0.00201,0.00000,0.00183,0.06326,0.98942,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10784,-0.02088,0.00000,0.00000
0.16186,0.00692,0.00000,0.04089,-0.03914,0.00705,0.00000,0.04233,0.02861,1.00522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10127,-0.01932,0.00000,0.00000
0.17644,0.00831,0.00000,0.04324,-0.03914,0.01484,0.00000,0.08253,0.07710,0.91049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10407,-0.01968,0.00000,0.00000
0.18877,0.00506,0.00000,0.04279,-0.03926,-0.00135,0.00000,-0.10132,0.03239,0.92964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11617,-0.02275,0.00000,0.00000
0.20743,0.00666,0.00000,0.04236,-0.03937,0.00721,0.00000,-0.01311,0.03257,1.02029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10681,-0.02048,0.00000,0.00000
0.22238,0.00813,0.00000,0.04663,-0.03937,0.02293,0.00000,0.15799,0.13237,1.07470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11052,-0.02080,0.00000,0.00000
0.24136,0.00978,0.00000,0.03874,-0.03948,0.01820,0.00000,-0.12432,-0.12023,1.00510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08227,-0.01491,0.00000,0.00000
0.25994,0.00899,0.00000,0.05230,-0.04008,-0.02914,0.00000,-0.64587,0.38625,0.97081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17795,-0.03673,0.00000,0.00000
0.27516,0.00728,0.00000,0.05544,-0.04039,0.05455,0.00000,0.60341,0.13030,1.15662,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11741,-0.02126,0.00000,0.00000
0.28832,0.00647,0.00000,0.05450,-0.04067,0.00094,0.00000,-0.16305,0.04160,1.13399,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15981,-0.03191,0.00000,0.00000
0.30831,0.00882,0.00000,0.05715,-0.04067,0.03759,0.00000,-0.43304,0.10602,1.03932,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13870,-0.02630,0.00000,0.00000
0.32310,0.00789,0.00000,0.05721,-0.04067,0.06127,0.00000,0.59841,0.04776,0.98808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11837,-0.02124,0.00000,0.00000
0.33928,0.00664,0.00000,0.05453,-0.04053,0.02858,0.00000,0.40040,-0.00543,1.02724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13608,-0.02602,0.00000,0.00000
0.35587,0.00661,0.00000,0.05605,-0.04010,-0.02456,0.00000,-0.63172,0.11157,1.01882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18921,-0.03899,0.00000,0.00000
0.37635,0.00757,0.00000,0.06556,-0.04005,-0.01601,0.00000,0.32562,0.30030,1.11661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22070,-0.04545,0.00000,0.00000
0.39000,0.00652,0.00000,0.05928,-0.04002,-0.01341,0.00000,0.52368,-0.07296,1.18053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19285,-0.03943,0.00000,0.00000
0.40550,0.00725,0.00000,0.06396,-0.03960,0.01102,0.00000,0.03953,0.17178,1.13753,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19130,-0.03838,0.00000,0.00000
0.41898,0.00553,0.00000,0.06184,-0.03810,0.07822,0.00000,0.09394,-0.00073,0.92500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12642,-0.02258,0.00000,0.00000
0.43388,0.00805,0.00000,0.05676,-0.03603,0.03225,0.00000,0.04002,-0.04136,0.84759,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14883,-0.02887,0.00000,0.00000
0.44790,0.00705,0.00000,0.05577,-0.03382,-0.00532,0.00000,-0.33434,0.03239,0.77488,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18089,-0.03697,0.00000,0.00000
0.46397,0.00800,0.00000,0.05490,-0.03153,0.05210,0.00000,0.39839,0.02666,1.14521,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13079,-0.02466,0.00000,0.00000
0.47659,0.00591,0.00000,0.05922,-0.03017,0.04813,0.00000,-0.02916,0.16385,1.27032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15394,-0.02979,0.00000,0.00000
0.48948,0.00531,0.00000,0.06264,-0.02938,-0.00348,0.00000,-0.29829,0.14689,1.09635,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21408,-0.04423,0.00000,0.00000
0.50722,0.00951,0.00000,0.06599,-0.02912,0.06340,0.00000,0.23589,0.10199,0.87614,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16989,-0.03278,0.00000,0.00000
0.52294,0.00633,0.00000,0.05801,-0.02912,0.03118,0.00000,0.39211,-0.09913,0.86596,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16539,-0.03280,0.00000,0.00000
0.53908,0.00777,0.00000,0.05133,-0.02915,-0.01020,0.00000,-0.56907,-0.07649,0.88188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17412,-0.03592,0.00000,0.00000
0.55410,0.00802,0.00000,0.05402,-0.02915,0.03378,0.00000,-0.49135,0.13261,1.29436,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14677,-0.02875,0.00000,0.00000
0.57469,0.00902,0.00000,0.05493,-0.02864,0.10357,0.00000,0.29536,0.03245,1.17462,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09049,-0.01465,0.00000,0.00000
0.59341,0.00903,0.00000,0.06398,-0.02686,0.06417,0.00000,-0.20856,0.13969,0.60475,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16446,-0.03172,0.00000,0.00000
0.60813,0.00800,0.00000,0.03136,-0.02479,0.05943,0.00000,-0.14561,-0.42023,0.59170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03858,-0.00511,0.00000,0.00000
0.62111,0.00545,0.00000,0.02765,-0.02324,-0.01601,0.00000,0.08729,-0.03501,0.91433,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09150,-0.01878,0.00000,0.00000
0.63649,0.00591,0.00000,0.03539,-0.02247,-0.06640,0.00000,-0.06740,0.25882,1.26038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16814,-0.03670,0.00000,0.00000
0.65344,0.00735,0.00000,0.03567,-0.02270,0.00965,0.00000,0.00531,0.04990,1.30936,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10271,-0.02042,0.00000,0.00000
0.67446,0.01024,0.00000,0.03225,-0.02394,0.03469,0.00000,0.13640,-0.04374,0.94337,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06504,-0.01156,0.00000,0.00000
0.69506,0.00903,0.00000,0.04306,-0.02485,-0.09282,0.00000,-0.43060,0.21484,0.58395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21885,-0.04819,0.00000,0.00000
0.71342,0.00671,0.00000,0.05460,-0.02595,-0.04899,0.00000,-0.16848,0.31342,1.03212,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22609,-0.04835,0.00000,0.00000
0.72856,0.00743,0.00000,0.05836,-0.02672,-0.04105,0.00000,0.01696,0.18385,1.30314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23336,-0.04962,0.00000,0.00000
0.74450,0.00713,0.00000,0.06889,-0.02706,-0.00730,0.00000,0.22979,0.32263,1.13698,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24644,-0.05137,0.00000,0.00000
0.76387,0.01026,0.00000,0.06376,-0.02652,-0.04090,0.00000,-0.49861,-0.01897,0.84186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25559,-0.05437,0.00000,0.00000
0.77918,0.00825,0.00000,0.05441,-0.02318,-0.02914,0.00000,-0.00714,-0.09162,0.79837,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21223,-0.04494,0.00000,0.00000
0.79298,0.00572,0.00000,0.06678,-0.01786,-0.03632,0.00000,0.25968,0.34788,1.04591,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27710,-0.05928,0.00000,0.00000
0.80883,0.00783,0.00000,0.06932,-0.01242,-0.00807,0.00000,0.06155,0.13871,1.15321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27110,-0.05743,0.00000,0.00000
0.82747,0.00838,0.00000,0.06236,-0.00371,0.00568,0.00000,-0.13859,-0.07826,1.07525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24395,-0.05168,0.00000,0.00000
0.85060,0.01003,0.00000,0.06287,0.00934,0.01362,0.00000,0.38363,0.06710,0.93281,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25898,-0.05534,0.00000,0.00000
0.86893,0.00723,0.00000,0.05368,0.01981,-0.04059,0.00000,-0.34819,-0.09974,0.86144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28458,-0.06300,0.00000,0.00000
0.88344,0.00742,0.00000,0.05451,0.02793,-0.04212,0.00000,-0.13310,0.07680,0.92244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30166,-0.06712,0.00000,0.00000
0.89631,0.00503,0.00000,0.06194,0.03427,-0.02303,0.00000,0.46464,0.23699,1.01681,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32501,-0.07186,0.00000,0.00000
0.91374,0.00725,0.00000,0.06847,0.04115,-0.06518,0.00000,0.00073,0.23357,1.08373,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39880,-0.08924,0.00000,0.00000
0.93088,0.00928,0.00000,0.06667,0.04687,-0.04319,0.00000,-0.03922,0.05087,1.12508,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38102,-0.08509,0.00000,0.00000
0.94782,0.00743,0.00000,0.06308,0.05293,-0.02166,0.00000,0.40297,0.00348,1.07128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35681,-0.07959,0.00000,0.00000
0.96581,0.00995,0.00000,0.06890,0.05711,-0.05556,0.00000,-0.09174,0.17519,0.86925,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41645,-0.09357,0.00000,0.00000
0.98104,0.00871,0.00000,0.06150,0.05978,-0.04670,0.00000,-0.21100,-0.05929,0.85363,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38259,-0.08621,0.00000,0.00000
0.99418,0.00623,0.00000,0.06007,0.06210,-0.02960,0.00000,0.04904,0.03599,0.87395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36536,-0.08214,0.00000,0.00000
1.01070,0.00754,0.00000,0.06232,0.06374,-0.05342,0.00000,0.19313,0.12871,1.04353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39781,-0.08987,0.00000,0.00000
1.02742,0.00759,0.00000,0.06191,0.06504,-0.05495,0.00000,-0.08680,0.08107,1.11105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39943,-0.09033,0.00000,0.00000
1.04214,0.00614,0.00000,0.05540,0.06572,-0.02777,0.00000,0.23656,-0.07015,1.13564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35021,-0.07904,0.00000,0.00000
1.05681,0.00746,0.00000,0.05532,0.06600,-0.05938,0.00000,0.13402,0.07186,1.00229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37784,-0.08591,0.00000,0.00000
1.07230,0.00703,0.00000,0.05182,0.06600,-0.06014,0.00000,-0.22021,0.00329,0.89286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36422,-0.08303,0.00000,0.00000
1.08905,0.00827,0.00000,0.04966,0.06600,-0.04517,0.00000,-0.03068,0.01934,0.92019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34240,-0.07792,0.00000,0.00000
1.10590,0.00705,0.00000,0.05101,0.06600,-0.03494,0.00000,0.19935,0.08790,0.96813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33899,-0.07688,0.00000,0.00000
1.12009,0.00726,0.00000,0.05307,0.06555,-0.04517,0.00000,-0.05740,0.09906,0.95300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35560,-0.08071,0.00000,0.00000
1.13331,0.00505,0.00000,0.04578,0.06343,-0.00776,0.00000,0.09126,-0.08705,0.95599,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29004,-0.06548,0.00000,0.00000
1.14861,0.00685,0.00000,0.04136,0.06011,0.00064,0.00000,0.26193,-0.04313,0.97100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25964,-0.05856,0.00000,0.00000
1.16815,0.00812,0.88582,0.04496,0.05349,-0.03036,0.00000,-0.12285,0.12798,1.00992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29128,-0.06590,0.00000,0.00000
1.18675,0.00825,0.88582,0.04306,0.04664,-0.00165,0.00000,0.06167,0.00866,1.13192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24813,-0.05546,0.00000,0.00000
1.19975,0.00646,0.88582,0.04063,0.04110,0.01469,0.00000,0.23387,-0.01116,1.16522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21550,-0.04771,0.00000,0.00000
1.21600,0.00834,0.88582,0.03839,0.03493,0.01240,0.00000,0.00275,-0.00842,1.06445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19900,-0.04393,0.00000,0.00000
1.23075,0.00696,0.88582,0.03672,0.02850,0.02721,0.00000,-0.14780,-0.00165,0.94135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16952,-0.03685,0.00000,0.00000
1.24413,0.00570,0.88582,0.03883,0.02154,0.03698,0.00000,0.14896,0.06161,0.88993,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15903,-0.03395,0.00000,0.00000
1.26125,0.00731,0.88582,0.03710,0.01350,0.04095,0.00000,0.00043,-0.00872,0.96539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13630,-0.02855,0.00000,0.00000
1.27749,0.00728,0.88582,0.03885,0.00614,0.03866,0.00000,-0.11755,0.06222,1.02547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13426,-0.02780,0.00000,0.00000
1.29389,0.00785,0.88582,0.04381,0.00028,0.06783,0.00000,0.06985,0.13036,1.08592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12018,-0.02360,0.00000,0.00000
1.30840,0.00743,0.88582,0.04469,-0.00535,0.08799,0.00000,-0.07076,0.03416,0.93849,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09766,-0.01788,0.00000,0.00000
1.32456,0.00806,0.88582,0.04609,-0.01005,0.09654,0.00000,-0.25467,0.03825,0.85016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08878,-0.01548,0.00000,0.00000
1.33673,0.00545,0.88582,0.04853,-0.01364,0.11380,0.00000,-0.20655,0.05966,0.88145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07825,-0.01252,0.00000,0.00000
1.35118,0.00766,0.88582,0.05092,-0.01681,0.11227,0.00000,0.12212,0.07716,1.16040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08451,-0.01373,0.00000,0.00000
1.36807,0.00833,0.88582,0.05633,-0.01936,0.10097,0.00000,-0.00360,0.15805,1.20042,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11258,-0.01993,0.00000,0.00000
1.38645,0.00798,0.88582,0.06457,-0.02176,0.12128,0.00000,-0.12676,0.16970,0.95776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12486,-0.02181,0.00000,0.00000
1.40774,0.00905,3.18308,0.06171,-0.02293,0.12128,0.00000,0.02855,-0.03245,0.78525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00034,0.00341,0.00000,0.00000
1.42396,0.00883,3.18308,0.05799,-0.02301,0.08616,0.00000,-0.10797,-0.03312,0.84589,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00215,0.00359,0.00000,0.00000
1.43959,0.00858,3.18308,0.06408,-0.02284,0.06692,0.00000,0.23387,0.19081,1.16345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00606,0.00454,0.00000,0.00000
1.45174,0.00566,3.18308,0.06815,-0.02205,0.06585,0.00000,0.27481,0.16622,1.23940,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00764,0.00502,0.00000,0.00000
1.46646,0.00729,3.18308,0.07663,-0.02041,0.06356,0.00000,0.03245,0.22979,1.02047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01095,0.00601,0.00000,0.00000
1.48059,0.00681,3.18308,0.07354,-0.01766,0.04890,0.00000,-0.19788,0.00171,0.82570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01232,0.00605,0.00000,0.00000
1.49781,0.00852,3.18308,0.06556,-0.01293,0.03515,0.00000,0.08845,-0.08772,0.89328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01266,0.00566,0.00000,0.00000
1.51443,0.00819,3.18308,0.06347,-0.00784,0.00659,0.00000,0.09534,0.02281,1.04975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01646,0.00613,0.00000,0.00000
1.52762,0.00736,3.18308,0.06618,-0.00408,0.00461,0.00000,0.17470,0.13322,1.12447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01858,0.00661,0.00000,0.00000
1.54453,0.00825,3.18308,0.07349,0.00074,0.02370,0.00000,0.13042,0.23308,1.11447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02022,0.00728,0.00000,0.00000
1.56408,0.00863,3.18308,0.06747,0.00648,-0.02257,0.00000,0.13438,-0.03569,0.92738,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02484,0.00766,0.00000,0.00000
1.58228,0.00655,3.18308,0.06940,0.01115,-0.03403,0.00000,-0.03160,0.10974,0.92830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02797,0.00826,0.00000,0.00000
1.59742,0.00764,3.18308,0.07697,0.01466,-0.04151,0.00000,-0.04709,0.22881,0.95990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03207,0.00932,0.00000,0.00000
1.61434,0.00854,3.58242,0.07213,0.01831,-0.04304,0.00000,-0.09992,-0.00641,0.98204,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02010,0.00598,0.00000,0.00000
1.63569,0.00805,3.58242,0.07055,0.02134,-0.04075,0.00000,0.21929,0.06759,1.16528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02031,0.00594,0.00000,0.00000
1.64776,0.00506,3.58242,0.06848,0.02247,-0.05144,0.00000,0.10876,0.04843,1.15906,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02092,0.00593,0.00000,0.00000
1.66326,0.00828,3.58242,0.07102,0.02312,-0.04685,0.00000,-0.00823,0.13963,1.05188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02121,0.00609,0.00000,0.00000
1.68096,0.00710,3.58242,0.06741,0.02335,-0.03861,0.00000,0.01812,0.01000,0.78702,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02002,0.00576,0.00000,0.00000
1.69529,0.00665,3.58242,0.06690,0.02335,-0.03586,0.00000,-0.14427,0.05539,0.81447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01974,0.00570,0.00000,0.00000
1.71105,0.00813,3.58242,0.06880,0.02335,-0.03357,0.00000,-0.07100,0.11193,0.97734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01993,0.00581,0.00000,0.00000
1.72415,0.00656,3.58242,0.06956,0.02332,-0.02135,0.00000,0.01726,0.10907,1.21134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01921,0.00574,0.00000,0.00000
1.73889,0.00734,3.58242,0.07150,0.02301,0.01698,0.00000,0.03794,0.11254,1.07799,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01683,0.00550,0.00000,0.00000
1.75329,0.00685,3.58242,0.07401,0.02219,0.02920,0.00000,-0.18611,0.09858,0.84601,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01626,0.00553,0.00000,0.00000
1.77058,0.00807,3.58242,0.07174,0.02075,0.03622,0.00000,-0.16012,0.01281,0.71748,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01504,0.00526,0.00000,0.00000
1.78692,0.00781,4.01401,0.06764,0.01905,0.01866,0.00000,-0.05112,-0.01586,0.98698,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01023,0.00365,0.00000,0.00000
1.80145,0.00801,4.01401,0.06954,0.01743,0.01316,0.00000,0.07997,0.12737,1.24208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01044,0.00375,0.00000,0.00000
1.81973,0.00937,4.01401,0.07323,0.01571,0.03286,0.00000,-0.00891,0.13890,1.05432,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00959,0.00377,0.00000,0.00000
1.83786,0.00869,4.01401,0.06744,0.01503,0.04218,0.00000,-0.03581,-0.05094,0.89578,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00834,0.00341,0.00000,0.00000
1.85271,0.00582,4.01401,0.06492,0.01497,0.00308,0.00000,-0.09528,0.01476,0.90829,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00998,0.00353,0.00000,0.00000
1.87074,0.00798,4.01401,0.06348,0.01497,0.00247,0.00000,-0.06442,0.03654,1.03029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00984,0.00346,0.00000,0.00000
1.88614,0.00889,4.01401,0.06821,0.01497,0.00491,0.00000,0.05801,0.16220,1.02553,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01027,0.00368,0.00000,0.00000
