R=1," Q=[10, -9, -9, 10]"," MassCenterhAndb=[0.5195, 0.4964]",Description = 
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k,pot
0.46473,0.00948,0.00000,-0.01304,0.04687,-0.03449,0.00000,-0.01128,-0.07576,1.08086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04806,-0.01378,0.00000,0.00000
0.48360,0.00788,0.00000,-0.01779,0.03991,-0.02762,0.00000,-0.27145,-0.08894,0.86059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01211,-0.00553,0.00000,0.00000
0.50245,0.00799,0.00000,-0.02001,0.03323,-0.00578,0.00000,-0.63775,-0.07143,1.00351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02613,0.00364,0.00000,0.00000
0.51977,0.00928,0.00000,-0.00843,0.02918,0.03728,0.00000,0.68649,0.27664,1.18395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02254,0.00440,0.00000,0.00000
0.53831,0.00818,0.00000,-0.01587,0.02788,-0.00426,0.00000,-0.02525,-0.14384,0.91689,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01868,0.00238,0.00000,0.00000
0.55653,0.00814,0.00000,-0.02416,0.02791,-0.02334,0.00000,-0.44347,-0.15427,0.75896,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03586,0.00546,0.00000,0.00000
0.57570,0.00672,0.00000,-0.01549,0.02791,-0.03648,0.00000,0.09882,0.18056,1.09739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01095,-0.00492,0.00000,0.00000
0.59496,0.00982,0.00000,-0.01426,0.02791,-0.00242,0.00000,0.05441,0.01122,1.11118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01367,0.00136,0.00000,0.00000
0.61291,0.00810,0.00000,-0.01952,0.02791,-0.00181,0.00000,-0.19849,-0.10754,0.87797,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03568,0.00608,0.00000,0.00000
0.63204,0.00863,0.00000,-0.01557,0.02788,0.00262,0.00000,-0.07704,0.05350,0.91067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02347,0.00361,0.00000,0.00000
0.65001,0.00867,0.00000,-0.00905,0.02740,-0.03556,0.00000,-0.06978,0.11212,0.87931,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03567,-0.01014,0.00000,0.00000
0.67049,0.00765,0.00000,-0.01457,0.02457,-0.05954,0.00000,0.07076,-0.10614,1.11197,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02972,-0.00945,0.00000,0.00000
0.68901,0.00777,0.00000,-0.01439,0.02140,-0.01632,0.00000,0.18483,-0.00525,0.98820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01199,0.00093,0.00000,0.00000
0.70812,0.00833,0.00000,-0.01876,0.01814,-0.06717,0.00000,-0.26321,-0.06679,0.81661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00948,-0.00502,0.00000,0.00000
0.72481,0.00942,0.00000,-0.02258,0.01627,-0.06259,0.00000,0.09492,-0.07125,0.94111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01294,-0.00000,0.00000,0.00000
0.74797,0.00913,0.00000,-0.02278,0.01492,-0.06473,0.00000,0.25742,0.00201,1.14229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01395,0.00022,0.00000,0.00000
0.76760,0.00834,0.00000,-0.02341,0.01483,-0.06259,0.00000,-0.09961,-0.01263,1.06140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01849,0.00126,0.00000,0.00000
0.78834,0.00962,0.00000,-0.02255,0.01483,-0.04976,0.00000,0.29927,0.01372,0.98808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02617,0.00329,0.00000,0.00000
0.80713,0.00834,0.00000,-0.02353,0.01483,-0.08443,0.00000,-0.13145,-0.01055,0.87425,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,-0.00335,0.00000,0.00000
0.82301,0.00721,0.00000,-0.02596,0.01475,-0.09038,0.00000,-0.09485,-0.04416,0.98057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00482,-0.00250,0.00000,0.00000
0.84394,0.00930,0.00000,-0.02481,0.01390,-0.08214,0.00000,0.25919,0.03410,1.11911,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00860,-0.00139,0.00000,0.00000
0.86251,0.00850,0.00000,-0.02590,0.01209,-0.09451,0.00000,-0.27895,-0.01287,0.96221,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00504,-0.00243,0.00000,0.00000
0.88093,0.00873,0.00000,-0.02778,0.01013,-0.08748,0.00000,0.02086,-0.03001,0.90237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02181,0.00146,0.00000,0.00000
0.90002,0.00869,0.00000,-0.03276,0.00860,-0.09955,0.00000,0.08918,-0.08790,0.95294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03395,0.00377,0.00000,0.00000
0.92150,0.00924,0.00000,-0.03182,0.00753,-0.12444,0.00000,-0.26706,0.03660,1.00205,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01005,-0.00203,0.00000,0.00000
0.94284,0.00947,0.00000,-0.03334,0.00625,-0.08260,0.00000,0.26370,-0.03019,1.06780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05464,0.00882,0.00000,0.00000
0.96281,0.00801,0.00000,-0.03615,0.00481,-0.10321,0.00000,-0.08442,-0.05161,0.99515,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05035,0.00736,0.00000,0.00000
0.98100,0.00795,0.00000,-0.03311,0.00340,-0.10046,0.00000,-0.20173,0.05563,0.89517,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.04248,0.00584,0.00000,0.00000
0.99902,0.00706,0.00000,-0.03297,0.00209,-0.08367,0.00000,0.10766,-0.00177,0.96026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05854,0.00984,0.00000,0.00000
1.02058,0.00980,0.00000,-0.03561,0.00062,-0.10398,0.00000,-0.26974,-0.04233,0.94080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05384,0.00830,0.00000,0.00000
1.03491,0.00760,0.00000,-0.03909,-0.00037,-0.08565,0.00000,-0.18471,-0.08491,0.98009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.08552,0.01567,0.00000,0.00000
1.05635,0.00861,2.32581,-0.03481,-0.00224,-0.08046,0.00000,0.25333,0.09601,1.14015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04844,-0.01400,0.00000,0.00000
1.07614,0.00847,2.32581,-0.02750,-0.00354,-0.08137,0.00000,-0.12054,0.14134,0.99955,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02757,-0.00878,0.00000,0.00000
1.09687,0.00955,2.32581,-0.02878,-0.00498,-0.04839,0.00000,0.12627,-0.02891,0.85595,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05845,-0.01550,0.00000,0.00000
1.11568,0.00855,2.32581,-0.03259,-0.00688,-0.07725,0.00000,-0.09992,-0.06978,0.89871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05118,-0.01435,0.00000,0.00000
1.13140,0.00774,2.32581,-0.03366,-0.00942,-0.04946,0.00000,0.19471,-0.04429,1.11636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07925,-0.02045,0.00000,0.00000
1.15010,0.00887,2.32581,-0.03463,-0.01342,-0.04304,0.00000,0.30787,-0.04746,1.23928,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09311,-0.02351,0.00000,0.00000
1.17036,0.00942,2.32581,-0.03237,-0.01692,-0.05709,0.00000,-0.17611,0.03270,0.98924,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08104,-0.02070,0.00000,0.00000
1.18937,0.00834,2.32581,-0.03925,-0.01919,-0.03800,0.00000,-0.11017,-0.12749,0.79812,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11969,-0.02967,0.00000,0.00000
1.20697,0.00793,2.32581,-0.03832,-0.02109,-0.04763,0.00000,0.07265,-0.00384,0.95691,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11255,-0.02805,0.00000,0.00000
1.22373,0.00810,2.32581,-0.04043,-0.02293,-0.05602,0.00000,-0.12877,-0.07088,1.11234,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11541,-0.02888,0.00000,0.00000
1.23622,0.00594,2.32581,-0.03408,-0.02471,-0.00578,0.00000,0.33300,0.11895,1.30814,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13669,-0.03276,0.00000,0.00000
1.25796,0.00915,2.32581,-0.03390,-0.02791,0.00384,0.00000,-0.16409,-0.02611,0.79434,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14827,-0.03521,0.00000,0.00000
1.27898,0.00828,3.25670,-0.02192,-0.02989,0.00033,0.00000,-0.24943,0.15451,0.69729,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01418,-0.00334,0.00000,0.00000
1.29498,0.00804,3.25670,-0.02531,-0.03136,0.00613,0.00000,0.33239,-0.11315,1.18566,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01606,-0.00381,0.00000,0.00000
1.31254,0.00818,3.25670,-0.02048,-0.03348,-0.00288,0.00000,0.02775,0.09211,1.27356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01445,-0.00330,0.00000,0.00000
1.33244,0.00892,3.25670,-0.01555,-0.03603,0.03927,0.00000,-0.13408,0.06271,0.96240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01781,-0.00355,0.00000,0.00000
1.35197,0.00845,3.25670,-0.01308,-0.03784,0.05668,0.00000,0.05374,0.00811,0.72023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01929,-0.00364,0.00000,0.00000
1.37197,0.00858,3.25670,-0.00978,-0.03841,0.02033,0.00000,-0.18916,0.05161,1.12277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01506,-0.00282,0.00000,0.00000
1.39030,0.00814,3.25670,-0.00032,-0.03843,0.04736,0.00000,0.00500,0.18910,1.15266,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01505,-0.00231,0.00000,0.00000
1.40731,0.00709,3.25670,-0.00123,-0.03843,0.07851,0.00000,0.05161,-0.04490,1.02974,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01828,-0.00285,0.00000,0.00000
1.42734,0.00866,3.25670,-0.00222,-0.03843,0.07332,0.00000,-0.12230,-0.04502,0.94276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01805,-0.00287,0.00000,0.00000
1.44501,0.00969,3.25670,0.00121,-0.03843,0.05973,0.00000,0.00793,0.04819,1.05621,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01581,-0.00235,0.00000,0.00000
1.46394,0.00834,3.98184,0.01109,-0.03843,0.07256,0.00000,0.06875,0.16787,0.95776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00914,-0.00074,0.00000,0.00000
1.48309,0.00865,3.98184,0.01336,-0.03843,0.07668,0.00000,0.08790,0.02959,1.04072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00908,-0.00065,0.00000,0.00000
1.50073,0.00890,3.98184,0.01771,-0.03843,0.06294,0.00000,0.05527,0.08936,1.11752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00786,-0.00034,0.00000,0.00000
1.52001,0.00929,3.98184,0.01878,-0.03835,0.06065,0.00000,-0.06411,0.01507,0.91189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00760,-0.00027,0.00000,0.00000
1.53930,0.00981,3.98184,0.01781,-0.03750,0.06508,0.00000,0.04105,-0.01830,0.85186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00779,-0.00033,0.00000,0.00000
1.56206,0.00918,3.98184,0.01964,-0.03402,0.02705,0.00000,0.14262,0.04831,1.15613,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00503,0.00008,0.00000,0.00000
1.58188,0.00842,3.98184,0.02198,-0.02975,0.02812,0.00000,0.03355,0.06124,1.09635,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00405,0.00028,0.00000,0.00000
1.59773,0.00704,3.98184,0.02096,-0.02576,0.03820,0.00000,0.05984,-0.00854,0.85534,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00398,0.00026,0.00000,0.00000
1.61709,0.00883,3.98184,0.02062,-0.02117,0.02781,0.00000,-0.04233,0.00354,0.76561,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00268,0.00041,0.00000,0.00000
1.63759,0.00915,4.28242,0.01745,-0.01599,0.00643,0.00000,0.14536,-0.05295,1.15815,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00116,0.00041,0.00000,0.00000
1.65407,0.00710,4.28242,0.01879,-0.01234,-0.00120,0.00000,0.08723,0.05283,1.17901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.00056,0.00000,0.00000
1.67373,0.00710,4.28242,0.01556,-0.00925,0.00552,0.00000,-0.05209,-0.04215,0.88114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00025,0.00045,0.00000,0.00000
1.69268,0.00884,4.28242,0.01294,-0.00679,-0.01281,0.00000,0.03544,-0.03251,1.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00065,0.00048,0.00000,0.00000
1.71217,0.00870,4.28242,0.00938,-0.00484,-0.02762,0.00000,-0.05545,-0.05441,1.12057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00125,0.00044,0.00000,0.00000
1.73263,0.01009,4.28242,0.00791,-0.00342,-0.01586,0.00000,-0.00061,-0.01208,0.88639,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00085,0.00034,0.00000,0.00000
1.74967,0.00864,4.28242,0.01162,-0.00277,-0.01296,0.00000,0.07912,0.08070,0.92769,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00117,0.00050,0.00000,0.00000
1.77005,0.00913,4.28242,0.01090,-0.00238,-0.01342,0.00000,0.00891,0.00256,1.08848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00118,0.00047,0.00000,0.00000
1.78966,0.00900,4.28242,0.00931,-0.00229,-0.01311,0.00000,-0.07265,-0.01568,0.97161,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00104,0.00041,0.00000,0.00000
1.80556,0.00884,4.28242,0.01204,-0.00229,-0.00349,0.00000,-0.04148,0.05350,0.82045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00088,0.00048,0.00000,0.00000
1.82370,0.00948,4.28242,0.01051,-0.00229,0.00201,0.00000,-0.00146,-0.02037,1.06116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00052,0.00039,0.00000,0.00000
1.84206,0.00801,3.74433,0.01272,-0.00229,0.00491,0.00000,0.00104,0.06246,1.17962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00118,0.00067,0.00000,0.00000
1.86224,0.00847,3.74433,0.01376,-0.00229,0.01743,0.00000,-0.01366,0.02385,0.89090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00058,0.00063,0.00000,0.00000
1.88329,0.00954,3.74433,0.01525,-0.00229,0.03850,0.00000,-0.02464,0.02355,0.82710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00047,0.00056,0.00000,0.00000
1.90113,0.00798,3.74433,0.01109,-0.00229,0.02262,0.00000,0.08808,-0.07875,1.04060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00043,0.00000,0.00000
1.91995,0.00756,3.74433,0.01445,-0.00229,0.01132,0.00000,-0.01970,0.07985,1.07555,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00106,0.00073,0.00000,0.00000
1.94070,0.00778,3.74433,0.01779,-0.00229,0.03850,0.00000,0.00769,0.06137,0.92586,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00009,0.00071,0.00000,0.00000
1.95946,0.00916,3.74433,0.01362,-0.00229,0.03438,0.00000,-0.01488,-0.08162,1.04328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00047,0.00049,0.00000,0.00000
1.98046,0.00924,3.74433,0.01193,-0.00229,0.02232,0.00000,0.07088,-0.03331,1.15467,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,0.00048,0.00000,0.00000
2.00105,0.00943,3.74433,0.01353,-0.00229,0.04400,0.00000,0.02050,0.02440,0.88255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00041,0.00000,0.00000
2.01855,0.00867,3.90178,0.01763,-0.00229,0.05454,0.00000,0.10791,0.06771,0.86937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00108,0.00052,0.00000,0.00000
2.03759,0.00792,3.90178,0.01737,-0.00229,0.03270,0.00000,0.05923,0.00067,1.14668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00007,0.00066,0.00000,0.00000
2.05193,0.00719,3.90178,0.01817,-0.00229,0.04232,0.00000,0.11883,0.02391,1.10605,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00035,0.00063,0.00000,0.00000
2.07222,0.00897,3.90178,0.01815,-0.00229,0.04904,0.00000,0.01086,-0.00134,0.87303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00071,0.00059,0.00000,0.00000
2.09176,0.00880,3.90178,0.02320,-0.00229,0.04171,0.00000,-0.04233,0.08589,0.82228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00033,0.00091,0.00000,0.00000
2.10850,0.00813,3.90178,0.01888,-0.00229,0.03881,0.00000,0.10785,-0.08412,1.10190,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00070,0.00000,0.00000
2.12457,0.00711,3.90178,0.01918,-0.00229,0.02232,0.00000,0.04563,0.02025,1.11886,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00086,0.00083,0.00000,0.00000
2.14472,0.00820,3.90178,0.02212,-0.00229,0.03637,0.00000,-0.04185,0.05642,0.87267,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00048,0.00089,0.00000,0.00000
2.16032,0.00836,3.90178,0.02369,-0.00229,0.04583,0.00000,-0.00281,0.03422,0.86882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00018,0.00091,0.00000,0.00000
