Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,CurrentReading,MotorRPM
2.1745071411132812,0.004702091217041016,3.9,0.99363355813762,0.008557901718437441,-0.023689306766258172,0.0,0,0.0,0.0045,0.0045,0.0,0.01,0.0,-0.0,1.0,2.15,1586.81
2.2144320011138916,0.004436969757080078,3.9,0.99363355813762,0.008398829648281909,-0.023689306766258172,0.0,0,0.0,0.0045,0.0045,0.0,0.02,-0.0,-0.0,1.0,5.06,1780.22
2.2553720474243164,0.005182027816772461,3.9,0.99363355813762,0.00824214360777158,-0.023689306766258172,0.0,0,0.0,0.0045,0.0045,0.0,0.03,0.0,-0.0,1.0,2.81,2092.31
2.2945151329040527,0.004133939743041992,3.9,0.99363355813762,0.008237802719439748,-0.023689306766258172,0.0,0,0.0,0.0046,0.0046,0.0,0.02,0.01,0.01,1.0,4.21,2320.88
2.3350071907043457,0.004422187805175781,3.9,0.99363355813762,0.008083532031614424,-0.023689306766258172,-0.0,0,0.0,0.0046,0.0046,-0.0,0.01,0.0,0.01,1.0,5.89,2668.13
2.3751683235168457,0.0043981075286865234,3.9,0.99363355813762,0.008081570315901832,-0.023689306766258172,-0.0,0,0.0,0.0043,0.0044,-0.0,0.01,0.01,0.01,1.0,2.95,2953.85
2.415334463119507,0.004389047622680664,3.9,0.99363355813762,0.007929643065168716,-0.023689306766258172,-0.0,0,0.0,0.0042,0.0043,-0.0,-0.01,-0.0,-0.0,1.0,4.5,3142.86
2.4558515548706055,0.0047070980072021484,3.9,0.99363355813762,0.007779994676303601,-0.023689306766258172,-0.0,0,0.0,0.0041,0.0041,-0.0,-0.01,-0.0,-0.0,1.0,2.18,3283.52
2.4957165718078613,0.004382133483886719,3.9,0.99363355813762,0.007782586021116271,-0.023689306766258172,0.0,0,0.0,0.0041,0.0041,0.0,-0.01,0.01,0.0,1.0,1.52,3556.04
2.5360352993011475,0.004515886306762695,3.9,0.0,0.007815842231099506,-0.023689306766258172,0.0,0,0.0,0.0042,0.0042,0.0,0.01,0.01,0.01,1.0,3.93,3569.23
2.5757603645324707,0.0044710636138916016,3.9,0.0,0.007998564607230271,-0.023689306766258172,-0.0,0,0.0,0.004,0.004,-0.0,-0.01,0.02,0.02,1.0,1.28,3068.13
2.615938425064087,0.004464149475097656,3.9,0.0,0.008178546147719075,-0.023689306766258172,0.0,0,0.0,0.0045,0.0044,0.0,0.03,0.02,0.01,1.0,0.5,3204.4
2.6579084396362305,0.004498004913330078,3.9,0.0,0.007755907945906031,-0.023689306766258172,-0.0,0,0.0,0.0045,0.0044,-0.0,0.02,-0.02,-0.01,1.0,0.36,3415.38
2.698312520980835,0.004714012145996094,3.9,0.0,0.007789564327017419,-0.023689306766258172,-0.0,0,0.0,0.0041,0.0042,-0.0,0.02,0.01,0.01,1.0,0.35,3538.46
2.7385447025299072,0.004762172698974609,3.9,0.0,0.007822715862412136,-0.023689306766258172,-0.0,0,0.0,0.004,0.0041,-0.0,0.02,0.01,0.01,1.0,0.84,3648.35
2.7783615589141846,0.0044019222259521484,3.9,0.0,0.007705375124475953,-0.023689306766258172,-0.0,0,0.0,0.004,0.0041,-0.0,-0.01,0.0,0.0,1.0,0.69,3670.33
2.818852424621582,0.004713773727416992,3.9,0.0,0.007589794497608814,-0.023689306766258172,-0.0,0,0.0,0.0039,0.004,-0.0,-0.02,0.0,0.01,1.0,1.27,3802.2
2.8587584495544434,0.004436016082763672,3.9,0.0,0.007925812652997851,-0.023689306766258172,0.0,0,0.0,0.0039,0.0039,0.0,0.0,0.03,0.02,1.0,1.36,4030.77
2.898885488510132,0.004378080368041992,3.9,0.0,0.007806925463202883,-0.023689306766258172,0.0,0,0.0,0.0038,0.0038,0.0,0.0,0.0,-0.0,1.0,0.91,4118.68
2.939190626144409,0.004495143890380859,3.9,0.0,0.007839816581554818,-0.023689306766258172,0.0,0,0.0,0.0039,0.0039,0.0,-0.01,0.01,0.01,1.0,0.73,4219.78
2.979261636734009,0.004389047622680664,3.9,0.0,0.007872214333131474,-0.023689306766258172,0.0,0,0.0,0.004,0.004,0.0,0.01,0.01,0.01,1.0,0.56,4378.02
3.0194287300109863,0.004371166229248047,3.9,0.0,0.007754131118134502,-0.023689306766258172,0.0,0,0.0,0.0042,0.0041,0.0,0.02,0.0,0.0,1.0,1.19,4479.12
3.06132435798645,0.00606083869934082,3.9,0.8909956485850431,0.007613130787795723,-0.023689306766258172,0.0,0,0.0,0.0042,0.0042,0.0,-0.0,0.0,0.0,1.0,1.26,4571.43
3.0999693870544434,0.004519939422607422,3.9,0.8909956485850431,0.0073242551838224364,-0.023689306766258172,-0.0,0,0.0,0.0044,0.0043,-0.0,0.0,-0.01,0.0,1.0,1.02,4817.58
3.140028238296509,0.004395961761474609,3.9,0.8909956485850431,0.006889757183719106,-0.023689306766258172,-0.0,0,0.0,0.0044,0.0044,-0.0,0.02,-0.02,-0.01,1.0,1.12,4848.35
3.1799893379211426,0.004173994064331055,3.9,0.8909956485850431,0.006611731846364773,-0.023689306766258172,-0.0,0,0.0,0.0043,0.0043,-0.0,0.01,-0.01,-0.01,1.0,1.07,4967.03
3.2204272747039795,0.0044269561767578125,3.9,0.8909956485850431,0.006337876762812253,-0.023689306766258172,-0.0,0,0.0,0.0041,0.0042,-0.0,0.01,-0.01,-0.01,1.0,0.84,5129.67
3.260385513305664,0.004197120666503906,3.9,0.8909956485850431,0.006368115441871651,-0.023689306766258172,0.0,0,0.0,0.004,0.0041,0.0,0.01,0.01,0.0,1.0,1.47,5305.49
3.300640344619751,0.004248857498168945,3.9,0.8909956485850431,0.0063979005392514835,-0.023689306766258172,0.0,0,0.0,0.0041,0.0041,0.0,-0.01,0.01,0.01,1.0,1.17,5296.7
3.3412482738494873,0.0046749114990234375,3.9,0.8909956485850431,0.006127252829497281,-0.023689306766258172,-0.0,0,0.0,0.004,0.004,-0.0,-0.02,-0.01,-0.01,1.0,0.72,5481.32
3.3826160430908203,0.00477290153503418,3.9,0.8909956485850431,0.006010655328601419,-0.023689306766258172,0.0,0,0.0,0.004,0.004,0.0,-0.0,0.0,0.0,1.0,1.23,5621.98
3.4223339557647705,0.004322052001953125,3.9,1.176380982442534,0.005877458736207457,-0.023689306766258172,0.0,0,0.0,0.004,0.004,0.0,-0.0,-0.0,-0.01,1.0,1.2,5679.12
3.462599992752075,0.004409074783325195,3.9,1.176380982442534,0.005746260042178995,-0.023689306766258172,-0.0,0,0.0,0.0038,0.0039,-0.0,-0.0,0.0,0.0,1.0,1.11,5806.59
3.502793073654175,0.004419088363647461,3.9,1.176380982442534,0.005767024875592587,-0.023689306766258172,0.0,0,0.0,0.004,0.004,0.0,0.01,0.01,0.01,1.0,1.48,5986.81
3.542863368988037,0.004309177398681641,3.9,1.176380982442534,0.005487495667161357,-0.023689306766258172,0.0,0,0.0,0.0042,0.0041,0.0,0.0,-0.01,-0.0,1.0,1.24,5916.48
3.583449363708496,0.0043659210205078125,3.9,1.176380982442534,0.00536214627564841,-0.023689306766258172,-0.0,0,0.0,0.0041,0.0041,-0.0,0.01,-0.0,-0.0,1.0,1.26,6232.97
3.6252753734588623,0.006003856658935547,3.9,1.176380982442534,0.005388672841619021,-0.023689306766258172,-0.0,0,0.0,0.0041,0.0042,-0.0,0.02,0.01,0.01,1.0,1.33,6338.46
3.6640894412994385,0.00463414192199707,3.9,1.176380982442534,0.005264805757158258,-0.023689306766258172,-0.0,0,0.0,0.004,0.004,-0.0,0.01,0.0,0.0,1.0,0.88,6461.54
3.7055015563964844,0.004729032516479492,3.9,1.176380982442534,0.004992809438196353,-0.023689306766258172,-0.0,0,0.0,0.004,0.004,-0.0,0.01,-0.01,-0.01,1.0,1.02,6637.36
3.7452895641326904,0.004339933395385742,3.9,1.4112126197513173,0.005155956908692923,-0.023689306766258172,-0.0,0,0.0,0.004,0.004,-0.0,0.0,0.02,0.02,1.0,1.04,6668.13
3.7856156826019287,0.004485130310058594,3.9,1.4112126197513173,0.005016683780885737,-0.023689306766258172,-0.0,0,0.0,0.0038,0.0038,-0.0,0.01,0.0,0.0,1.0,1.43,6791.21
3.825636625289917,0.004395961761474609,3.9,1.4112126197513173,0.0048794996705079285,-0.023689306766258172,-0.0,0,0.0,0.0038,0.0038,-0.0,-0.01,0.0,-0.0,1.0,1.46,6989.01
3.8661558628082275,0.0047321319580078125,3.9,1.4112126197513173,0.005194277288306932,-0.023689306766258172,0.0,0,0.0,0.0038,0.0039,0.0,0.01,0.03,0.02,1.0,0.83,7059.34
3.906477689743042,0.004866838455200195,3.9,1.4112126197513173,0.005204424796152569,-0.023689306766258172,0.0,0,0.0,0.004,0.004,0.0,-0.01,0.01,0.01,1.0,1.38,7191.21
3.946685552597046,0.004889011383056641,3.9,1.4112126197513173,0.005064424677977448,-0.023689306766258172,0.0,0,0.0,0.0044,0.0044,0.0,0.01,0.0,0.0,1.0,1.4,7270.33
3.9869892597198486,0.004599809646606445,3.9,1.4112126197513173,0.00537642818147082,-0.023689306766258172,0.0,0,0.0,0.0049,0.0048,0.0,0.02,0.03,0.03,1.0,0.92,7371.43
4.026755332946777,0.004179954528808594,3.9,1.5891917363508095,0.005667152591873644,-0.023689306766258172,0.0,0,0.0,0.0051,0.005,0.0,0.01,0.03,0.03,1.0,1.1,7498.9
4.067255258560181,0.004467010498046875,3.9,1.5891917363508095,0.005053836862213387,-0.023689306766258172,-0.0,0,0.0,0.0048,0.0048,-0.0,0.0,-0.03,-0.03,1.0,1.17,7705.49
4.107380151748657,0.0044040679931640625,3.9,1.5891917363508095,0.004899489160781112,-0.023689306766258172,0.0,0,0.0,0.0052,0.0051,0.0,-0.0,-0.0,0.0,1.0,0.93,7815.38
4.14753532409668,0.004378080368041992,3.9,1.5891917363508095,0.0036996047717150985,-0.023689306766258172,-0.0,0,0.0,0.0045,0.0046,-0.0,0.01,-0.07,-0.06,1.0,1.33,7929.67
4.188419342041016,0.0050470829010009766,3.9,1.5891917363508095,0.004165347289249179,-0.023689306766258172,0.0,0,0.0,0.0048,0.0048,0.0,-0.0,0.04,0.03,1.0,0.82,8114.29
4.227947235107422,0.004397869110107422,3.9,1.5891917363508095,0.004324302896401012,-0.023689306766258172,0.0,0,0.0,0.0048,0.0047,0.0,-0.02,0.02,0.01,1.0,1.26,8250.55
4.268136262893677,0.004411935806274414,3.9,1.797712308403435,0.004158935735976533,-0.023689306766258172,0.0,0,0.0,0.0051,0.005,0.0,0.0,0.0,0.01,1.0,1.31,8307.69
4.308293104171753,0.0043909549713134766,3.9,1.797712308403435,0.00414604303761815,-0.023689306766258172,0.0,0,0.0,0.005,0.005,0.0,0.02,0.01,0.0,1.0,1.15,8426.37
4.348543405532837,0.0044481754302978516,3.9,1.797712308403435,0.0035336075198907405,-0.023689306766258172,0.0,0,0.0,0.0051,0.0051,0.0,0.0,-0.03,-0.03,1.0,1.37,8518.68
