Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,CurrentReading,MotorRPM,phi_Gyro_intArd
8.417627811431885,0.021989107131958008,3.9,3.933522499083375,0.0007224854454532961,0.031132900170709663,0.02,-0.21887490966675477,0.0,0.0407,0.0404,0.02,0.03,0.03,0.03,0.98,3.89,14175.82,8.23
8.458055973052979,0.022248029708862305,3.9,3.933522499083375,0.0014665124260165034,0.031132900170709663,0.02,-0.2227902395884006,0.0,0.0413,0.041,0.02,0.03,0.04,0.04,0.98,3.93,14567.03,8.27
8.498325109481812,0.022344112396240234,3.9,3.8918638500789435,0.0019102124744665347,0.031132900170709663,0.02,-0.22512464741440003,0.0,0.042,0.0418,0.02,-0.0,0.02,0.03,0.99,3.95,14369.23,8.32
8.540009021759033,0.02338695526123047,3.9,3.8918638500789435,0.0021146375925620723,0.0309630843515967,0.01,-0.21201793541365552,0.0,0.0424,0.0422,0.01,0.02,0.03,0.04,1.03,3.75,14219.78,8.35
8.607476949691772,0.050691843032836914,3.9,3.8918638500789435,0.0019551546324242217,0.02892529452224116,-0.0,-0.18563882988305824,0.0,0.0423,0.0423,-0.0,0.01,0.03,0.04,0.98,3.69,14048.35,8.36
8.653541088104248,0.04349112510681152,3.9,3.735766226276446,0.0011595232591656394,0.028104518063195177,-0.01,-0.1593854083824418,0.0,0.0417,0.0419,-0.01,0.01,0.01,0.03,0.98,4.04,14492.31,8.34
8.698461055755615,0.042382001876831055,3.9,3.735766226276446,0.00030875859559279125,0.027085623148517406,-0.02,-0.13398817785103434,0.0,0.0405,0.0408,-0.02,0.01,0.03,0.04,1.02,3.87,14079.12,8.3
8.723955869674683,0.022881031036376953,3.9,3.8503951072831732,-0.0016451943553148058,0.02612333350687729,-0.04,-0.09417337183978504,0.0,0.0387,0.0392,-0.04,0.01,0.01,0.03,0.96,3.96,14136.26,8.21
8.7635338306427,0.0222470760345459,3.9,3.8503951072831732,-0.003940478055334383,0.025868609778207846,-0.05,-0.06642150946615824,0.0,0.0363,0.037,-0.05,0.01,0.01,0.03,1.01,3.87,14298.9,8.09
8.804599523544312,0.023132801055908203,3.9,3.8503951072831732,-0.006603256468961389,0.025727096595613713,-0.06,-0.03731680772176142,0.0,0.0336,0.0345,-0.06,0.01,0.01,0.02,0.98,3.95,14391.21,7.96
8.847188472747803,0.025558948516845703,3.9,4.031784908961428,-0.009665270389370595,0.025727096595613713,-0.07,-0.023445157964313693,0.0,0.0307,0.0318,-0.07,0.02,0.01,0.02,0.99,3.94,14167.03,7.81
8.884345769882202,0.022555112838745117,3.9,4.031784908961428,-0.012918907073824181,0.025727096595613713,-0.08,0.005153835192702114,0.0,0.0269,0.0281,-0.08,0.02,0.02,0.03,1.01,3.85,14373.63,7.6
8.924948692321777,0.022994041442871094,3.9,4.031784908961428,-0.01652021528184989,0.025727096595613713,-0.09,0.035499286714077774,0.0,0.0234,0.0247,-0.09,0.02,0.02,0.03,1.0,3.89,14048.35,7.41
8.964626789093018,0.022515058517456055,3.9,3.938552954879061,-0.01964617847961393,0.025727096595613713,-0.08,0.04881445689253039,0.0,0.02,0.0213,-0.08,0.03,0.02,0.02,1.01,3.93,14219.78,7.22
9.004551887512207,0.022275924682617188,3.9,3.938552954879061,-0.022885142981686927,0.025727096595613713,-0.08,0.0658025525056265,0.0,0.0167,0.018,-0.08,0.03,0.01,0.0,0.98,3.96,14382.42,7.03
9.0450918674469,0.02265000343322754,3.9,3.890722904505451,-0.02621566430806423,0.025727096595613713,-0.08,0.0915834216603852,0.0,0.0135,0.0148,-0.08,0.0,-0.0,-0.01,0.98,3.91,14325.27,6.86
9.084994792938232,0.022392988204956055,3.9,3.890722904505451,-0.028934712966376862,0.025727096595613713,-0.07,0.09309183835541623,0.0,0.0103,0.0115,-0.07,-0.0,0.01,0.01,1.02,3.92,14171.43,6.68
9.125746965408325,0.022986173629760742,3.9,3.890722904505451,-0.03161648030712851,0.025727096595613713,-0.07,0.10759123728094655,0.0,0.0073,0.0084,-0.07,0.02,0.01,0.01,1.01,3.9,14294.51,6.51
