Time,Calculation Time,Reference Velocity,Measured Velocity,Phi,Delta,Phi Dot,Control Input,Velocity Control Input,phi_roll_comp,phi_uncomp,phi_dot,a_x,ay_roll_comp,ay,az,CurrentReading,MotorRPM,phi_Gyro_intArd
0.011034011840820312,0.011034011840820312,3.9,0.0,0.013640004999700021,0.0,0.0,0,0.0,-0.0118,-0.0119,0.0,0.01,-0.01,-0.01,1.0,3.82,13925.27,-5.75
0.05058002471923828,0.010411977767944336,3.9,0.0,0.013285409924404542,0.0,0.0,0,0.0,-0.0118,-0.0119,0.0,0.01,-0.01,-0.01,1.0,3.97,13723.08,-5.75
0.09078407287597656,0.010447025299072266,3.9,0.0,0.012936133775238496,0.0,0.0,0,0.0,-0.0117,-0.0118,0.0,0.01,-0.01,-0.01,1.0,3.84,13758.24,-5.75
0.13132810592651367,0.010833024978637695,3.9,0.0,0.012592096768309939,0.0,0.0,0,0.0,-0.0117,-0.0118,0.0,0.01,-0.01,-0.01,1.0,3.85,13670.33,-5.74
0.17121028900146484,0.010548114776611328,3.9,0.0,0.01225322031648531,0.0,0.0,0,0.0,-0.0116,-0.0117,0.0,0.01,-0.01,-0.01,1.0,3.93,13556.04,-5.74
0.2115333080291748,0.01071310043334961,3.9,0.0,0.01236938202133529,0.0,0.0,0,0.0,-0.0113,-0.0115,0.0,0.02,0.02,0.01,1.0,3.81,13608.79,-5.73
0.2513713836669922,0.010383129119873047,3.9,0.0,0.011883881281418,0.0,0.0,0,0.0,-0.0111,-0.0113,0.0,0.03,-0.02,-0.02,1.0,3.86,13679.12,-5.72
0.29135966300964355,0.010207176208496094,3.9,0.0,0.011405663052599472,0.0,0.0,0,0.0,-0.0111,-0.0112,0.0,0.03,-0.02,-0.02,1.0,3.84,13670.33,-5.71
0.332202672958374,0.010885000228881836,3.9,0.0,0.01078471303395731,0.0,-0.0,0,0.0,-0.0112,-0.0113,-0.0,0.02,-0.03,-0.02,1.0,3.92,13595.6,-5.71
0.3718297481536865,0.010350942611694336,3.9,0.0,0.010078947338147973,0.0,-0.01,0,0.0,-0.0119,-0.0118,-0.01,0.0,-0.01,-0.0,1.0,3.91,13696.7,-5.74
0.41220760345458984,0.010565042495727539,3.9,0.0,0.008839803118478493,-2.8302636518826966e-05,-0.02,0,0.0,-0.0126,-0.0124,-0.02,-0.02,-0.02,-0.02,1.0,3.87,13815.38,-5.77
0.45200157165527344,0.010190963745117188,3.9,0.0,0.007919206071701315,0.0,-0.02,0,0.0,-0.0136,-0.0134,-0.02,-0.03,-0.0,0.0,1.0,3.95,13714.29,-5.82
0.4922304153442383,0.010246038436889648,3.9,0.0,0.006168552907772627,0.0,-0.03,0,0.0,-0.0148,-0.0145,-0.03,-0.02,-0.03,-0.02,1.0,3.9,13551.65,-5.88
0.5321042537689209,0.009953975677490234,3.9,0.0,0.006281704921005389,-2.8302636518826966e-05,-0.01,0,0.0,-0.0152,-0.0149,-0.01,-0.01,0.04,0.03,1.0,3.84,13894.51,-5.93
0.5721731185913086,0.009840011596679688,3.9,0.0,0.004405799040340957,0.0,-0.03,0,0.0,-0.0162,-0.016,-0.03,-0.01,-0.04,-0.04,1.0,3.91,13683.52,-5.98
0.6123759746551514,0.00986790657043457,3.9,0.0,0.002558031747886492,0.0,-0.03,0,0.0,-0.0176,-0.0173,-0.03,0.04,-0.04,-0.03,1.0,3.92,13854.95,-6.05
0.6526868343353271,0.009825944900512695,3.9,0.0,0.0004937961988150255,0.0,-0.04,0,0.0,-0.0192,-0.0188,-0.04,0.02,-0.03,-0.02,1.0,3.9,13753.85,-6.14
0.6929478645324707,0.009896039962768555,3.9,0.0,-0.0019334758170203687,0.0,-0.05,0,0.0,-0.0211,-0.0205,-0.05,0.0,-0.03,-0.02,1.0,3.9,13947.25,-6.24
0.7328617572784424,0.009633064270019531,3.9,0.0,-0.004324338752618232,0.0,-0.05,0,0.0,-0.0232,-0.0225,-0.05,0.01,-0.03,-0.03,1.0,3.83,13850.55,-6.35
0.7732295989990234,0.009821891784667969,3.9,0.0,-0.006623473671328958,0.0,-0.06,0,0.0,-0.0256,-0.0249,-0.06,0.03,-0.0,0.01,1.0,3.89,13679.12,-6.48
0.8133544921875,0.009778022766113281,3.9,0.0,-0.009432116566559004,0.0,-0.07,0,0.0,-0.0281,-0.0273,-0.07,0.04,-0.01,0.0,1.0,3.94,13683.52,-6.62
0.8537366390228271,0.009987115859985352,3.9,0.0,-0.012553557144878737,0.0,-0.06,0,0.0,-0.0304,-0.0296,-0.06,0.02,-0.06,-0.06,1.0,3.89,13674.73,-6.76
0.8939535617828369,0.009949922561645508,3.9,0.0,-0.015273248788005536,0.0,-0.07,0,0.0,-0.0332,-0.0323,-0.07,0.03,-0.01,-0.0,1.0,3.83,13749.45,-6.91
0.934220552444458,0.010041952133178711,3.9,0.0,-0.0184018303630348,0.0,-0.07,0,0.0,-0.0362,-0.0352,-0.07,0.01,-0.04,-0.03,1.0,3.82,13762.64,-7.08
0.9743344783782959,0.009984970092773438,3.9,0.0,-0.022027178843418423,0.0,-0.08,0,0.0,-0.0395,-0.0385,-0.08,0.0,-0.05,-0.05,1.0,3.86,13837.36,-7.26
1.0144412517547607,0.009911775588989258,3.9,1.3034532026631616,-0.025298636233620317,0.0,-0.08,0,0.0,-0.0429,-0.0418,-0.08,-0.0,-0.03,-0.03,1.0,3.82,13679.12,-7.45
1.0546412467956543,0.009939908981323242,3.9,1.3034532026631616,-0.02906483699696536,0.0,-0.09,0,0.0,-0.0464,-0.0453,-0.09,0.01,-0.04,-0.04,1.0,3.81,13621.98,-7.65
1.09495210647583,0.01007699966430664,3.9,1.3034532026631616,-0.03253024037784002,0.0,-0.08,0,0.0,-0.0498,-0.0486,-0.08,-0.03,-0.05,-0.05,1.0,3.83,13806.59,-7.84
1.1350433826446533,0.010003089904785156,3.9,1.3034532026631616,-0.03618796707902176,0.0,-0.09,0,0.0,-0.0533,-0.0521,-0.09,-0.04,-0.04,-0.03,1.0,3.9,13639.56,-8.04
1.1749253273010254,0.009713888168334961,3.9,1.3034532026631616,-0.04023943759735607,0.0,-0.09,0,0.0,-0.057,-0.0559,-0.09,-0.02,-0.07,-0.07,1.0,3.92,13885.71,-8.25
1.2152612209320068,0.009882926940917969,3.9,1.3034532026631616,-0.04348180604299298,0.0,-0.09,0,0.0,-0.0608,-0.0597,-0.09,0.02,-0.02,-0.03,1.0,3.87,13670.33,-8.45
1.256258487701416,0.010696172714233398,3.9,1.3034532026631616,-0.04742386897686772,0.0,-0.09,0,0.0,-0.0641,-0.063,-0.09,0.03,-0.07,-0.07,1.0,3.88,14184.62,-8.64
1.2955493927001953,0.009814023971557617,3.9,1.7383978091020642,-0.05100788687804384,0.0,-0.09,0,0.0,-0.0678,-0.0667,-0.09,-0.03,-0.05,-0.04,1.0,3.96,13687.91,-8.84
1.3356971740722656,0.009785890579223633,3.9,1.7383978091020642,-0.05460426171405079,0.0,-0.08,0,0.0,-0.0714,-0.0703,-0.08,0.07,-0.08,-0.09,0.99,3.89,13639.56,-9.04
1.3757529258728027,0.00966787338256836,3.9,1.7383978091020642,-0.05844722757070747,0.0,-0.08,0,0.0,-0.0745,-0.0735,-0.08,0.1,-0.1,-0.11,0.99,3.83,13718.68,-9.23
